Date,Team 1,FT,HT,Team 2
Fri Feb 15 2019,Bohemians,1-0,?,Finn Harps
Fri Feb 15 2019,Derry City,3-0,?,UC Dublin
Fri Feb 15 2019,Dundalk,1-1,?,Sligo Rovers
Fri Feb 15 2019,St. Patricks,1-0,?,Cork City
Fri Feb 15 2019,Waterford,1-2,?,Shamrock Rovers
Fri Feb 22 2019,Cork City,0-2,?,Waterford
Fri Feb 22 2019,Sligo Rovers,0-1,?,St. Patricks
Fri Feb 22 2019,UC Dublin,0-2,?,Bohemians
Fri Feb 22 2019,Finn Harps,1-1,?,Dundalk
Fri Feb 22 2019,Shamrock Rovers,2-0,?,Derry City
Mon Feb 25 2019,Bohemians,1-0,?,Shamrock Rovers
Mon Feb 25 2019,Derry City,3-2,?,Waterford
Mon Feb 25 2019,Dundalk,2-1,?,UC Dublin
Mon Feb 25 2019,Sligo Rovers,1-2,?,Cork City
Mon Feb 25 2019,St. Patricks,0-0,?,Finn Harps
Fri Mar 1 2019,Cork City,0-0,?,Derry City
Fri Mar 1 2019,UC Dublin,1-1,?,St. Patricks
Fri Mar 1 2019,Waterford,0-0,?,Bohemians
Fri Mar 1 2019,Finn Harps,1-2,?,Sligo Rovers
Fri Mar 1 2019,Shamrock Rovers,0-0,?,Dundalk
Mon Mar 4 2019,Shamrock Rovers,3-0,?,Finn Harps
Fri Mar 8 2019,Bohemians,1-1,?,Derry City
Fri Mar 8 2019,Dundalk,4-0,?,Waterford
Fri Mar 8 2019,St. Patricks,0-1,?,Shamrock Rovers
Fri Mar 8 2019,Finn Harps,3-4,?,Cork City
Sat Mar 9 2019,Sligo Rovers,1-0,?,UC Dublin
Fri Mar 15 2019,Cork City,2-0,?,Bohemians
Fri Mar 15 2019,Derry City,0-2,?,Dundalk
Fri Mar 15 2019,UC Dublin,3-0,?,Finn Harps
Fri Mar 15 2019,Waterford,2-0,?,St. Patricks
Fri Mar 15 2019,Shamrock Rovers,3-0,?,Sligo Rovers
Fri Mar 22 2019,Finn Harps,0-1,?,Shamrock Rovers
Fri Mar 29 2019,Bohemians,1-0,?,St. Patricks
Fri Mar 29 2019,Derry City,2-0,?,Sligo Rovers
Fri Mar 29 2019,Dundalk,1-0,?,Cork City
Fri Mar 29 2019,Waterford,4-0,?,Finn Harps
Fri Mar 29 2019,Shamrock Rovers,3-1,?,UC Dublin
Fri Apr 5 2019,Cork City,1-3,?,Shamrock Rovers
Fri Apr 5 2019,Finn Harps,2-3,?,Derry City
Fri Apr 5 2019,St. Patricks,1-0,?,Dundalk
Fri Apr 5 2019,UC Dublin,4-1,?,Waterford
Sat Apr 6 2019,Sligo Rovers,0-2,?,Bohemians
Fri Apr 12 2019,Cork City,1-1,?,St. Patricks
Fri Apr 12 2019,Sligo Rovers,2-1,?,Dundalk
Fri Apr 12 2019,UC Dublin,0-2,?,Derry City
Fri Apr 12 2019,Finn Harps,0-1,?,Bohemians
Fri Apr 12 2019,Shamrock Rovers,2-1,?,Waterford
Mon Apr 15 2019,Dundalk,1-0,?,Bohemians
