Date,Team 1,FT,HT,Team 2
Wed Apr 3 2019,HJK,2-1,?,Inter Turku
Wed Apr 3 2019,KuPS,2-2,?,Rovaniemi
Sat Apr 6 2019,SJK,1-0,?,HIFK
Sun Apr 7 2019,Rovaniemi,1-2,?,Honka
Sun Apr 7 2019,KPV Kokkola,0-2,?,Ilves
Sun Apr 7 2019,Lahti,3-3,?,KuPS
Mon Apr 8 2019,HJK,2-1,?,Mariehamn
Mon Apr 8 2019,VPS,1-2,?,Inter Turku
Sat Apr 13 2019,Inter Turku,1-2,?,SJK
Sat Apr 13 2019,KPV Kokkola,0-1,?,Rovaniemi
Sat Apr 13 2019,KuPS,0-0,?,HJK
Sun Apr 14 2019,Ilves,0-0,?,VPS
Mon Apr 15 2019,HIFK,0-1,?,Lahti
Mon Apr 15 2019,Honka,1-3,?,Mariehamn
Thu Apr 18 2019,SJK,0-0,?,HJK
Fri Apr 19 2019,Lahti,1-1,?,Inter Turku
Sat Apr 20 2019,KuPS,0-3,?,Honka
Sat Apr 20 2019,VPS,2-2,?,KPV Kokkola
Sat Apr 20 2019,Mariehamn,2-0,?,Rovaniemi
Mon Apr 22 2019,SJK,0-1,?,Ilves
Tue Apr 23 2019,HJK,1-1,?,HIFK
Thu Apr 25 2019,Honka,3-2,?,Inter Turku
Thu Apr 25 2019,KPV Kokkola,0-4,?,Mariehamn
Fri Apr 26 2019,Ilves,1-0,?,Lahti
Fri Apr 26 2019,Rovaniemi,0-1,?,KuPS
Fri Apr 26 2019,VPS,1-1,?,SJK
Mon Apr 29 2019,HIFK,2-0,?,Honka
Mon Apr 29 2019,Inter Turku,4-1,?,HJK
Tue Apr 30 2019,Lahti,1-1,?,VPS
Tue Apr 30 2019,SJK,1-0,?,KPV Kokkola
Wed May 1 2019,Mariehamn,3-4,?,KuPS
Fri May 3 2019,HJK,0-0,?,Ilves
Fri May 3 2019,Rovaniemi,1-0,?,HIFK
Sun May 5 2019,KuPS,3-1,?,KPV Kokkola
Sun May 5 2019,Lahti,1-1,?,SJK
Tue May 7 2019,Ilves,1-1,?,Honka
Tue May 7 2019,Inter Turku,3-0,?,Rovaniemi
Tue May 7 2019,VPS,1-1,?,HJK
Wed May 8 2019,HIFK,1-1,?,Mariehamn
Sat May 11 2019,HJK,2-2,?,SJK
Sat May 11 2019,Honka,1-1,?,VPS
Sat May 11 2019,KPV Kokkola,0-0,?,Lahti
Sun May 12 2019,HIFK,1-1,?,KuPS
Sun May 12 2019,Mariehamn,1-2,?,Inter Turku
Sun May 12 2019,Rovaniemi,0-1,?,Ilves
Fri May 17 2019,Inter Turku,1-0,?,KuPS
Sat May 18 2019,SJK,1-2,?,Honka
Mon May 20 2019,Ilves,0-0,?,Mariehamn
Mon May 20 2019,KPV Kokkola,1-1,?,HIFK
Mon May 20 2019,Lahti,3-0,?,HJK
