Date,Team 1,FT,HT,Team 2
Fri Jul 22 2016,FC Voluntari,0-1,?,Viitorul Constanta
Fri Jul 22 2016,Pandurii,2-1,?,U Craiova
Sat Jul 23 2016,Gaz Metan Medias,2-1,?,Targu Mures
Sat Jul 23 2016,Astra,1-4,?,Din. Bucuresti
Sun Jul 24 2016,CFR Cluj,2-0,?,Concordia
Fri Jul 29 2016,Poli Iasi,3-1,?,Gaz Metan Medias
Sat Jul 30 2016,FC Botosani,3-1,?,CFR Cluj
Sat Jul 30 2016,Din. Bucuresti,2-1,?,Poli Timisoara
Sun Jul 31 2016,Pandurii,0-0,?,Astra
Sun Jul 31 2016,Viitorul Constanta,1-3,?,FCSB
Mon Aug 1 2016,U Craiova,2-1,?,Targu Mures
Mon Aug 1 2016,Concordia,0-4,?,FC Voluntari
Fri Aug 5 2016,FC Voluntari,4-2,?,FC Botosani
Fri Aug 5 2016,Targu Mures,0-3,?,Poli Iasi
Sat Aug 6 2016,Astra,1-2,?,U Craiova
Sat Aug 6 2016,FCSB,1-0,?,Concordia
Sun Aug 7 2016,Gaz Metan Medias,2-1,?,Viitorul Constanta
Sun Aug 7 2016,Poli Timisoara,1-3,?,Pandurii
Mon Aug 8 2016,CFR Cluj,0-0,?,Din. Bucuresti
Fri Aug 12 2016,FC Botosani,0-2,?,FCSB
Sat Aug 13 2016,Concordia,1-0,?,Gaz Metan Medias
Sat Aug 13 2016,Astra,3-1,?,Poli Timisoara
Sun Aug 14 2016,Pandurii,1-1,?,CFR Cluj
Sun Aug 14 2016,Viitorul Constanta,3-1,?,Targu Mures
Mon Aug 15 2016,U Craiova,2-0,?,Poli Iasi
Mon Aug 15 2016,Din. Bucuresti,3-1,?,FC Voluntari
Thu Aug 18 2016,Poli Timisoara,0-5,?,FC Botosani
Fri Aug 19 2016,Poli Iasi,0-0,?,Viitorul Constanta
Sat Aug 20 2016,Targu Mures,0-1,?,Concordia
Sat Aug 20 2016,FCSB,1-1,?,Din. Bucuresti
Sun Aug 21 2016,FC Voluntari,0-0,?,Pandurii
Sun Aug 21 2016,CFR Cluj,5-1,?,Astra
Mon Aug 22 2016,Gaz Metan Medias,0-0,?,FC Botosani
Mon Aug 22 2016,Poli Timisoara,3-2,?,U Craiova
Fri Aug 26 2016,Concordia,0-0,?,Poli Iasi
Fri Aug 26 2016,Din. Bucuresti,1-1,?,Gaz Metan Medias
Sat Aug 27 2016,Poli Timisoara,1-1,?,CFR Cluj
