Date,Team 1,FT,HT,Team 2
Fri Jul 15 2016,Club Tijuana,2-0,?,Monarcas
Sat Jul 16 2016,Queretaro,2-0,?,Veracruz
Sat Jul 16 2016,Atlas,1-1,?,Toluca
Sat Jul 16 2016,Monterrey,1-1,?,Puebla
Sat Jul 16 2016,Pachuca,5-1,?,Club Leon
Sat Jul 16 2016,Club America,2-0,?,Chiapas
Sat Jul 16 2016,Necaxa,0-0,?,Cruz Azul
Sun Jul 17 2016,U.N.A.M.- Pumas,1-0,?,Guadalajara Chivas
Sun Jul 17 2016,Santos Laguna,0-0,?,U.A.N.L.- Tigres
Fri Jul 22 2016,Veracruz,2-0,?,Santos Laguna
Sat Jul 23 2016,Chiapas,0-2,?,Pachuca
Sat Jul 23 2016,Cruz Azul,0-0,?,U.N.A.M.- Pumas
Sat Jul 23 2016,Monarcas,2-2,?,Queretaro
Sat Jul 23 2016,U.A.N.L.- Tigres,0-0,?,Atlas
Sat Jul 23 2016,Club Leon,0-0,?,Necaxa
Sat Jul 23 2016,Club America,3-1,?,Toluca
Sat Jul 23 2016,Guadalajara Chivas,1-0,?,Monterrey
Sun Jul 24 2016,Puebla,3-2,?,Club Tijuana
Fri Jul 29 2016,Club Tijuana,4-0,?,Guadalajara Chivas
Sat Jul 30 2016,Queretaro,2-1,?,Puebla
Sat Jul 30 2016,Atlas,1-0,?,Veracruz
Sat Jul 30 2016,Monterrey,1-1,?,Cruz Azul
Sat Jul 30 2016,Pachuca,1-0,?,Necaxa
Sat Jul 30 2016,Club America,0-3,?,U.A.N.L.- Tigres
Sun Jul 31 2016,U.N.A.M.- Pumas,1-0,?,Club Leon
Sun Jul 31 2016,Chiapas,1-0,?,Toluca
Sun Jul 31 2016,Santos Laguna,2-4,?,Monarcas
Sat Aug 6 2016,Cruz Azul,1-2,?,Club Tijuana
Sat Aug 6 2016,Monarcas,3-2,?,Atlas
Sat Aug 6 2016,U.A.N.L.- Tigres,1-0,?,Chiapas
Sat Aug 6 2016,Club Leon,0-3,?,Monterrey
Sat Aug 6 2016,Guadalajara Chivas,0-0,?,Queretaro
Sat Aug 6 2016,Necaxa,2-2,?,U.N.A.M.- Pumas
Sat Aug 6 2016,Veracruz,2-4,?,Club America
Sun Aug 7 2016,Toluca,2-0,?,Pachuca
Sun Aug 7 2016,Puebla,0-0,?,Santos Laguna
Fri Aug 12 2016,Club Tijuana,2-0,?,Club Leon
Sat Aug 13 2016,Queretaro,0-0,?,Cruz Azul
Sat Aug 13 2016,Atlas,3-2,?,Puebla
Sat Aug 13 2016,Monterrey,2-1,?,Necaxa
Sat Aug 13 2016,Pachuca,3-0,?,U.N.A.M.- Pumas
Sat Aug 13 2016,Club America,1-1,?,Monarcas
Sun Aug 14 2016,Toluca,0-0,?,U.A.N.L.- Tigres
Sun Aug 14 2016,Chiapas,1-1,?,Veracruz
Sun Aug 14 2016,Santos Laguna,0-1,?,Guadalajara Chivas
Fri Aug 19 2016,Veracruz,2-2,?,Toluca
Sat Aug 20 2016,Cruz Azul,3-1,?,Santos Laguna
Sat Aug 20 2016,Monarcas,3-2,?,Chiapas
Sat Aug 20 2016,U.A.N.L.- Tigres,4-2,?,Pachuca
Sat Aug 20 2016,Club Leon,2-1,?,Queretaro
Sat Aug 20 2016,Necaxa,1-1,?,Club Tijuana
Sat Aug 20 2016,Guadalajara Chivas,2-2,?,Atlas
Sun Aug 21 2016,U.N.A.M.- Pumas,5-3,?,Monterrey
Sun Aug 21 2016,Puebla,2-2,?,Club America
Fri Aug 26 2016,Club Tijuana,1-0,?,U.N.A.M.- Pumas
Sat Aug 27 2016,Queretaro,1-2,?,Necaxa
Sat Aug 27 2016,Atlas,1-1,?,Cruz Azul
Sat Aug 27 2016,U.A.N.L.- Tigres,1-1,?,Veracruz
Sat Aug 27 2016,Pachuca,1-1,?,Monterrey
Sat Aug 27 2016,Club America,0-3,?,Guadalajara Chivas
Sun Aug 28 2016,Toluca,2-2,?,Monarcas
Sun Aug 28 2016,Chiapas,0-3,?,Puebla
Sun Aug 28 2016,Santos Laguna,1-0,?,Club Leon
Fri Sep 9 2016,Veracruz,1-0,?,Pachuca
Sat Sep 10 2016,Cruz Azul,3-4,?,Club America
Sat Sep 10 2016,Monarcas,0-2,?,U.A.N.L.- Tigres
Sat Sep 10 2016,Monterrey,0-0,?,Club Tijuana
Sat Sep 10 2016,Club Leon,4-1,?,Atlas
Sat Sep 10 2016,Necaxa,2-1,?,Santos Laguna
Sat Sep 10 2016,Guadalajara Chivas,2-0,?,Chiapas
Sun Sep 11 2016,U.N.A.M.- Pumas,4-1,?,Queretaro
Sun Sep 11 2016,Puebla,0-2,?,Toluca
Fri Sep 16 2016,Veracruz,1-3,?,Monarcas
Sat Sep 17 2016,Toluca,2-1,?,Guadalajara Chivas
Sat Sep 17 2016,Queretaro,1-0,?,Monterrey
Sat Sep 17 2016,Atlas,0-0,?,Necaxa
Sat Sep 17 2016,Chiapas,0-3,?,Cruz Azul
Sat Sep 17 2016,U.A.N.L.- Tigres,2-1,?,Puebla
Sat Sep 17 2016,Pachuca,2-2,?,Club Tijuana
Sat Sep 17 2016,Club America,0-2,?,Club Leon
Sun Sep 18 2016,Santos Laguna,3-1,?,U.N.A.M.- Pumas
Tue Sep 20 2016,Cruz Azul,0-1,?,Toluca
Tue Sep 20 2016,Guadalajara Chivas,0-1,?,U.A.N.L.- Tigres
Tue Sep 20 2016,Monarcas,1-5,?,Pachuca
Tue Sep 20 2016,Puebla,3-2,?,Veracruz
Tue Sep 20 2016,Necaxa,1-1,?,Club America
Wed Sep 21 2016,Club Leon,0-0,?,Chiapas
Wed Sep 21 2016,U.N.A.M.- Pumas,2-0,?,Atlas
Wed Sep 21 2016,Monterrey,5-2,?,Santos Laguna
Wed Sep 21 2016,Club Tijuana,2-1,?,Queretaro
Fri Sep 23 2016,Veracruz,0-1,?,Guadalajara Chivas
Sat Sep 24 2016,Chiapas,2-2,?,Necaxa
Sat Sep 24 2016,Atlas,3-1,?,Monterrey
Sat Sep 24 2016,Monarcas,2-3,?,Puebla
Sat Sep 24 2016,U.A.N.L.- Tigres,0-0,?,Cruz Azul
Sat Sep 24 2016,Pachuca,2-0,?,Queretaro
Sat Sep 24 2016,Club America,2-1,?,U.N.A.M.- Pumas
Sun Sep 25 2016,Toluca,1-1,?,Club Leon
Sun Sep 25 2016,Santos Laguna,1-2,?,Club Tijuana
Fri Sep 30 2016,Club Tijuana,1-0,?,Atlas
Sat Oct 1 2016,Cruz Azul,5-3,?,Veracruz
Sat Oct 1 2016,Queretaro,1-1,?,Santos Laguna
Sat Oct 1 2016,Monterrey,1-1,?,Club America
Sat Oct 1 2016,Club Leon,3-2,?,U.A.N.L.- Tigres
Sat Oct 1 2016,Guadalajara Chivas,2-1,?,Monarcas
Sat Oct 1 2016,Necaxa,3-1,?,Toluca
Sun Oct 2 2016,U.N.A.M.- Pumas,1-0,?,Chiapas
Sun Oct 2 2016,Puebla,1-1,?,Pachuca
Fri Oct 14 2016,Veracruz,2-3,?,Club Leon
Sat Oct 15 2016,Chiapas,1-4,?,Monterrey
Sat Oct 15 2016,Atlas,2-1,?,Queretaro
Sat Oct 15 2016,Monarcas,1-1,?,Cruz Azul
Sat Oct 15 2016,U.A.N.L.- Tigres,0-2,?,Necaxa
Sat Oct 15 2016,Pachuca,3-0,?,Santos Laguna
Sat Oct 15 2016,Club America,1-0,?,Club Tijuana
Sun Oct 16 2016,Toluca,2-1,?,U.N.A.M.- Pumas
Sun Oct 16 2016,Puebla,0-2,?,Guadalajara Chivas
Fri Oct 21 2016,Club Tijuana,2-0,?,Chiapas
Sat Oct 22 2016,Cruz Azul,1-2,?,Puebla
Sat Oct 22 2016,Monterrey,1-1,?,Toluca
Sat Oct 22 2016,Queretaro,1-1,?,Club America
Sat Oct 22 2016,Club Leon,3-1,?,Monarcas
Sat Oct 22 2016,Necaxa,3-2,?,Veracruz
Sun Oct 23 2016,U.N.A.M.- Pumas,1-3,?,U.A.N.L.- Tigres
Sun Oct 23 2016,Santos Laguna,2-2,?,Atlas
Sun Oct 23 2016,Guadalajara Chivas,1-2,?,Pachuca
