Date,Team 1,FT,HT,Team 2
Sat Jul 23 2016,Lugano,1-2,?,Luzern
Sat Jul 23 2016,St. Gallen,0-2,?,Young Boys
Sun Jul 24 2016,Grasshoppers,2-0,?,Lausanne
Sun Jul 24 2016,Thun,1-1,?,Vaduz
Sun Jul 24 2016,Basel,3-0,?,Sion
Sat Jul 30 2016,Sion,2-1,?,St. Gallen
Sat Jul 30 2016,Young Boys,1-2,?,Lugano
Sun Jul 31 2016,Lausanne,4-4,?,Thun
Sun Jul 31 2016,Vaduz,1-5,?,Basel
Sun Jul 31 2016,Luzern,4-3,?,Grasshoppers
Sat Aug 6 2016,Young Boys,4-1,?,Thun
Sat Aug 6 2016,Sion,1-3,?,Lausanne
Sun Aug 7 2016,Lugano,0-2,?,Vaduz
Sun Aug 7 2016,Luzern,2-3,?,Basel
Sun Aug 7 2016,St. Gallen,2-1,?,Grasshoppers
Wed Aug 10 2016,Lugano,3-1,?,Sion
Wed Aug 10 2016,Vaduz,1-3,?,Luzern
Wed Aug 10 2016,Basel,3-0,?,Young Boys
Thu Aug 11 2016,Lausanne,1-0,?,St. Gallen
Thu Aug 11 2016,Thun,2-1,?,Grasshoppers
Sat Aug 20 2016,Young Boys,7-2,?,Lausanne
Sat Aug 20 2016,Basel,4-1,?,Lugano
Sun Aug 21 2016,Grasshoppers,2-1,?,Sion
Sun Aug 21 2016,Luzern,3-0,?,Thun
Sun Aug 21 2016,Vaduz,2-0,?,St. Gallen
Sat Aug 27 2016,Lugano,1-1,?,Lausanne
Sat Aug 27 2016,Sion,3-1,?,Vaduz
Sun Aug 28 2016,Grasshoppers,4-1,?,Young Boys
Sun Aug 28 2016,St. Gallen,3-0,?,Luzern
Sun Aug 28 2016,Thun,0-3,?,Basel
Sat Sep 10 2016,Basel,3-1,?,Grasshoppers
Sat Sep 10 2016,Young Boys,2-1,?,Luzern
Sun Sep 11 2016,Lausanne,5-0,?,Vaduz
Sun Sep 11 2016,Sion,1-0,?,Thun
Sun Sep 11 2016,St. Gallen,0-2,?,Lugano
Tue Sep 20 2016,Thun,1-2,?,St. Gallen
Wed Sep 21 2016,Luzern,2-2,?,Sion
Wed Sep 21 2016,Vaduz,0-0,?,Young Boys
Wed Sep 21 2016,Lausanne,1-2,?,Basel
Thu Sep 22 2016,Lugano,2-0,?,Grasshoppers
