Date,Team 1,FT,HT,Team 2
Sat Jul 30 2016,Zenit,0-0,?,Lokomotiv Moscow
Sat Jul 30 2016,FK Anzi Makhackala,0-0,?,CSKA Moscow
Sat Jul 30 2016,FK Rostov,1-0,?,Orenburg
Sun Jul 31 2016,Ural,2-0,?,Ufa
Sun Jul 31 2016,Spartak Moscow,4-0,?,Arsenal Tula
Sun Jul 31 2016,Akhmat Grozny,1-0,?,FK Krylya Sovetov Samara
Mon Aug 1 2016,Krasnodar,3-0,?,Tomsk
Mon Aug 1 2016,Rubin Kazan,0-0,?,Amkar
Sat Aug 6 2016,Ufa,0-0,?,Zenit
Sat Aug 6 2016,Arsenal Tula,1-0,?,Rubin Kazan
Sun Aug 7 2016,Orenburg,0-1,?,CSKA Moscow
Sun Aug 7 2016,Amkar,2-0,?,FK Anzi Makhackala
Sun Aug 7 2016,Lokomotiv Moscow,2-2,?,Tomsk
Sun Aug 7 2016,FK Rostov,0-0,?,Ural
Mon Aug 8 2016,Krasnodar,4-0,?,Akhmat Grozny
Mon Aug 8 2016,Spartak Moscow,1-0,?,FK Krylya Sovetov Samara
Fri Aug 12 2016,Zenit,3-2,?,FK Rostov
Sat Aug 13 2016,Ural,0-1,?,CSKA Moscow
Sat Aug 13 2016,FK Krylya Sovetov Samara,1-1,?,Krasnodar
Sat Aug 13 2016,Rubin Kazan,1-1,?,Spartak Moscow
Sun Aug 14 2016,Tomsk,1-0,?,Ufa
Sun Aug 14 2016,FK Anzi Makhackala,1-0,?,Arsenal Tula
Sun Aug 14 2016,Akhmat Grozny,1-1,?,Lokomotiv Moscow
Mon Aug 15 2016,Orenburg,0-0,?,Amkar
Fri Aug 19 2016,Rubin Kazan,1-2,?,FK Anzi Makhackala
Sat Aug 20 2016,Ufa,1-3,?,Akhmat Grozny
Sat Aug 20 2016,Zenit,1-1,?,CSKA Moscow
Sat Aug 20 2016,FK Rostov,3-0,?,Tomsk
Sun Aug 21 2016,Amkar,1-0,?,Ural
Sun Aug 21 2016,Spartak Moscow,2-0,?,Krasnodar
Sun Aug 21 2016,Lokomotiv Moscow,0-0,?,FK Krylya Sovetov Samara
Mon Aug 22 2016,Arsenal Tula,0-0,?,Orenburg
Fri Aug 26 2016,FK Krylya Sovetov Samara,0-1,?,Ufa
Sat Aug 27 2016,Orenburg,1-1,?,Rubin Kazan
Sat Aug 27 2016,Tomsk,0-1,?,CSKA Moscow
Sat Aug 27 2016,Zenit,3-0,?,Amkar
Sun Aug 28 2016,Ural,1-1,?,Arsenal Tula
Sun Aug 28 2016,Akhmat Grozny,2-1,?,FK Rostov
Sun Aug 28 2016,Krasnodar,1-2,?,Lokomotiv Moscow
Sun Aug 28 2016,FK Anzi Makhackala,0-2,?,Spartak Moscow
Fri Sep 9 2016,FK Rostov,2-1,?,FK Krylya Sovetov Samara
Sat Sep 10 2016,Amkar,1-0,?,Tomsk
Sat Sep 10 2016,Orenburg,0-0,?,FK Anzi Makhackala
