Date,Team 1,FT,HT,Team 2
Fri Jul 15 2016,Wisla Plock,2-1,?,Lechia Gdansk
Fri Jul 15 2016,Slask Wroclaw,0-0,?,Lech Poznan
Sat Jul 16 2016,Ruch,2-1,?,Leczna
Sat Jul 16 2016,Wisla,2-1,?,Pogon Szczecin
Sat Jul 16 2016,Legia,1-1,?,Jagiellonia
Sun Jul 17 2016,Zaglebie,4-0,?,Korona Kielce
Sun Jul 17 2016,Cracovia,5-1,?,Piast Gliwice
Mon Jul 18 2016,Termalica B-B.,2-0,?,Arka Gdynia
Fri Jul 22 2016,Pogon Szczecin,1-1,?,Korona Kielce
Fri Jul 22 2016,Arka Gdynia,3-0,?,Wisla
Sat Jul 23 2016,Jagiellonia,4-1,?,Ruch
Sat Jul 23 2016,Legia,0-0,?,Slask Wroclaw
Sun Jul 24 2016,Piast Gliwice,2-1,?,Wisla Plock
Sun Jul 24 2016,Termalica B-B.,3-2,?,Cracovia
Sun Jul 24 2016,Lech Poznan,0-2,?,Zaglebie
Mon Jul 25 2016,Leczna,1-2,?,Lechia Gdansk
Fri Jul 29 2016,Arka Gdynia,3-0,?,Ruch
Fri Jul 29 2016,Lech Poznan,0-2,?,Jagiellonia
Sat Jul 30 2016,Lechia Gdansk,3-1,?,Wisla
Sat Jul 30 2016,Wisla Plock,2-3,?,Legia
Sun Jul 31 2016,Leczna,0-0,?,Cracovia
Sun Jul 31 2016,Zaglebie,2-0,?,Termalica B-B.
Sun Jul 31 2016,Korona Kielce,1-1,?,Piast Gliwice
Mon Aug 1 2016,Pogon Szczecin,0-2,?,Slask Wroclaw
Fri Aug 5 2016,Jagiellonia,4-1,?,Arka Gdynia
Fri Aug 5 2016,Cracovia,2-1,?,Wisla
Sat Aug 6 2016,Termalica B-B.,2-1,?,Leczna
Sat Aug 6 2016,Slask Wroclaw,0-0,?,Lechia Gdansk
Sat Aug 6 2016,Korona Kielce,4-1,?,Lech Poznan
Sun Aug 7 2016,Zaglebie,1-1,?,Pogon Szczecin
Sun Aug 7 2016,Legia,0-0,?,Piast Gliwice
Mon Aug 8 2016,Ruch,2-2,?,Wisla Plock
Fri Aug 12 2016,Lechia Gdansk,3-2,?,Korona Kielce
Fri Aug 12 2016,Lech Poznan,2-1,?,Cracovia
Sat Aug 13 2016,Arka Gdynia,2-0,?,Slask Wroclaw
Sat Aug 13 2016,Leczna,1-0,?,Legia
Sat Aug 13 2016,Pogon Szczecin,5-0,?,Termalica B-B.
Sun Aug 14 2016,Piast Gliwice,0-0,?,Zaglebie
Sun Aug 14 2016,Wisla,1-2,?,Ruch
Mon Aug 15 2016,Wisla Plock,1-0,?,Jagiellonia
Fri Aug 19 2016,Slask Wroclaw,0-0,?,Wisla Plock
Fri Aug 19 2016,Termalica B-B.,0-0,?,Lech Poznan
Sat Aug 20 2016,Cracovia,1-1,?,Ruch
Sat Aug 20 2016,Piast Gliwice,0-2,?,Pogon Szczecin
Sat Aug 20 2016,Legia,1-3,?,Arka Gdynia
Sun Aug 21 2016,Zaglebie,0-0,?,Leczna
Sun Aug 21 2016,Jagiellonia,0-1,?,Lechia Gdansk
Mon Aug 22 2016,Korona Kielce,1-0,?,Wisla
Fri Aug 26 2016,Wisla Plock,1-2,?,Korona Kielce
Fri Aug 26 2016,Wisla,1-5,?,Slask Wroclaw
Sat Aug 27 2016,Pogon Szczecin,1-1,?,Cracovia
Sat Aug 27 2016,Leczna,0-2,?,Jagiellonia
Sat Aug 27 2016,Arka Gdynia,1-1,?,Zaglebie
Sun Aug 28 2016,Lech Poznan,2-0,?,Piast Gliwice
Sun Aug 28 2016,Lechia Gdansk,1-2,?,Termalica B-B.
Sun Aug 28 2016,Ruch,0-2,?,Legia
Fri Sep 9 2016,Cracovia,0-1,?,Lechia Gdansk
Fri Sep 9 2016,Zaglebie,1-2,?,Wisla Plock
Sat Sep 10 2016,Piast Gliwice,3-3,?,Leczna
Sat Sep 10 2016,Korona Kielce,1-0,?,Arka Gdynia
