Date,Team 1,FT,HT,Team 2
Sat Jul 23 2016,Rapid Vienna,5-0,?,Ried
Sat Jul 23 2016,Altach,1-0,?,Wolfsberger AC
Sat Jul 23 2016,Sturm Graz,3-1,?,Salzburg
Sun Jul 24 2016,St. Polten,1-2,?,Austria Vienna
Sun Jul 24 2016,Mattersburg,0-1,?,Admira
Sat Jul 30 2016,Salzburg,1-1,?,Wolfsberger AC
Sat Jul 30 2016,Ried,1-0,?,Sturm Graz
Sun Jul 31 2016,Altach,1-0,?,Rapid Vienna
Sun Jul 31 2016,Austria Vienna,3-1,?,Mattersburg
Sun Jul 31 2016,St. Polten,2-1,?,Admira
Sat Aug 6 2016,Mattersburg,0-2,?,Sturm Graz
Sat Aug 6 2016,Wolfsberger AC,1-0,?,Ried
Sat Aug 6 2016,Admira,1-2,?,Altach
Sat Aug 6 2016,Salzburg,2-0,?,St. Polten
Sun Aug 7 2016,Austria Vienna,1-4,?,Rapid Vienna
Sat Aug 13 2016,Ried,0-2,?,Salzburg
Sat Aug 13 2016,Altach,3-1,?,St. Polten
Sat Aug 13 2016,Mattersburg,3-1,?,Wolfsberger AC
Sat Aug 13 2016,Rapid Vienna,4-0,?,Admira
Sun Aug 14 2016,Sturm Graz,3-1,?,Austria Vienna
Sat Aug 20 2016,St. Polten,1-3,?,Sturm Graz
Sat Aug 20 2016,Admira,1-0,?,Ried
Sat Aug 20 2016,Salzburg,3-1,?,Mattersburg
Sun Aug 21 2016,Wolfsberger AC,1-1,?,Rapid Vienna
Sun Aug 21 2016,Austria Vienna,3-1,?,Altach
Sat Aug 27 2016,Sturm Graz,3-1,?,Altach
Sat Aug 27 2016,Wolfsberger AC,5-0,?,Admira
Sat Aug 27 2016,Mattersburg,1-1,?,St. Polten
Sun Aug 28 2016,Rapid Vienna,0-0,?,Salzburg
Sun Aug 28 2016,Ried,1-1,?,Austria Vienna
Sat Sep 10 2016,Sturm Graz,1-1,?,Rapid Vienna
Sat Sep 10 2016,Altach,2-1,?,Mattersburg
Sat Sep 10 2016,Austria Vienna,4-1,?,Wolfsberger AC
Sat Sep 10 2016,St. Polten,2-3,?,Ried
Sun Sep 11 2016,Admira,0-4,?,Salzburg
Sat Sep 17 2016,Ried,2-1,?,Altach
Sat Sep 17 2016,Wolfsberger AC,1-1,?,St. Polten
Sat Sep 17 2016,Admira,0-3,?,Sturm Graz
Sun Sep 18 2016,Salzburg,4-1,?,Austria Vienna
Sun Sep 18 2016,Rapid Vienna,3-0,?,Mattersburg
Sat Sep 24 2016,St. Polten,1-1,?,Rapid Vienna
Sat Sep 24 2016,Austria Vienna,1-2,?,Admira
Sat Sep 24 2016,Mattersburg,1-1,?,Ried
Sat Sep 24 2016,Sturm Graz,3-0,?,Wolfsberger AC
Sun Sep 25 2016,Altach,0-0,?,Salzburg
Sat Oct 1 2016,Wolfsberger AC,1-2,?,Altach
