Date,Team 1,FT,HT,Team 2
Fri Jul 26 2019,Rapid Vienna,0-2,?,Salzburg
Sat Jul 27 2019,Admira,0-3,?,Wolfsberger AC
Sat Jul 27 2019,Tirol,3-1,?,Austria Vienna
Sun Jul 28 2019,LASK,2-0,?,Altach
Sun Jul 28 2019,Mattersburg,2-1,?,Hartberg
Sun Jul 28 2019,Sturm Graz,3-0,?,St. Polten
Sat Aug 3 2019,Altach,3-2,?,Tirol
Sat Aug 3 2019,Austria Vienna,0-3,?,LASK
Sat Aug 3 2019,Hartberg,4-1,?,Admira
Sun Aug 4 2019,Wolfsberger AC,0-1,?,Sturm Graz
Sun Aug 4 2019,Salzburg,4-1,?,Mattersburg
Sun Aug 4 2019,St. Polten,2-2,?,Rapid Vienna
Sat Aug 10 2019,Admira,0-1,?,LASK
Sat Aug 10 2019,Rapid Vienna,2-1,?,Altach
Sat Aug 10 2019,Salzburg,5-2,?,Wolfsberger AC
Sun Aug 11 2019,Hartberg,1-0,?,Sturm Graz
Sun Aug 11 2019,Mattersburg,1-5,?,Austria Vienna
Sun Aug 11 2019,Tirol,1-1,?,St. Polten
Sat Aug 17 2019,Wolfsberger AC,5-0,?,Mattersburg
Sat Aug 17 2019,LASK,1-1,?,Tirol
Sat Aug 17 2019,St. Polten,0-6,?,Salzburg
Sun Aug 18 2019,Altach,3-3,?,Hartberg
Sun Aug 18 2019,Austria Vienna,1-1,?,Admira
Sun Aug 18 2019,Sturm Graz,0-1,?,Rapid Vienna
Sat Aug 24 2019,Wolfsberger AC,5-2,?,Altach
Sat Aug 24 2019,Mattersburg,0-1,?,St. Polten
Sat Aug 24 2019,Rapid Vienna,1-2,?,LASK
Sun Aug 25 2019,Hartberg,2-2,?,Austria Vienna
Sun Aug 25 2019,Salzburg,5-0,?,Admira
Sun Aug 25 2019,Sturm Graz,2-0,?,Tirol
Sat Aug 31 2019,Admira,1-3,?,Mattersburg
Sat Aug 31 2019,LASK,0-1,?,Wolfsberger AC
Sat Aug 31 2019,Tirol,1-5,?,Salzburg
Sun Sep 1 2019,Altach,1-2,?,Sturm Graz
Sun Sep 1 2019,Austria Vienna,1-3,?,Rapid Vienna
Sun Sep 1 2019,St. Polten,1-3,?,Hartberg
Sat Sep 14 2019,Mattersburg,0-2,?,Tirol
Sat Sep 14 2019,Salzburg,7-2,?,Hartberg
Sat Sep 14 2019,Sturm Graz,0-2,?,LASK
Sun Sep 15 2019,Altach,6-0,?,St. Polten
Sun Sep 15 2019,Rapid Vienna,5-0,?,Admira
Sun Sep 15 2019,Wolfsberger AC,3-0,?,Austria Vienna
Sat Sep 21 2019,Admira,1-1,?,St. Polten
Sat Sep 21 2019,Mattersburg,3-3,?,Sturm Graz
Sat Sep 21 2019,Tirol,0-2,?,Rapid Vienna
Sun Sep 22 2019,Austria Vienna,2-0,?,Altach
Sun Sep 22 2019,Hartberg,0-2,?,Wolfsberger AC
Sun Sep 22 2019,LASK,2-2,?,Salzburg
