Date,Team 1,FT,HT,Team 2
Fri Jul 19 2019,Arka Gdynia,0-3,?,Jagiellonia
Fri Jul 19 2019,LKS Lodz,0-0,?,Lechia Gdansk
Sat Jul 20 2019,Rakow,0-1,?,Korona Kielce
Sat Jul 20 2019,Wisla,0-1,?,Slask Wroclaw
Sat Jul 20 2019,Piast Gliwice,1-1,?,Lech Poznan
Sun Jul 21 2019,Zaglebie,1-1,?,Cracovia
Sun Jul 21 2019,Legia,1-2,?,Pogon Szczecin
Mon Jul 22 2019,Wisla Plock,1-1,?,Gornik Z.
Fri Jul 26 2019,Gornik Z.,1-0,?,Zaglebie
Fri Jul 26 2019,Lech Poznan,4-0,?,Wisla Plock
Sat Jul 27 2019,Cracovia,1-2,?,LKS Lodz
Sat Jul 27 2019,Jagiellonia,0-1,?,Rakow
Sun Jul 28 2019,Korona Kielce,1-2,?,Legia
Sun Jul 28 2019,Lechia Gdansk,0-0,?,Wisla
Sun Jul 28 2019,Slask Wroclaw,2-1,?,Piast Gliwice
Mon Jul 29 2019,Pogon Szczecin,2-0,?,Arka Gdynia
Fri Aug 2 2019,Arka Gdynia,1-1,?,Korona Kielce
Fri Aug 2 2019,Zaglebie,2-2,?,Jagiellonia
Sat Aug 3 2019,Rakow,1-3,?,Cracovia
Sat Aug 3 2019,LKS Lodz,1-2,?,Lech Poznan
Sun Aug 4 2019,Wisla Plock,1-2,?,Lechia Gdansk
Sun Aug 4 2019,Legia,0-0,?,Slask Wroclaw
Sun Aug 4 2019,Piast Gliwice,0-0,?,Pogon Szczecin
Mon Aug 5 2019,Wisla,1-0,?,Gornik Z.
Fri Aug 9 2019,Lech Poznan,1-3,?,Slask Wroclaw
Sat Aug 10 2019,Pogon Szczecin,1-0,?,Wisla
Sat Aug 10 2019,Zaglebie,2-0,?,Arka Gdynia
Sat Aug 10 2019,Gornik Z.,1-0,?,Rakow
Sun Aug 11 2019,LKS Lodz,0-1,?,Piast Gliwice
Sun Aug 11 2019,Cracovia,1-0,?,Korona Kielce
Mon Aug 12 2019,Lechia Gdansk,1-1,?,Jagiellonia
Fri Aug 16 2019,Wisla,4-0,?,LKS Lodz
Sat Aug 17 2019,Slask Wroclaw,2-1,?,Cracovia
Sat Aug 17 2019,Arka Gdynia,0-0,?,Lech Poznan
Sat Aug 17 2019,Jagiellonia,3-1,?,Gornik Z.
Sun Aug 18 2019,Piast Gliwice,1-0,?,Wisla Plock
Sun Aug 18 2019,Legia,1-0,?,Zaglebie
Sun Aug 18 2019,Rakow,2-1,?,Lechia Gdansk
Mon Aug 19 2019,Korona Kielce,0-1,?,Pogon Szczecin
Fri Aug 23 2019,Jagiellonia,3-2,?,Wisla
Sat Aug 24 2019,Cracovia,3-1,?,Arka Gdynia
Sat Aug 24 2019,Lechia Gdansk,1-1,?,Slask Wroclaw
Sat Aug 24 2019,Rakow,2-3,?,Lech Poznan
Sun Aug 25 2019,Gornik Z.,3-0,?,Korona Kielce
Sun Aug 25 2019,LKS Lodz,2-3,?,Legia
Sun Aug 25 2019,Zaglebie,0-3,?,Piast Gliwice
Mon Aug 26 2019,Pogon Szczecin,1-2,?,Wisla Plock
Fri Aug 30 2019,Arka Gdynia,1-0,?,Gornik Z.
Fri Aug 30 2019,Korona Kielce,0-2,?,Jagiellonia
Sat Aug 31 2019,Wisla Plock,2-1,?,LKS Lodz
Sat Aug 31 2019,Piast Gliwice,1-2,?,Lechia Gdansk
Sat Aug 31 2019,Wisla,4-2,?,Zaglebie
Sun Sep 1 2019,Slask Wroclaw,1-1,?,Pogon Szczecin
Sun Sep 1 2019,Lech Poznan,1-2,?,Cracovia
Sun Sep 1 2019,Legia,3-1,?,Rakow
Fri Sep 13 2019,Zaglebie,5-0,?,Wisla Plock
Fri Sep 13 2019,Jagiellonia,0-0,?,Legia
Sat Sep 14 2019,Rakow,2-0,?,Arka Gdynia
Sat Sep 14 2019,Lechia Gdansk,2-1,?,Lech Poznan
Sat Sep 14 2019,Korona Kielce,1-1,?,Wisla
Sun Sep 15 2019,Pogon Szczecin,1-0,?,LKS Lodz
Sun Sep 15 2019,Gornik Z.,0-0,?,Slask Wroclaw
Mon Sep 16 2019,Cracovia,2-0,?,Piast Gliwice
Wed Sep 18 2019,Wisla Plock,1-0,?,Legia
Fri Sep 20 2019,Piast Gliwice,2-1,?,Rakow
Fri Sep 20 2019,Lech Poznan,1-1,?,Jagiellonia
Sat Sep 21 2019,LKS Lodz,1-4,?,Arka Gdynia
Sat Sep 21 2019,Lechia Gdansk,2-0,?,Korona Kielce
Sat Sep 21 2019,Slask Wroclaw,4-4,?,Zaglebie
Sun Sep 22 2019,Wisla Plock,2-1,?,Wisla
Sun Sep 22 2019,Pogon Szczecin,1-1,?,Gornik Z.
Sun Sep 22 2019,Cracovia,1-2,?,Legia
Fri Sep 27 2019,Korona Kielce,1-0,?,Slask Wroclaw
Sat Sep 28 2019,Rakow,1-2,?,Wisla Plock
Sat Sep 28 2019,Legia,1-2,?,Lechia Gdansk
Sat Sep 28 2019,Gornik Z.,1-3,?,Lech Poznan
Sun Sep 29 2019,Arka Gdynia,0-0,?,Piast Gliwice
Sun Sep 29 2019,Jagiellonia,2-3,?,Pogon Szczecin
Sun Sep 29 2019,Wisla,0-1,?,Cracovia
Mon Sep 30 2019,Zaglebie,3-1,?,LKS Lodz
Fri Oct 4 2019,Wisla Plock,4-1,?,Arka Gdynia
Fri Oct 4 2019,Slask Wroclaw,1-1,?,Jagiellonia
Sat Oct 5 2019,Pogon Szczecin,1-2,?,Rakow
Sat Oct 5 2019,Lech Poznan,4-0,?,Wisla
Sat Oct 5 2019,Lechia Gdansk,1-2,?,Zaglebie
Sun Oct 6 2019,LKS Lodz,4-1,?,Korona Kielce
Sun Oct 6 2019,Cracovia,1-1,?,Gornik Z.
Sun Oct 6 2019,Piast Gliwice,2-0,?,Legia
