Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 16 Aug 2019 (W33),Giresunspor (1),0-2,0-1,E.G. Menemenspor (1)
?,(Sat) 17 Aug 2019 (W33),Fatih Karagümrük A.Ş. (1),3-1,1-0,Bursaspor (1)
?,(Sat) 17 Aug 2019 (W33),Adana Demirspor (1),2-0,0-0,Balıkesirspor (1)
?,(Sat) 17 Aug 2019 (W33),Osmanlıspor FK (1),2-1,0-0,Boluspor (1)
?,(Sun) 18 Aug 2019 (W33),Hatayspor (1),1-0,0-0,Altınordu (1)
?,(Sun) 18 Aug 2019 (W33),B.B. Erzurumspor (1),2-2,0-2,İstanbulspor A.Ş. (1)
?,(Sun) 18 Aug 2019 (W33),Altay (1),1-3,0-1,Ümraniyespor (1)
?,(Sun) 18 Aug 2019 (W33),Akhisarspor (1),1-0,0-0,Adanaspor A.Ş. (1)
?,(Sun) 19 Aug 2019 (W34),Eskişehirspor (1),1-0,0-0,Keçiörengücü (1)
?,(Fri) 23 Aug 2019 (W34),Boluspor (2),0-0,0-0,Adana Demirspor (2)
?,(Sat) 24 Aug 2019 (W34),Keçiörengücü (2),1-0,0-0,Osmanlıspor FK (2)
?,(Sat) 24 Aug 2019 (W34),Balıkesirspor (2),2-1,1-0,B.B. Erzurumspor (2)
?,(Sat) 24 Aug 2019 (W34),Altınordu (2),1-2,0-1,Fatih Karagümrük A.Ş. (2)
?,(Sun) 25 Aug 2019 (W34),Ümraniyespor (2),4-1,2-0,Giresunspor (2)
?,(Sun) 25 Aug 2019 (W34),E.G. Menemenspor (2),0-4,0-1,Hatayspor (2)
?,(Sun) 25 Aug 2019 (W34),Bursaspor (2),2-1,1-0,Akhisarspor (2)
?,(Sun) 25 Aug 2019 (W34),Adanaspor A.Ş. (2),3-2,1-1,Eskişehirspor (2)
?,(Mon) 26 Aug 2019 (W35),İstanbulspor A.Ş. (2),2-2,1-2,Altay (2)
?,(Fri) 30 Aug 2019 (W35),Osmanlıspor FK (3),2-2,1-0,Adanaspor A.Ş. (3)
?,(Sat) 31 Aug 2019 (W35),Ümraniyespor (3),2-1,0-1,İstanbulspor A.Ş. (3)
?,(Sat) 31 Aug 2019 (W35),B.B. Erzurumspor (3),1-0,0-0,Boluspor (3)
?,(Sat) 31 Aug 2019 (W35),Altay (3),1-0,0-0,Balıkesirspor (3)
?,(Sat) 31 Aug 2019 (W35),Akhisarspor (3),0-0,0-0,Altınordu (3)
?,(Sun) 1 Sep 2019 (W35),Giresunspor (3),2-2,1-0,Hatayspor (3)
?,(Sun) 1 Sep 2019 (W35),Fatih Karagümrük A.Ş. (3),1-1,0-0,E.G. Menemenspor (3)
?,(Sun) 1 Sep 2019 (W35),Eskişehirspor (3),0-2,0-0,Bursaspor (3)
?,(Sun) 1 Sep 2019 (W35),Adana Demirspor (3),0-0,0-0,Keçiörengücü (3)
?,(Fri) 13 Sep 2019 (W37),Balıkesirspor (4),2-0,2-0,Ümraniyespor (4)
?,(Sat) 14 Sep 2019 (W37),Keçiörengücü (4),1-0,0-0,B.B. Erzurumspor (4)
?,(Sat) 14 Sep 2019 (W37),Boluspor (4),0-2,0-1,Altay (4)
?,(Sat) 14 Sep 2019 (W37),Altınordu (4),4-1,1-0,Eskişehirspor (4)
?,(Sun) 15 Sep 2019 (W37),Bursaspor (4),3-1,2-0,Osmanlıspor FK (4)
?,(Sun) 15 Sep 2019 (W37),İstanbulspor A.Ş. (4),2-1,0-0,Giresunspor (4)
?,(Sun) 15 Sep 2019 (W37),Adanaspor A.Ş. (4),0-0,0-0,Adana Demirspor (4)
?,(Sun) 15 Sep 2019 (W37),E.G. Menemenspor (4),0-1,0-0,Akhisarspor (4)
?,(Mon) 16 Sep 2019 (W38),Hatayspor (4),0-0,0-0,Fatih Karagümrük A.Ş. (4)
?,(Fri) 20 Sep 2019 (W38),İstanbulspor A.Ş. (5),2-2,0-2,Balıkesirspor (5)
?,(Fri) 20 Sep 2019 (W38),B.B. Erzurumspor (5),2-1,1-1,Adanaspor A.Ş. (5)
?,(Sat) 21 Sep 2019 (W38),Ümraniyespor (5),1-1,0-1,Boluspor (5)
?,(Sat) 21 Sep 2019 (W38),Altay (5),0-0,0-0,Keçiörengücü (5)
?,(Sat) 21 Sep 2019 (W38),Osmanlıspor FK (5),2-1,1-0,Altınordu (5)
?,(Sat) 21 Sep 2019 (W38),Adana Demirspor (5),4-1,3-0,Bursaspor (5)
?,(Sun) 22 Sep 2019 (W38),Giresunspor (5),1-1,0-0,Fatih Karagümrük A.Ş. (5)
?,(Sun) 22 Sep 2019 (W38),Eskişehirspor (5),3-0,0-0,E.G. Menemenspor (5)
?,(Sun) 22 Sep 2019 (W38),Akhisarspor (5),3-1,2-1,Hatayspor (5)
?,(Sat) 28 Sep 2019 (W39),Keçiörengücü (6),1-1,1-0,Ümraniyespor (6)
?,(Sat) 28 Sep 2019 (W39),Boluspor (6),1-2,0-1,İstanbulspor A.Ş. (6)
?,(Sat) 28 Sep 2019 (W39),Bursaspor (6),1-0,1-0,B.B. Erzurumspor (6)
?,(Sat) 28 Sep 2019 (W39),Adanaspor A.Ş. (6),3-3,2-2,Altay (6)
?,(Sun) 29 Sep 2019 (W39),Fatih Karagümrük A.Ş. (6),2-3,1-3,Akhisarspor (6)
?,(Sun) 29 Sep 2019 (W39),Hatayspor (6),1-0,0-0,Eskişehirspor (6)
?,(Sun) 29 Sep 2019 (W39),Balıkesirspor (6),2-0,2-0,Giresunspor (6)
?,(Sun) 29 Sep 2019 (W39),E.G. Menemenspor (6),1-2,0-1,Osmanlıspor FK (6)
?,(Mon) 30 Sep 2019 (W40),Altınordu (6),2-2,0-1,Adana Demirspor (6)
?,(Fri) 4 Oct 2019 (W40),Altay (7),2-1,2-1,Bursaspor (7)
?,(Sat) 5 Oct 2019 (W40),Giresunspor (7),1-0,1-0,Akhisarspor (7)
?,(Sat) 5 Oct 2019 (W40),Eskişehirspor (7),1-3,0-2,Fatih Karagümrük A.Ş. (7)
?,(Sat) 5 Oct 2019 (W40),İstanbulspor A.Ş. (7),1-1,0-0,Keçiörengücü (7)
?,(Sat) 5 Oct 2019 (W40),Balıkesirspor (7),3-2,1-1,Boluspor (7)
?,(Sun) 6 Oct 2019 (W40),Ümraniyespor (7),2-1,1-0,Adanaspor A.Ş. (7)
?,(Sun) 6 Oct 2019 (W40),Osmanlıspor FK (7),0-1,0-1,Hatayspor (7)
?,(Sun) 6 Oct 2019 (W40),B.B. Erzurumspor (7),1-0,1-0,Altınordu (7)
?,(Sun) 6 Oct 2019 (W40),Adana Demirspor (7),0-1,0-1,E.G. Menemenspor (7)
?,(Fri) 18 Oct 2019 (W42),Akhisarspor (8),2-1,1-0,Eskişehirspor (8)
?,(Sat) 19 Oct 2019 (W42),Hatayspor (8),2-1,0-1,Adana Demirspor (8)
?,(Sat) 19 Oct 2019 (W42),Bursaspor (8),2-1,0-1,Ümraniyespor (8)
?,(Sat) 19 Oct 2019 (W42),E.G. Menemenspor (8),0-0,0-0,B.B. Erzurumspor (8)
?,(Sun) 20 Oct 2019 (W42),Keçiörengücü (8),1-0,1-0,Balıkesirspor (8)
?,(Sun) 20 Oct 2019 (W42),Boluspor (8),2-0,0-0,Giresunspor (8)
?,(Sun) 20 Oct 2019 (W42),Adanaspor A.Ş. (8),2-2,0-1,İstanbulspor A.Ş. (8)
?,(Sun) 20 Oct 2019 (W42),Altınordu (8),0-3,0-0,Altay (8)
?,(Mon) 21 Oct 2019 (W43),Fatih Karagümrük A.Ş. (8),2-0,1-0,Osmanlıspor FK (8)
