Date,Team 1,FT,HT,Team 2
Fri Jul 26 2019,Racing Club,0-0,?,Union de Santa Fe
Sat Jul 27 2019,Colon Santa FE,0-1,?,Patronato
Sat Jul 27 2019,San Lorenzo,3-2,?,Godoy Cruz
Sat Jul 27 2019,Lanus,1-1,?,Gimnasia L.P.
Sat Jul 27 2019,Argentinos Jrs,1-1,?,River Plate
Sun Jul 28 2019,Estudiantes L.P.,1-0,?,Aldosivi
Sun Jul 28 2019,Newells Old Boys,2-0,?,Central Cordoba
Sun Jul 28 2019,Talleres Cordoba,1-0,?,Velez Sarsfield
Sun Jul 28 2019,Defensa y Justicia,0-1,?,Independiente
Sun Jul 28 2019,Boca Juniors,0-0,?,Huracan
Mon Jul 29 2019,Arsenal Sarandi,1-0,?,Banfield
Mon Jul 29 2019,Atl. Tucuman,1-2,?,Rosario Central
Fri Aug 2 2019,Huracan,2-0,?,Colon Santa FE
Sat Aug 3 2019,Aldosivi,0-0,?,Argentinos Jrs
Sat Aug 3 2019,Rosario Central,1-0,?,Talleres Cordoba
Sat Aug 3 2019,Central Cordoba,1-0,?,Atl. Tucuman
Sat Aug 3 2019,Velez Sarsfield,2-2,?,Racing Club
Sun Aug 4 2019,Union de Santa Fe,2-1,?,Defensa y Justicia
Sun Aug 4 2019,Gimnasia L.P.,0-1,?,San Lorenzo
Sun Aug 4 2019,Banfield,1-0,?,Estudiantes L.P.
Sun Aug 4 2019,River Plate,3-0,?,Lanus
Sun Aug 4 2019,Patronato,0-2,?,Boca Juniors
Mon Aug 5 2019,Godoy Cruz,0-2,?,Arsenal Sarandi
Fri Aug 16 2019,Argentinos Jrs,3-2,?,Banfield
Fri Aug 16 2019,Talleres Cordoba,1-1,?,Central Cordoba
Sat Aug 17 2019,Newells Old Boys,2-0,?,Union de Santa Fe
Sat Aug 17 2019,San Lorenzo,2-2,?,Rosario Central
Sat Aug 17 2019,Racing Club,1-6,?,River Plate
Sun Aug 18 2019,Patronato,2-1,?,Huracan
Sun Aug 18 2019,Defensa y Justicia,0-3,?,Arsenal Sarandi
Sun Aug 18 2019,Lanus,3-1,?,Velez Sarsfield
Sun Aug 18 2019,Boca Juniors,2-0,?,Aldosivi
Mon Aug 19 2019,Atl. Tucuman,1-0,?,Godoy Cruz
Mon Aug 19 2019,Colon Santa FE,2-1,?,Gimnasia L.P.
Mon Aug 19 2019,Estudiantes L.P.,3-0,?,Independiente
Fri Aug 23 2019,Arsenal Sarandi,0-2,?,San Lorenzo
Sat Aug 24 2019,Gimnasia L.P.,0-1,?,Defensa y Justicia
Sat Aug 24 2019,Velez Sarsfield,3-1,?,Newells Old Boys
Sat Aug 24 2019,Rosario Central,1-1,?,Patronato
Sat Aug 24 2019,Independiente,2-0,?,Colon Santa FE
Sun Aug 25 2019,Godoy Cruz,2-1,?,Estudiantes L.P.
Sun Aug 25 2019,Union de Santa Fe,1-2,?,Lanus
Sun Aug 25 2019,Central Cordoba,0-0,?,Racing Club
Sun Aug 25 2019,River Plate,0-1,?,Talleres Cordoba
Sun Aug 25 2019,Banfield,0-1,?,Boca Juniors
Mon Aug 26 2019,Aldosivi,3-0,?,Atl. Tucuman
Mon Aug 26 2019,Huracan,0-0,?,Argentinos Jrs
Fri Aug 30 2019,Lanus,1-0,?,Central Cordoba
Fri Aug 30 2019,Defensa y Justicia,0-0,?,Banfield
Fri Aug 30 2019,Estudiantes L.P.,0-1,?,Velez Sarsfield
Sat Aug 31 2019,Argentinos Jrs,1-0,?,Gimnasia L.P.
Sat Aug 31 2019,San Lorenzo,2-1,?,Union de Santa Fe
Sat Aug 31 2019,Patronato,1-0,?,Independiente
Sat Aug 31 2019,Racing Club,3-1,?,Godoy Cruz
Sun Sep 1 2019,Atl. Tucuman,1-0,?,Arsenal Sarandi
Sun Sep 1 2019,Colon Santa FE,1-1,?,Rosario Central
Sun Sep 1 2019,Newells Old Boys,4-1,?,Huracan
Sun Sep 1 2019,Talleres Cordoba,2-1,?,Aldosivi
Sun Sep 1 2019,River Plate,0-0,?,Boca Juniors
Sat Sep 14 2019,Arsenal Sarandi,4-1,?,Union de Santa Fe
Sat Sep 14 2019,Central Cordoba,1-2,?,Defensa y Justicia
Sat Sep 14 2019,Godoy Cruz,0-1,?,Argentinos Jrs
Sat Sep 14 2019,Colon Santa FE,2-1,?,San Lorenzo
Sat Sep 14 2019,Huracan,0-4,?,River Plate
Sun Sep 15 2019,Gimnasia L.P.,1-2,?,Racing Club
Sun Sep 15 2019,Banfield,0-1,?,Talleres Cordoba
Sun Sep 15 2019,Rosario Central,1-1,?,Newells Old Boys
Sun Sep 15 2019,Independiente,2-2,?,Lanus
Sun Sep 15 2019,Boca Juniors,1-0,?,Estudiantes L.P.
Mon Sep 16 2019,Aldosivi,1-1,?,Patronato
Mon Sep 16 2019,Velez Sarsfield,1-0,?,Atl. Tucuman
Fri Sep 20 2019,Union de Santa Fe,0-0,?,Rosario Central
Fri Sep 20 2019,Argentinos Jrs,3-1,?,Central Cordoba
Sat Sep 21 2019,Estudiantes L.P.,1-0,?,Patronato
Sat Sep 21 2019,Defensa y Justicia,0-1,?,Huracan
Sat Sep 21 2019,San Lorenzo,0-2,?,Boca Juniors
Sat Sep 21 2019,Atl. Tucuman,0-1,?,Independiente
Sun Sep 22 2019,Newells Old Boys,2-0,?,Aldosivi
Sun Sep 22 2019,Godoy Cruz,0-2,?,Banfield
Sun Sep 22 2019,Lanus,3-2,?,Colon Santa FE
Sun Sep 22 2019,Racing Club,2-1,?,Arsenal Sarandi
Sun Sep 22 2019,River Plate,1-2,?,Velez Sarsfield
Mon Sep 23 2019,Talleres Cordoba,2-1,?,Gimnasia L.P.
Fri Sep 27 2019,Aldosivi,1-2,?,Union de Santa Fe
Fri Sep 27 2019,Patronato,1-1,?,Lanus
Sat Sep 28 2019,Arsenal Sarandi,3-0,?,Estudiantes L.P.
Sat Sep 28 2019,Gimnasia L.P.,0-2,?,River Plate
Sat Sep 28 2019,Boca Juniors,1-1,?,Newells Old Boys
Sun Sep 29 2019,Banfield,0-1,?,San Lorenzo
Sun Sep 29 2019,Huracan,0-0,?,Atl. Tucuman
Sun Sep 29 2019,Velez Sarsfield,0-1,?,Defensa y Justicia
Sun Sep 29 2019,Rosario Central,1-1,?,Racing Club
Sun Sep 29 2019,Independiente,3-2,?,Talleres Cordoba
Mon Sep 30 2019,Central Cordoba,1-0,?,Godoy Cruz
Mon Sep 30 2019,Colon Santa FE,1-0,?,Argentinos Jrs
Fri Oct 4 2019,Newells Old Boys,0-0,?,Banfield
Fri Oct 4 2019,Atl. Tucuman,2-1,?,Talleres Cordoba
Sat Oct 5 2019,Argentinos Jrs,2-1,?,Arsenal Sarandi
Sat Oct 5 2019,Godoy Cruz,2-4,?,Gimnasia L.P.
Sat Oct 5 2019,San Lorenzo,1-4,?,Central Cordoba
Sat Oct 5 2019,Estudiantes L.P.,0-0,?,Huracan
Sat Oct 5 2019,Racing Club,2-0,?,Aldosivi
Sun Oct 6 2019,Velez Sarsfield,2-0,?,Independiente
Sun Oct 6 2019,Lanus,1-1,?,Rosario Central
Sun Oct 6 2019,Union de Santa Fe,1-0,?,Colon Santa FE
Sun Oct 6 2019,River Plate,2-0,?,Patronato
Sun Oct 6 2019,Defensa y Justicia,0-1,?,Boca Juniors
Fri Oct 18 2019,Arsenal Sarandi,3-3,?,River Plate
Fri Oct 18 2019,Boca Juniors,0-1,?,Racing Club
Sat Oct 19 2019,Banfield,1-2,?,Atl. Tucuman
Sat Oct 19 2019,Independiente,0-1,?,Argentinos Jrs
Sat Oct 19 2019,Patronato,1-3,?,Newells Old Boys
Sat Oct 19 2019,Talleres Cordoba,2-4,?,Lanus
Sun Oct 20 2019,Aldosivi,1-0,?,Defensa y Justicia
Sun Oct 20 2019,Gimnasia L.P.,0-1,?,Union de Santa Fe
Sun Oct 20 2019,Huracan,2-0,?,San Lorenzo
Sun Oct 20 2019,Rosario Central,0-1,?,Velez Sarsfield
Mon Oct 21 2019,Central Cordoba,0-1,?,Estudiantes L.P.
Mon Oct 21 2019,Colon Santa FE,2-1,?,Godoy Cruz
Tue Oct 29 2019,Godoy Cruz,3-2,?,Aldosivi
Tue Oct 29 2019,Estudiantes L.P.,3-0,?,Rosario Central
Tue Oct 29 2019,Atl. Tucuman,2-0,?,Patronato
Tue Oct 29 2019,Newells Old Boys,0-4,?,Gimnasia L.P.
Tue Oct 29 2019,River Plate,2-1,?,Colon Santa FE
Wed Oct 30 2019,Argentinos Jrs,1-0,?,Talleres Cordoba
Wed Oct 30 2019,San Lorenzo,1-3,?,Defensa y Justicia
Wed Oct 30 2019,Union de Santa Fe,2-2,?,Independiente
Wed Oct 30 2019,Racing Club,0-0,?,Banfield
Thu Oct 31 2019,Arsenal Sarandi,2-2,?,Central Cordoba
Thu Oct 31 2019,Velez Sarsfield,0-0,?,Huracan
Thu Oct 31 2019,Lanus,2-1,?,Boca Juniors
Sat Nov 2 2019,Colon Santa FE,0-2,?,Atl. Tucuman
Sat Nov 2 2019,Gimnasia L.P.,0-1,?,Estudiantes L.P.
Sat Nov 2 2019,Rosario Central,5-2,?,Godoy Cruz
Sat Nov 2 2019,Aldosivi,1-2,?,River Plate
Sun Nov 3 2019,Boca Juniors,5-1,?,Arsenal Sarandi
Sun Nov 3 2019,Banfield,3-3,?,Union de Santa Fe
Sun Nov 3 2019,Talleres Cordoba,1-0,?,Newells Old Boys
Sun Nov 3 2019,Patronato,1-1,?,Racing Club
Sun Nov 3 2019,Independiente,2-1,?,San Lorenzo
Mon Nov 4 2019,Defensa y Justicia,0-0,?,Argentinos Jrs
Mon Nov 4 2019,Central Cordoba,0-0,?,Velez Sarsfield
Mon Nov 4 2019,Huracan,0-1,?,Lanus
Fri Nov 8 2019,Estudiantes L.P.,1-0,?,Talleres Cordoba
Fri Nov 8 2019,Union de Santa Fe,0-1,?,Atl. Tucuman
Sat Nov 9 2019,Lanus,0-1,?,Banfield
Sat Nov 9 2019,San Lorenzo,3-0,?,Argentinos Jrs
Sat Nov 9 2019,Godoy Cruz,1-2,?,Independiente
Sat Nov 9 2019,Central Cordoba,3-2,?,Patronato
Sun Nov 10 2019,River Plate,0-1,?,Rosario Central
Sun Nov 10 2019,Aldosivi,0-3,?,Gimnasia L.P.
Sun Nov 10 2019,Newells Old Boys,2-0,?,Defensa y Justicia
Sun Nov 10 2019,Racing Club,1-0,?,Huracan
Sun Nov 10 2019,Velez Sarsfield,0-0,?,Boca Juniors
Sat Nov 23 2019,Defensa y Justicia,2-0,?,Lanus
Sat Nov 23 2019,Huracan,1-1,?,Central Cordoba
Sat Nov 23 2019,Atl. Tucuman,2-2,?,San Lorenzo
Sun Nov 24 2019,Boca Juniors,2-0,?,Union de Santa Fe
Sun Nov 24 2019,Banfield,1-0,?,Velez Sarsfield
Sun Nov 24 2019,Gimnasia L.P.,0-1,?,Arsenal Sarandi
Sun Nov 24 2019,Talleres Cordoba,3-3,?,Racing Club
Mon Nov 25 2019,Colon Santa FE,3-2,?,Estudiantes L.P.
Mon Nov 25 2019,Patronato,0-2,?,Godoy Cruz
Mon Nov 25 2019,Argentinos Jrs,1-0,?,Newells Old Boys
Mon Nov 25 2019,Rosario Central,5-1,?,Aldosivi
Fri Nov 29 2019,Banfield,1-1,?,Gimnasia L.P.
Fri Nov 29 2019,Racing Club,1-1,?,Defensa y Justicia
Sat Nov 30 2019,Estudiantes L.P.,1-1,?,Atl. Tucuman
