Date,Team 1,FT,HT,Team 2
Fri Jul 19 2019,Puebla,1-3,?,Club Tijuana
Fri Jul 19 2019,Atlas,1-0,?,Juarez
Sat Jul 20 2019,Atl. San Luis,0-2,?,U.N.A.M.- Pumas
Sat Jul 20 2019,Pachuca,1-3,?,Club Leon
Sat Jul 20 2019,Club America,4-2,?,Monterrey
Sat Jul 20 2019,Necaxa,0-0,?,Cruz Azul
Sat Jul 20 2019,U.A.N.L.- Tigres,4-2,?,Monarcas
Sun Jul 21 2019,Toluca,0-2,?,Queretaro
Sun Jul 21 2019,Santos Laguna,3-0,?,Guadalajara Chivas
Fri Jul 26 2019,Monarcas,0-1,?,Atlas
Fri Jul 26 2019,Veracruz,3-3,?,Pachuca
Sat Jul 27 2019,Club Leon,0-0,?,Club America
Sat Jul 27 2019,Cruz Azul,1-1,?,Toluca
Sat Jul 27 2019,Club Tijuana,1-1,?,Queretaro
Sun Jul 28 2019,U.N.A.M.- Pumas,2-0,?,Necaxa
Sun Jul 28 2019,Atl. San Luis,1-0,?,Monterrey
Sun Jul 28 2019,Santos Laguna,3-0,?,Juarez
Sun Jul 28 2019,Guadalajara Chivas,2-0,?,U.A.N.L.- Tigres
Fri Aug 2 2019,Puebla,1-1,?,Guadalajara Chivas
Fri Aug 2 2019,Atlas,1-2,?,Santos Laguna
Sat Aug 3 2019,Queretaro,3-0,?,Cruz Azul
Sat Aug 3 2019,Club America,3-1,?,Club Tijuana
Sat Aug 3 2019,Pachuca,1-2,?,Monarcas
Sat Aug 3 2019,Necaxa,7-0,?,Veracruz
Sat Aug 3 2019,Monterrey,3-2,?,Club Leon
Sun Aug 4 2019,U.N.A.M.- Pumas,0-1,?,U.A.N.L.- Tigres
Sun Aug 4 2019,Juarez,2-0,?,Toluca
Fri Aug 9 2019,Monarcas,0-1,?,Monterrey
Fri Aug 9 2019,Veracruz,1-2,?,Atlas
Fri Aug 9 2019,Club Tijuana,1-0,?,U.N.A.M.- Pumas
Sat Aug 10 2019,Cruz Azul,2-0,?,Juarez
Sat Aug 10 2019,Queretaro,2-1,?,Pachuca
Sat Aug 10 2019,U.A.N.L.- Tigres,3-1,?,Necaxa
Sat Aug 10 2019,Guadalajara Chivas,3-0,?,Atl. San Luis
Sun Aug 11 2019,Toluca,0-1,?,Club America
Sun Aug 11 2019,Santos Laguna,4-1,?,Puebla
Fri Aug 16 2019,Puebla,0-4,?,Pachuca
Fri Aug 16 2019,Atlas,1-3,?,Cruz Azul
Sat Aug 17 2019,Atl. San Luis,1-1,?,U.A.N.L.- Tigres
Sat Aug 17 2019,Club Leon,4-3,?,Guadalajara Chivas
Sat Aug 17 2019,Club America,1-0,?,Monarcas
Sat Aug 17 2019,Monterrey,2-0,?,Toluca
Sun Aug 18 2019,U.N.A.M.- Pumas,2-0,?,Veracruz
Sun Aug 18 2019,Necaxa,3-0,?,Santos Laguna
Sun Aug 18 2019,Juarez,0-2,?,Queretaro
Fri Aug 23 2019,Veracruz,1-2,?,Atl. San Luis
Fri Aug 23 2019,Monarcas,2-0,?,U.N.A.M.- Pumas
Fri Aug 23 2019,Santos Laguna,2-1,?,Monterrey
Sat Aug 24 2019,Queretaro,0-4,?,Club Leon
Sat Aug 24 2019,Cruz Azul,1-1,?,Puebla
Sat Aug 24 2019,Pachuca,3-1,?,Atlas
Sat Aug 24 2019,U.A.N.L.- Tigres,1-1,?,Club America
Sun Aug 25 2019,Toluca,2-0,?,Club Tijuana
Sun Aug 25 2019,Guadalajara Chivas,1-2,?,Necaxa
Tue Aug 27 2019,Atl. San Luis,1-1,?,Monarcas
Tue Aug 27 2019,Atlas,1-1,?,U.A.N.L.- Tigres
Tue Aug 27 2019,Veracruz,0-5,?,Queretaro
Tue Aug 27 2019,Club America,1-1,?,Pachuca
Wed Aug 28 2019,Club Leon,2-2,?,Santos Laguna
Wed Aug 28 2019,Necaxa,1-1,?,Toluca
Wed Aug 28 2019,Club Tijuana,3-2,?,Cruz Azul
Thu Aug 29 2019,Puebla,2-1,?,Juarez
Thu Aug 29 2019,Monterrey,2-0,?,U.N.A.M.- Pumas
Fri Aug 30 2019,Monarcas,1-0,?,Veracruz
Fri Aug 30 2019,Atlas,3-0,?,Club America
Sat Aug 31 2019,Necaxa,3-2,?,Club Tijuana
Sat Aug 31 2019,Pachuca,0-2,?,Atl. San Luis
Sat Aug 31 2019,U.A.N.L.- Tigres,1-1,?,Club Leon
Sat Aug 31 2019,Cruz Azul,1-1,?,Guadalajara Chivas
Sun Sep 1 2019,U.N.A.M.- Pumas,2-1,?,Toluca
Sun Sep 1 2019,Queretaro,1-1,?,Puebla
Sun Sep 1 2019,Juarez,1-0,?,Monterrey
Fri Sep 13 2019,Puebla,1-3,?,Atl. San Luis
Fri Sep 13 2019,Veracruz,0-0,?,Cruz Azul
Fri Sep 13 2019,Club Tijuana,1-1,?,U.A.N.L.- Tigres
Sat Sep 14 2019,Monterrey,0-2,?,Necaxa
Sat Sep 14 2019,Club Leon,3-1,?,Juarez
Sat Sep 14 2019,Guadalajara Chivas,1-0,?,Atlas
Sat Sep 14 2019,Club America,1-1,?,U.N.A.M.- Pumas
Sun Sep 15 2019,Toluca,0-2,?,Monarcas
Sun Sep 15 2019,Santos Laguna,2-2,?,Pachuca
Fri Sep 20 2019,Atlas,0-1,?,Toluca
Fri Sep 20 2019,Monarcas,1-0,?,Guadalajara Chivas
Sat Sep 21 2019,Atl. San Luis,2-3,?,Santos Laguna
Sat Sep 21 2019,Monterrey,3-2,?,Puebla
Sat Sep 21 2019,Necaxa,2-4,?,Club Leon
Sat Sep 21 2019,Pachuca,4-1,?,Club Tijuana
Sat Sep 21 2019,Club America,2-2,?,Queretaro
Sun Sep 22 2019,U.N.A.M.- Pumas,1-1,?,Cruz Azul
Sun Sep 22 2019,Juarez,2-0,?,Veracruz
Tue Sep 24 2019,Queretaro,1-2,?,Necaxa
