Date,Team 1,FT,HT,Team 2
Fri Aug 9 2019,Portimonense,0-0,0-0,Belenenses
Sat Aug 10 2019,Santa Clara,0-2,0-1,Famalicao
Sat Aug 10 2019,Gil Vicente,2-1,0-0,Porto
Sat Aug 10 2019,Benfica,5-0,2-0,Pacos Ferreira
Sun Aug 11 2019,Boavista,2-1,1-1,Aves
Sun Aug 11 2019,Maritimo,1-1,1-1,Sp Lisbon
Sun Aug 11 2019,Sp Braga,3-1,1-0,Moreirense
Mon Aug 12 2019,Setubal,0-0,0-0,Tondela
Fri Aug 16 2019,Famalicao,1-0,0-0,Rio Ave
Sat Aug 17 2019,Moreirense,3-0,2-0,Gil Vicente
Sat Aug 17 2019,Belenenses,0-2,0-0,Benfica
Sat Aug 17 2019,Porto,4-0,2-0,Setubal
Sun Aug 18 2019,Aves,3-1,2-1,Maritimo
Sun Aug 18 2019,Pacos Ferreira,0-1,0-1,Santa Clara
Sun Aug 18 2019,Guimaraes,1-1,1-0,Boavista
Sun Aug 18 2019,Sp Lisbon,2-1,2-0,Sp Braga
Mon Aug 19 2019,Tondela,1-2,0-2,Portimonense
Fri Aug 23 2019,Setubal,0-0,0-0,Moreirense
Fri Aug 23 2019,Rio Ave,5-1,2-0,Aves
Sat Aug 24 2019,Benfica,0-2,0-1,Porto
Sat Aug 24 2019,Boavista,1-1,1-1,Pacos Ferreira
Sun Aug 25 2019,Maritimo,2-3,0-1,Tondela
Sun Aug 25 2019,Santa Clara,0-0,0-0,Belenenses
Sun Aug 25 2019,Portimonense,1-3,1-2,Sp Lisbon
Sun Aug 25 2019,Gil Vicente,1-1,0-1,Sp Braga
Sun Aug 25 2019,Guimaraes,1-1,0-0,Famalicao
Fri Aug 30 2019,Moreirense,1-0,1-0,Portimonense
Fri Aug 30 2019,Belenenses,0-1,0-0,Boavista
Sat Aug 31 2019,Aves,2-3,1-1,Famalicao
Sat Aug 31 2019,Pacos Ferreira,0-1,0-0,Maritimo
Sat Aug 31 2019,Sp Lisbon,2-3,1-1,Rio Ave
Sat Aug 31 2019,Gil Vicente,0-0,0-0,Setubal
Sun Sep 1 2019,Tondela,0-0,0-0,Santa Clara
Sun Sep 1 2019,Porto,3-0,1-0,Guimaraes
Sun Sep 1 2019,Sp Braga,0-4,0-1,Benfica
Sun Sep 8 2019,Rio Ave,1-1,1-1,Guimaraes
Fri Sep 13 2019,Setubal,1-0,0-0,Sp Braga
Sat Sep 14 2019,Famalicao,4-2,1-0,Pacos Ferreira
Sat Sep 14 2019,Benfica,2-0,1-0,Gil Vicente
Sat Sep 14 2019,Guimaraes,5-1,2-1,Aves
Sun Sep 15 2019,Maritimo,1-3,0-2,Belenenses
Sun Sep 15 2019,Rio Ave,2-4,1-2,Tondela
Sun Sep 15 2019,Santa Clara,2-0,1-0,Moreirense
Sun Sep 15 2019,Portimonense,2-3,0-2,Porto
Sun Sep 15 2019,Boavista,1-1,1-0,Sp Lisbon
Fri Sep 20 2019,Pacos Ferreira,2-1,0-1,Aves
Sat Sep 21 2019,Belenenses,0-2,0-1,Rio Ave
Sat Sep 21 2019,Moreirense,1-2,0-0,Benfica
Sun Sep 22 2019,Gil Vicente,0-0,0-0,Boavista
Sun Sep 22 2019,Setubal,0-0,0-0,Portimonense
Sun Sep 22 2019,Tondela,1-3,1-3,Guimaraes
Sun Sep 22 2019,Porto,2-0,2-0,Santa Clara
Mon Sep 23 2019,Sp Braga,2-2,0-1,Maritimo
Mon Sep 23 2019,Sp Lisbon,1-2,1-0,Famalicao
Fri Sep 27 2019,Boavista,0-0,0-0,Tondela
Sat Sep 28 2019,Maritimo,2-1,0-0,Moreirense
Sat Sep 28 2019,Benfica,1-0,0-0,Setubal
Sat Sep 28 2019,Famalicao,3-1,0-1,Belenenses
Sun Sep 29 2019,Guimaraes,1-0,0-0,Pacos Ferreira
Sun Sep 29 2019,Santa Clara,1-0,0-0,Gil Vicente
Sun Sep 29 2019,Portimonense,0-1,0-1,Sp Braga
Sun Sep 29 2019,Rio Ave,0-1,0-1,Porto
Mon Sep 30 2019,Aves,0-1,0-0,Sp Lisbon
Sat Oct 5 2019,Aves,0-1,0-0,Tondela
Fri Oct 25 2019,Pacos Ferreira,0-0,0-0,Rio Ave
Sat Oct 26 2019,Belenenses,3-2,2-2,Aves
Sat Oct 26 2019,Gil Vicente,1-1,1-1,Portimonense
Sat Oct 26 2019,Setubal,0-0,0-0,Maritimo
Sat Oct 26 2019,Moreirense,1-1,1-0,Boavista
Sun Oct 27 2019,Tondela,0-1,0-1,Benfica
Sun Oct 27 2019,Porto,3-0,1-0,Famalicao
Sun Oct 27 2019,Sp Lisbon,3-1,2-0,Guimaraes
Mon Oct 28 2019,Sp Braga,2-0,1-0,Santa Clara
Wed Oct 30 2019,Rio Ave,1-1,0-1,Moreirense
Wed Oct 30 2019,Maritimo,1-1,1-0,Porto
Wed Oct 30 2019,Guimaraes,5-0,2-0,Belenenses
Wed Oct 30 2019,Benfica,4-0,1-0,Portimonense
Wed Oct 30 2019,Famalicao,2-1,1-0,Gil Vicente
Thu Oct 31 2019,Pacos Ferreira,1-2,0-1,Sp Lisbon
Thu Oct 31 2019,Boavista,2-0,1-0,Sp Braga
Thu Oct 31 2019,Santa Clara,1-1,1-1,Setubal
Sat Nov 2 2019,Benfica,2-0,1-0,Rio Ave
Sat Nov 2 2019,Moreirense,1-1,0-0,Guimaraes
Sun Nov 3 2019,Gil Vicente,2-0,0-0,Maritimo
Sun Nov 3 2019,Tondela,1-0,0-0,Sp Lisbon
Sun Nov 3 2019,Porto,1-0,1-0,Aves
Sun Nov 3 2019,Sp Braga,2-2,0-0,Famalicao
