Date,Team 1,FT,HT,Team 2
Fri Jul 12 2019,FC Voluntari,0-0,?,Sepsi Sf. Gheorghe
Sat Jul 13 2019,Astra,2-2,?,FC Botosani
Sat Jul 13 2019,CFR Cluj,1-1,?,Poli Iasi
Sun Jul 14 2019,U Craiova,3-2,?,Academica Clinceni
Sun Jul 14 2019,FC Steaua Bucuresti,4-3,?,FC Hermannstadt
Mon Jul 15 2019,Gaz Metan Medias,2-2,?,Chindia Targoviste
Mon Jul 15 2019,Viitorul Constanta,5-0,?,Din. Bucuresti
Fri Jul 19 2019,FC Hermannstadt,0-2,?,Gaz Metan Medias
Fri Jul 19 2019,Chindia Targoviste,0-1,?,Viitorul Constanta
Sat Jul 20 2019,FC Botosani,4-1,?,FC Voluntari
Sat Jul 20 2019,Academica Clinceni,1-4,?,CFR Cluj
Sun Jul 21 2019,Poli Iasi,1-0,?,Astra
Sun Jul 21 2019,Din. Bucuresti,0-2,?,U Craiova
Mon Jul 22 2019,Sepsi Sf. Gheorghe,0-0,?,FC Steaua Bucuresti
Fri Jul 26 2019,Poli Iasi,2-0,?,Academica Clinceni
Fri Jul 26 2019,FC Voluntari,1-2,?,Astra
Sat Jul 27 2019,Gaz Metan Medias,1-1,?,Sepsi Sf. Gheorghe
Sat Jul 27 2019,CFR Cluj,1-0,?,Din. Bucuresti
Sun Jul 28 2019,U Craiova,1-0,?,Chindia Targoviste
Sun Jul 28 2019,Viitorul Constanta,3-2,?,FC Hermannstadt
Mon Jul 29 2019,FC Steaua Bucuresti,0-2,?,FC Botosani
Fri Aug 2 2019,Din. Bucuresti,4-2,?,Academica Clinceni
Sat Aug 3 2019,FC Botosani,1-1,?,Gaz Metan Medias
Sat Aug 3 2019,Chindia Targoviste,1-4,?,CFR Cluj
Sun Aug 4 2019,FC Hermannstadt,2-1,?,U Craiova
Sun Aug 4 2019,Sepsi Sf. Gheorghe,2-2,?,Viitorul Constanta
Mon Aug 5 2019,FC Voluntari,0-0,?,Poli Iasi
Mon Aug 5 2019,Astra,2-1,?,FC Steaua Bucuresti
Fri Aug 9 2019,Academica Clinceni,3-1,?,Chindia Targoviste
Fri Aug 9 2019,Poli Iasi,2-0,?,Din. Bucuresti
Sat Aug 10 2019,Gaz Metan Medias,1-0,?,Astra
Sat Aug 10 2019,CFR Cluj,3-0,?,FC Hermannstadt
Sun Aug 11 2019,U Craiova,0-1,?,Sepsi Sf. Gheorghe
Sun Aug 11 2019,FC Steaua Bucuresti,1-3,?,FC FC Voluntari
Mon Aug 12 2019,Viitorul Constanta,2-2,?,FC Botosani
Fri Aug 16 2019,FC Hermannstadt,2-1,?,Academica Clinceni
Fri Aug 16 2019,Chindia Targoviste,3-2,?,Din. Bucuresti
Sat Aug 17 2019,Sepsi Sf. Gheorghe,1-1,?,CFR Cluj
Sun Aug 18 2019,FC Botosani,1-1,?,U Craiova
Sun Aug 18 2019,FC Steaua Bucuresti,1-2,?,Poli Iasi
Mon Aug 19 2019,FC FC Voluntari,0-3,?,Gaz Metan Medias
Mon Aug 19 2019,Astra,1-1,?,Viitorul Constanta
Fri Aug 23 2019,Poli Iasi,2-2,?,Chindia Targoviste
Fri Aug 23 2019,U Craiova,1-0,?,Astra
Sat Aug 24 2019,Academica Clinceni,1-1,?,Sepsi Sf. Gheorghe
Sat Aug 24 2019,CFR Cluj,4-1,?,FC Botosani
Sun Aug 25 2019,Viitorul Constanta,4-0,?,FC FC Voluntari
Sun Aug 25 2019,Gaz Metan Medias,4-0,?,FC Steaua Bucuresti
Mon Aug 26 2019,Din. Bucuresti,3-0,?,FC Hermannstadt
Fri Aug 30 2019,FC Botosani,2-2,?,Academica Clinceni
Fri Aug 30 2019,FC FC Voluntari,1-2,?,U Craiova
Sat Aug 31 2019,Gaz Metan Medias,3-2,?,Poli Iasi
Sat Aug 31 2019,Astra,3-2,?,CFR Cluj
Sun Sep 1 2019,FC Hermannstadt,2-1,?,Chindia Targoviste
Sun Sep 1 2019,FC Steaua Bucuresti,2-1,?,Viitorul Constanta
Mon Sep 2 2019,Sepsi Sf. Gheorghe,0-1,?,Din. Bucuresti
Fri Sep 13 2019,Academica Clinceni,1-1,?,Astra
Fri Sep 13 2019,CFR Cluj,5-0,?,FC FC Voluntari
Sat Sep 14 2019,Chindia Targoviste,0-0,?,Sepsi Sf. Gheorghe
Sat Sep 14 2019,Din. Bucuresti,1-1,?,FC Botosani
Sun Sep 15 2019,Poli Iasi,0-0,?,FC Hermannstadt
Sun Sep 15 2019,U Craiova,0-1,?,FC Steaua Bucuresti
Mon Sep 16 2019,Viitorul Constanta,4-1,?,Gaz Metan Medias
Fri Sep 20 2019,Gaz Metan Medias,2-3,?,U Craiova
