Date,Team 1,Team 2,FT,HT
2020-08-04,Ankaraspor,Galatasaray,1-1,1-0
2020-08-05,Fenerbahçe,Erciyesspor,6-0,2-0
2020-08-05,Kayserispor,Trabzonspor,1-0,1-0
2020-08-06,Antalyaspor,Rizespor,0-0,0-0
2020-08-06,Bursaspor,Ankaragucu,0-0,0-0
2020-08-06,Gaziantepspor,Denizlispor,1-1,1-0
2020-08-06,Konyaspor,Sakaryaspor,1-1,1-0
2020-08-06,Manisaspor,Beşiktaş,1-0,1-0
2020-08-06,Sivasspor,Gençlerbirliği,1-2,1-1
2020-08-11,Beşiktaş,Gaziantepspor,2-1,1-0
2020-08-12,Gençlerbirliği,Fenerbahçe,0-2,0-2
2020-08-13,Ankaragucu,Ankaraspor,1-1,0-1
2020-08-13,Denizlispor,Konyaspor,0-1,0-1
2020-08-13,Erciyesspor,Bursaspor,2-1,1-1
2020-08-13,Galatasaray,Kayserispor,4-0,1-0
2020-08-13,Rizespor,Sivasspor,1-1,0-1
2020-08-13,Sakaryaspor,Antalyaspor,0-0,0-0
2020-08-13,Trabzonspor,Manisaspor,1-1,1-1
2020-08-19,Ankaraspor,Erciyesspor,2-2,1-1
2020-08-19,Fenerbahçe,Rizespor,2-1,1-0
2020-08-19,Manisaspor,Galatasaray,2-2,1-0
2020-08-20,Bursaspor,Gençlerbirliği,0-0,0-0
2020-08-20,Denizlispor,Beşiktaş,0-2,0-1
2020-08-20,Gaziantepspor,Trabzonspor,2-1,1-0
2020-08-20,Kayserispor,Ankaragucu,2-1,0-1
2020-08-20,Konyaspor,Antalyaspor,0-0,0-0
2020-08-20,Sivasspor,Sakaryaspor,0-2,0-1
2020-08-25,Beşiktaş,Konyaspor,3-1,1-1
2020-08-26,Galatasaray,Gaziantepspor,2-2,1-1
2020-08-26,Gençlerbirliği,Ankaraspor,2-1,1-1
2020-08-27,Ankaragucu,Manisaspor,0-1,0-0
2020-08-27,Antalyaspor,Sivasspor,1-2,1-1
2020-08-27,Erciyesspor,Kayserispor,0-4,0-1
2020-08-27,Rizespor,Bursaspor,1-2,0-0
2020-08-27,Sakaryaspor,Fenerbahçe,2-1,0-1
2020-08-27,Trabzonspor,Denizlispor,1-0,1-0
2020-09-09,Denizlispor,Galatasaray,1-1,1-1
2020-09-09,Fenerbahçe,Antalyaspor,4-2,0-0
2020-09-09,Kayserispor,Gençlerbirliği,0-0,0-0
2020-09-10,Ankaraspor,Rizespor,2-1,1-0
2020-09-10,Beşiktaş,Trabzonspor,2-3,1-1
2020-09-10,Bursaspor,Sakaryaspor,3-1,2-1
2020-09-10,Gaziantepspor,Ankaragucu,2-2,1-0
2020-09-10,Konyaspor,Sivasspor,2-0,1-0
2020-09-10,Manisaspor,Erciyesspor,5-1,1-1
2020-09-15,Gençlerbirliği,Manisaspor,0-5,0-1
2020-09-16,Ankaragucu,Denizlispor,0-0,0-0
2020-09-16,Antalyaspor,Bursaspor,3-2,0-2
2020-09-16,Sakaryaspor,Ankaraspor,0-0,0-0
2020-09-17,Erciyesspor,Gaziantepspor,1-1,0-1
2020-09-17,Galatasaray,Beşiktaş,1-0,1-0
2020-09-17,Rizespor,Kayserispor,2-1,1-0
2020-09-17,Sivasspor,Fenerbahçe,1-1,1-1
2020-09-17,Trabzonspor,Konyaspor,1-1,1-1
2020-09-22,Konyaspor,Fenerbahçe,0-1,0-1
2020-09-23,Trabzonspor,Galatasaray,3-1,2-1
2020-09-24,Ankaraspor,Antalyaspor,1-1,0-1
2020-09-24,Beşiktaş,Ankaragucu,2-1,2-0
2020-09-24,Bursaspor,Sivasspor,1-3,0-1
2020-09-24,Denizlispor,Erciyesspor,2-1,0-0
2020-09-24,Gaziantepspor,Gençlerbirliği,2-0,0-0
2020-09-24,Kayserispor,Sakaryaspor,2-0,1-0
2020-09-24,Manisaspor,Rizespor,2-0,1-0
2020-09-30,Galatasaray,Konyaspor,3-3,1-1
2020-09-30,Gençlerbirliği,Denizlispor,3-1,2-0
2020-09-30,Rizespor,Gaziantepspor,2-0,2-0
2020-09-30,Sivasspor,Ankaraspor,0-2,0-1
2020-10-01,Antalyaspor,Kayserispor,1-0,0-0
2020-10-01,Erciyesspor,Beşiktaş,1-1,0-1
2020-10-01,Fenerbahçe,Bursaspor,0-1,0-1
2020-10-01,Sakaryaspor,Manisaspor,0-1,0-1
2020-10-02,Ankaragucu,Trabzonspor,2-2,2-1
2020-10-14,Galatasaray,Ankaragucu,1-1,1-1
2020-10-14,Gaziantepspor,Sakaryaspor,1-0,1-0
2020-10-14,Konyaspor,Bursaspor,1-0,0-0
2020-10-14,Trabzonspor,Erciyesspor,3-1,0-1
2020-10-15,Ankaraspor,Fenerbahçe,2-2,0-2
2020-10-15,Beşiktaş,Gençlerbirliği,1-0,0-0
2020-10-15,Denizlispor,Rizespor,2-0,0-0
2020-10-15,Kayserispor,Sivasspor,1-1,0-1
2020-10-15,Manisaspor,Antalyaspor,3-2,2-1
2020-10-20,Gençlerbirliği,Trabzonspor,3-0,1-0
2020-10-20,Sivasspor,Manisaspor,3-2,0-1
2020-10-21,Bursaspor,Ankaraspor,0-0,0-0
2020-10-21,Erciyesspor,Galatasaray,1-2,0-1
2020-10-21,Sakaryaspor,Denizlispor,1-2,1-0
2020-10-22,Ankaragucu,Konyaspor,2-0,1-0
2020-10-22,Antalyaspor,Gaziantepspor,0-0,0-0
2020-10-22,Fenerbahçe,Kayserispor,4-1,2-0
2020-10-22,Rizespor,Beşiktaş,0-1,0-0
2020-10-28,Galatasaray,Gençlerbirliği,1-0,0-0
2020-10-29,Ankaragucu,Erciyesspor,4-1,3-0
2020-10-29,Beşiktaş,Sakaryaspor,0-0,0-0
2020-10-29,Denizlispor,Antalyaspor,1-1,0-0
2020-10-29,Gaziantepspor,Sivasspor,1-0,0-0
2020-10-29,Kayserispor,Bursaspor,2-0,0-0
2020-10-29,Konyaspor,Ankaraspor,2-2,1-0
2020-10-29,Manisaspor,Fenerbahçe,2-3,1-2
2020-10-30,Trabzonspor,Rizespor,0-1,0-0
2020-11-03,Fenerbahçe,Gaziantepspor,4-1,0-0
2020-11-04,Ankaraspor,Kayserispor,1-1,1-1
2020-11-04,Erciyesspor,Konyaspor,1-2,0-1
2020-11-04,Sakaryaspor,Trabzonspor,1-0,0-0
2020-11-04,Sivasspor,Denizlispor,0-2,0-1
2020-11-05,Antalyaspor,Beşiktaş,4-4,2-3
2020-11-05,Bursaspor,Manisaspor,4-0,1-0
2020-11-05,Gençlerbirliği,Ankaragucu,1-2,0-0
2020-11-05,Rizespor,Galatasaray,2-1,2-1
