Date,Team 1,FT,HT,Team 2
Fri Jul 21 2023,Midtjylland,1-0,?,Hvidovre IF
Sat Jul 22 2023,Lyngby,1-2,?,FC Copenhagen
Sun Jul 23 2023,Aarhus,1-0,?,Vejle
Sun Jul 23 2023,Odense,2-2,?,Randers FC
Sun Jul 23 2023,Silkeborg,1-2,?,Brondby
Mon Jul 24 2023,Nordsjaelland,4-1,?,Viborg
Fri Jul 28 2023,Viborg,2-2,?,Lyngby
Sat Jul 29 2023,Vejle,2-3,?,FC Copenhagen
Sun Jul 30 2023,Midtjylland,2-0,?,Silkeborg
Sun Jul 30 2023,Randers FC,2-2,?,Hvidovre IF
Sun Jul 30 2023,Brondby,1-2,?,Odense
Mon Jul 31 2023,Aarhus,1-3,?,Nordsjaelland
Fri Aug 4 2023,Silkeborg,2-1,?,Vejle
Sat Aug 5 2023,FC Copenhagen,4-0,?,Randers FC
Sun Aug 6 2023,Hvidovre IF,0-2,?,Aarhus
Sun Aug 6 2023,Lyngby,4-1,?,Midtjylland
Sun Aug 6 2023,Nordsjaelland,3-1,?,Brondby
Mon Aug 7 2023,Odense,1-2,?,Viborg
Fri Aug 11 2023,FC Copenhagen,2-1,?,Odense
Sun Aug 13 2023,Randers FC,0-5,?,Nordsjaelland
Sun Aug 13 2023,Vejle,1-2,?,Midtjylland
Sun Aug 13 2023,Brondby,3-0,?,Lyngby
Sun Aug 13 2023,Aarhus,2-2,?,Silkeborg
Mon Aug 14 2023,Viborg,0-0,?,Hvidovre IF
Fri Aug 18 2023,Hvidovre IF,0-2,?,FC Copenhagen
Sun Aug 20 2023,Silkeborg,2-0,?,Nordsjaelland
Sun Aug 20 2023,Lyngby,1-0,?,Randers FC
Sun Aug 20 2023,Midtjylland,0-1,?,Brondby
Sun Aug 20 2023,Odense,1-1,?,Aarhus
Mon Aug 21 2023,Viborg,2-1,?,Vejle
Fri Aug 25 2023,Randers FC,1-0,?,Viborg
Sat Aug 26 2023,FC Copenhagen,1-3,?,Silkeborg
Sun Aug 27 2023,Aarhus,1-0,?,Lyngby
Sun Aug 27 2023,Hvidovre IF,1-5,?,Odense
Sun Aug 27 2023,Nordsjaelland,3-0,?,Midtjylland
Mon Aug 28 2023,Vejle,0-1,?,Brondby
Fri Sep 1 2023,Odense,1-2,?,Vejle
Sun Sep 3 2023,Lyngby,1-1,?,Nordsjaelland
Sun Sep 3 2023,Silkeborg,1-0,?,Hvidovre IF
Sun Sep 3 2023,Brondby,3-1,?,Randers FC
Sun Sep 3 2023,FC Copenhagen,2-0,?,Viborg
Sun Sep 3 2023,Midtjylland,1-1,?,Aarhus
Fri Sep 15 2023,Viborg,2-2,?,Midtjylland
