Date,Team 1,FT,HT,Team 2
Fri Jul 28 2023,LASK,1-1,?,SK Rapid
Sat Jul 29 2023,Hartberg,2-2,?,A. Lustenau
Sat Jul 29 2023,Tirol,1-3,?,A. Klagenfurt
Sat Jul 29 2023,Wolfsberger AC,2-1,?,BW Linz
Sat Jul 29 2023,Altach,0-2,?,Salzburg
Sun Jul 30 2023,Austria Vienna,0-3,?,Sturm Graz
Sat Aug 5 2023,SK Rapid,4-0,?,Altach
Sat Aug 5 2023,Sturm Graz,2-0,?,LASK
Sun Aug 6 2023,A. Lustenau,0-2,?,Austria Vienna
Sun Aug 6 2023,BW Linz,3-3,?,Hartberg
Sun Aug 6 2023,Salzburg,3-0,?,Tirol
Wed Aug 9 2023,A. Klagenfurt,2-2,?,Wolfsberger AC
Sat Aug 12 2023,Sturm Graz,0-0,?,A. Klagenfurt
Sat Aug 12 2023,Wolfsberger AC,1-1,?,A. Lustenau
Sat Aug 12 2023,LASK,2-0,?,BW Linz
Sun Aug 13 2023,Altach,1-0,?,Tirol
Sun Aug 13 2023,SK Rapid,0-1,?,Hartberg
Sun Aug 13 2023,Salzburg,2-0,?,Austria Vienna
Sat Aug 19 2023,A. Lustenau,0-1,?,Sturm Graz
Sat Aug 19 2023,Tirol,1-1,?,LASK
Sat Aug 19 2023,A. Klagenfurt,1-1,?,Altach
Sun Aug 20 2023,Austria Vienna,0-0,?,Wolfsberger AC
Sun Aug 20 2023,BW Linz,0-5,?,SK Rapid
Sun Aug 20 2023,Hartberg,1-5,?,Salzburg
Sat Aug 26 2023,Sturm Graz,4-1,?,BW Linz
Sat Aug 26 2023,Wolfsberger AC,1-2,?,Salzburg
Sat Aug 26 2023,A. Lustenau,0-3,?,Altach
Sun Aug 27 2023,Hartberg,0-3,?,A. Klagenfurt
Sun Aug 27 2023,LASK,2-0,?,Austria Vienna
Sun Aug 27 2023,SK Rapid,1-1,?,Tirol
Sat Sep 2 2023,Tirol,2-4,?,BW Linz
Sat Sep 2 2023,Wolfsberger AC,0-3,?,Hartberg
Sat Sep 2 2023,Altach,1-2,?,Sturm Graz
Sun Sep 3 2023,Austria Vienna,2-2,?,A. Klagenfurt
Sun Sep 3 2023,LASK,2-0,?,A. Lustenau
Sun Sep 3 2023,Salzburg,2-0,?,SK Rapid
Sat Sep 16 2023,A. Klagenfurt,1-3,?,LASK
Sat Sep 16 2023,BW Linz,1-1,?,Altach
Sat Sep 16 2023,Sturm Graz,2-2,?,Salzburg
Sun Sep 17 2023,A. Lustenau,2-3,?,Tirol
Sun Sep 17 2023,Hartberg,2-1,?,Austria Vienna
Sun Sep 17 2023,SK Rapid,3-3,?,Wolfsberger AC
Sat Sep 23 2023,A. Klagenfurt,1-0,?,A. Lustenau
Sat Sep 23 2023,Salzburg,0-1,?,BW Linz
Sat Sep 23 2023,Tirol,2-3,?,Wolfsberger AC
Sun Sep 24 2023,Altach,2-1,?,Austria Vienna
