Date,Team 1,FT,HT,Team 2
Fri Aug 11 2023,Volendam,1-2,1-0,Vitesse
Sat Aug 12 2023,PSV Eindhoven,2-0,1-0,Utrecht
Sat Aug 12 2023,Heerenveen,3-1,3-0,Waalwijk
Sat Aug 12 2023,Ajax,4-1,1-1,Heracles
Sat Aug 12 2023,Zwolle,1-2,0-1,Sparta Rotterdam
Sun Aug 13 2023,Nijmegen,3-4,2-1,Excelsior
Sun Aug 13 2023,AZ Alkmaar,5-1,2-0,Go Ahead Eagles
Sun Aug 13 2023,Feyenoord,0-0,0-0,For Sittard
Sun Aug 13 2023,Almere City,1-4,0-0,Twente
Fri Aug 18 2023,Heracles,2-1,0-1,Nijmegen
Sat Aug 19 2023,Excelsior,2-2,1-1,Ajax
Sat Aug 19 2023,Vitesse,1-3,1-0,PSV Eindhoven
Sat Aug 19 2023,For Sittard,2-1,2-1,Almere City
Sat Aug 19 2023,Go Ahead Eagles,4-1,3-0,Volendam
Sun Aug 20 2023,Utrecht,0-2,0-0,Heerenveen
Sun Aug 20 2023,Sparta Rotterdam,2-2,1-0,Feyenoord
Sun Aug 20 2023,Twente,3-1,1-1,Zwolle
Sun Aug 20 2023,Waalwijk,1-3,1-0,AZ Alkmaar
Sat Aug 26 2023,Nijmegen,3-0,1-0,Waalwijk
Sat Aug 26 2023,Excelsior,2-2,1-0,For Sittard
Sun Aug 27 2023,Zwolle,1-0,0-0,Utrecht
Sun Aug 27 2023,Feyenoord,6-1,3-0,Almere City
Sun Aug 27 2023,Heerenveen,1-3,0-1,Sparta Rotterdam
Fri Sep 1 2023,Sparta Rotterdam,1-1,0-0,Nijmegen
Sat Sep 2 2023,Almere City,1-2,0-1,Zwolle
Sat Sep 2 2023,Go Ahead Eagles,3-2,2-1,Heerenveen
Sat Sep 2 2023,Waalwijk,0-4,0-1,PSV Eindhoven
Sat Sep 2 2023,Heracles,3-1,0-1,Excelsior
Sun Sep 3 2023,Utrecht,1-5,1-2,Feyenoord
Sun Sep 3 2023,For Sittard,0-0,0-0,Ajax
Sun Sep 3 2023,Volendam,0-2,0-1,Twente
Sun Sep 3 2023,Vitesse,0-2,0-0,AZ Alkmaar
Sat Sep 16 2023,Feyenoord,6-1,3-1,Heerenveen
Sat Sep 16 2023,Vitesse,0-2,0-1,Waalwijk
Sat Sep 16 2023,For Sittard,3-1,0-1,Volendam
Sat Sep 16 2023,PSV Eindhoven,4-0,2-0,Nijmegen
Sat Sep 16 2023,Heracles,1-3,0-2,Utrecht
Sun Sep 17 2023,Zwolle,1-1,0-0,Go Ahead Eagles
Sun Sep 17 2023,Excelsior,0-0,0-0,Almere City
Sun Sep 17 2023,Twente,3-1,2-1,Ajax
Sun Sep 17 2023,AZ Alkmaar,2-0,2-0,Sparta Rotterdam
Fri Sep 22 2023,Go Ahead Eagles,3-0,1-0,For Sittard
Sat Sep 23 2023,Volendam,2-2,0-0,Heracles
Sat Sep 23 2023,Nijmegen,3-0,2-0,Utrecht
Sat Sep 23 2023,Almere City,0-4,0-2,PSV Eindhoven
Sat Sep 23 2023,Heerenveen,0-3,0-2,Excelsior
Sun Sep 24 2023,Sparta Rotterdam,1-0,1-0,Vitesse
Sun Sep 24 2023,Waalwijk,1-0,0-0,Twente
Sun Sep 24 2023,Zwolle,0-3,0-1,AZ Alkmaar
Wed Sep 27 2023,Ajax,0-4,0-3,Feyenoord
Wed Sep 27 2023,PSV Eindhoven,3-0,1-0,Go Ahead Eagles
Wed Sep 27 2023,Twente,1-0,1-0,Vitesse
Thu Sep 28 2023,AZ Alkmaar,1-1,1-0,Heracles
Sat Sep 30 2023,Feyenoord,3-1,1-0,Go Ahead Eagles
Sat Sep 30 2023,PSV Eindhoven,3-1,1-0,Volendam
Sat Sep 30 2023,Utrecht,0-2,0-0,Almere City
Sat Sep 30 2023,Twente,1-0,0-0,Heerenveen
Sun Oct 1 2023,Nijmegen,1-3,1-1,Vitesse
Sun Oct 1 2023,Excelsior,2-1,0-0,Sparta Rotterdam
Sun Oct 1 2023,Heracles,2-1,0-0,Zwolle
Sun Oct 1 2023,AZ Alkmaar,4-0,1-0,For Sittard
Fri Oct 6 2023,Volendam,1-0,0-0,Utrecht
Sat Oct 7 2023,Heerenveen,1-1,1-1,Nijmegen
Sat Oct 7 2023,Almere City,1-0,1-0,Waalwijk
Sat Oct 7 2023,Go Ahead Eagles,4-0,2-0,Heracles
Sat Oct 7 2023,Vitesse,0-0,0-0,Excelsior
Sun Oct 8 2023,Zwolle,0-2,0-1,Feyenoord
Sun Oct 8 2023,Ajax,1-2,0-1,AZ Alkmaar
Sun Oct 8 2023,For Sittard,0-3,0-1,Twente
Sun Oct 8 2023,Sparta Rotterdam,0-4,0-0,PSV Eindhoven
Sat Oct 21 2023,PSV Eindhoven,3-1,1-0,For Sittard
Sat Oct 21 2023,Waalwijk,2-1,1-0,Volendam
Sat Oct 21 2023,Nijmegen,1-1,0-1,Almere City
Sat Oct 21 2023,AZ Alkmaar,3-0,1-0,Heerenveen
Sat Oct 21 2023,Feyenoord,4-0,2-0,Vitesse
Sun Oct 22 2023,Utrecht,4-3,1-0,Ajax
Sun Oct 22 2023,Excelsior,2-4,1-0,Zwolle
Sun Oct 22 2023,Heracles,2-2,0-2,Twente
Sun Oct 22 2023,Go Ahead Eagles,0-0,0-0,Sparta Rotterdam
Fri Oct 27 2023,Vitesse,1-1,0-1,Zwolle
Sat Oct 28 2023,Heerenveen,3-0,2-0,Heracles
Sat Oct 28 2023,Almere City,0-0,0-0,Go Ahead Eagles
Sat Oct 28 2023,Sparta Rotterdam,2-0,0-0,Waalwijk
Sat Oct 28 2023,For Sittard,0-0,0-0,Utrecht
Sun Oct 29 2023,Twente,2-1,1-0,Feyenoord
Sun Oct 29 2023,PSV Eindhoven,5-2,1-2,Ajax
Sun Oct 29 2023,Volendam,3-1,0-1,Excelsior
Thu Nov 2 2023,Ajax,2-0,0-0,Volendam
Sat Nov 4 2023,Heracles,0-6,0-2,PSV Eindhoven
Sat Nov 4 2023,Excelsior,1-1,0-0,AZ Alkmaar
Sat Nov 4 2023,Waalwijk,1-2,1-1,Feyenoord
Sat Nov 4 2023,Go Ahead Eagles,5-1,1-0,Vitesse
Sun Nov 5 2023,Utrecht,1-1,1-1,Twente
Sun Nov 5 2023,Nijmegen,3-3,1-1,Volendam
Sun Nov 5 2023,Zwolle,2-0,1-0,For Sittard
Sun Nov 5 2023,Ajax,4-1,2-1,Heerenveen
Sun Nov 5 2023,Sparta Rotterdam,1-2,0-1,Almere City
Fri Nov 10 2023,For Sittard,4-1,4-0,Heracles
Sat Nov 11 2023,Waalwijk,0-1,0-1,Go Ahead Eagles
Sat Nov 11 2023,Twente,3-3,1-0,Nijmegen
Sat Nov 11 2023,Vitesse,1-3,1-1,Heerenveen
Sun Nov 12 2023,PSV Eindhoven,4-0,2-0,Zwolle
Sun Nov 12 2023,Almere City,2-2,0-0,Ajax
Sun Nov 12 2023,Volendam,1-4,1-2,Sparta Rotterdam
Sun Nov 12 2023,Feyenoord,1-0,1-0,AZ Alkmaar
Sun Nov 12 2023,Utrecht,2-2,0-0,Excelsior
Sat Nov 25 2023,Excelsior,2-4,1-1,Feyenoord
Sat Nov 25 2023,Heerenveen,3-0,1-0,For Sittard
Sat Nov 25 2023,Twente,0-3,0-1,PSV Eindhoven
