Date,Team 1,FT,HT,Team 2
Fri Aug 11 2023,Sp Braga,1-2,1-0,Famalicao
Sat Aug 12 2023,Gil Vicente,5-0,2-0,Portimonense
Sat Aug 12 2023,Farense,0-3,0-1,Casa Pia
Sat Aug 12 2023,Sp Lisbon,3-2,2-0,Vizela
Sun Aug 13 2023,Rio Ave,2-0,0-0,Chaves
Sun Aug 13 2023,Estrela,0-1,0-1,Guimaraes
Sun Aug 13 2023,Arouca,4-3,1-1,Estoril
Mon Aug 14 2023,Moreirense,1-2,0-0,Porto
Mon Aug 14 2023,Boavista,3-2,0-1,Benfica
Fri Aug 18 2023,Casa Pia,1-2,0-1,Sp Lisbon
Sat Aug 19 2023,Guimaraes,2-1,0-0,Gil Vicente
Sat Aug 19 2023,Chaves,2-4,1-1,Sp Braga
Sat Aug 19 2023,Benfica,2-0,0-0,Estrela
Sat Aug 19 2023,Portimonense,1-4,0-3,Boavista
Sun Aug 20 2023,Estoril,2-0,0-0,Rio Ave
Sun Aug 20 2023,Porto,2-1,1-1,Farense
Sun Aug 20 2023,Vizela,2-2,1-1,Arouca
Mon Aug 21 2023,Famalicao,0-0,0-0,Moreirense
Fri Aug 25 2023,Estrela,2-1,0-0,Estoril
Sat Aug 26 2023,Arouca,1-1,0-1,Portimonense
Sat Aug 26 2023,Farense,5-0,4-0,Chaves
Sat Aug 26 2023,Gil Vicente,2-3,0-1,Benfica
Sun Aug 27 2023,Boavista,1-1,0-1,Casa Pia
Sun Aug 27 2023,Guimaraes,2-0,0-0,Vizela
Sun Aug 27 2023,Sp Lisbon,1-0,0-0,Famalicao
Mon Aug 28 2023,Rio Ave,1-2,0-0,Porto
Fri Sep 1 2023,Vizela,1-0,0-0,Gil Vicente
Sat Sep 2 2023,Casa Pia,1-1,1-0,Rio Ave
Sat Sep 2 2023,Famalicao,1-0,0-0,Farense
Sat Sep 2 2023,Portimonense,1-1,1-1,Estrela
Sat Sep 2 2023,Benfica,4-0,3-0,Guimaraes
Sun Sep 3 2023,Chaves,1-2,0-1,Moreirense
Sun Sep 3 2023,Estoril,1-2,1-2,Boavista
Sun Sep 3 2023,Porto,1-1,0-0,Arouca
Sun Sep 3 2023,Sp Braga,1-1,0-1,Sp Lisbon
Sat Sep 9 2023,Moreirense,2-3,2-1,Sp Braga
Fri Sep 15 2023,Estrela,0-1,0-1,Porto
Sat Sep 16 2023,Rio Ave,1-1,0-1,Famalicao
Sat Sep 16 2023,Farense,3-1,2-0,Sp Braga
Sat Sep 16 2023,Vizela,1-2,0-2,Benfica
Sun Sep 17 2023,Arouca,0-1,0-0,Casa Pia
Sun Sep 17 2023,Gil Vicente,5-3,3-0,Estoril
Sun Sep 17 2023,Guimaraes,1-2,1-0,Portimonense
Sun Sep 17 2023,Sp Lisbon,3-0,0-0,Moreirense
Mon Sep 18 2023,Boavista,4-1,4-0,Chaves
Fri Sep 22 2023,Famalicao,1-0,1-0,Arouca
Sat Sep 23 2023,Estoril,2-2,0-0,Vizela
Sat Sep 23 2023,Moreirense,1-0,1-0,Farense
Sat Sep 23 2023,Casa Pia,0-0,0-0,Guimaraes
Sat Sep 23 2023,Porto,2-1,1-1,Gil Vicente
Sun Sep 24 2023,Chaves,2-2,0-1,Estrela
Sun Sep 24 2023,Portimonense,1-3,0-2,Benfica
Sun Sep 24 2023,Sp Braga,4-1,2-1,Boavista
Mon Sep 25 2023,Sp Lisbon,2-0,2-0,Rio Ave
Thu Sep 28 2023,Estrela,2-4,0-1,Sp Braga
Fri Sep 29 2023,Benfica,1-0,0-0,Porto
Sat Sep 30 2023,Vizela,2-3,0-2,Portimonense
Sat Sep 30 2023,Boavista,2-2,1-1,Famalicao
Sat Sep 30 2023,Farense,2-3,1-2,Sp Lisbon
Sun Oct 1 2023,Arouca,0-2,0-0,Chaves
Sun Oct 1 2023,Guimaraes,3-2,0-2,Estoril
Sun Oct 1 2023,Rio Ave,0-4,0-2,Moreirense
Mon Oct 2 2023,Gil Vicente,2-0,0-0,Casa Pia
Fri Oct 6 2023,Moreirense,1-1,1-1,Boavista
Sat Oct 7 2023,Chaves,4-2,1-2,Gil Vicente
Sat Oct 7 2023,Farense,0-0,0-0,Vizela
Sat Oct 7 2023,Sp Braga,2-1,0-1,Rio Ave
Sat Oct 7 2023,Estoril,0-1,0-0,Benfica
Sun Oct 8 2023,Casa Pia,0-1,0-0,Estrela
Sun Oct 8 2023,Famalicao,1-3,0-2,Guimaraes
Sun Oct 8 2023,Porto,1-0,1-0,Portimonense
Sun Oct 8 2023,Sp Lisbon,2-1,1-0,Arouca
Fri Oct 27 2023,Arouca,0-1,0-1,Moreirense
Sat Oct 28 2023,Portimonense,1-0,1-0,Estoril
Sat Oct 28 2023,Benfica,1-1,1-0,Casa Pia
Sat Oct 28 2023,Guimaraes,5-0,3-0,Chaves
Sat Oct 28 2023,Gil Vicente,3-3,1-0,Sp Braga
Sun Oct 29 2023,Rio Ave,3-4,2-2,Farense
Sun Oct 29 2023,Estrela,1-0,0-0,Famalicao
Sun Oct 29 2023,Vizela,0-2,0-2,Porto
Mon Oct 30 2023,Boavista,0-2,0-1,Sp Lisbon
Fri Nov 3 2023,Porto,0-1,0-0,Estoril
