Date,Team 1,FT,HT,Team 2
Sat Aug 8 2009,Brighton,0-1,0-1,Walsall
Sat Aug 8 2009,Bristol Rvs,1-2,1-1,Leyton Orient
Sat Aug 8 2009,Carlisle,1-3,1-1,Brentford
Sat Aug 8 2009,Charlton,3-2,2-1,Wycombe
Sat Aug 8 2009,Gillingham,5-0,1-0,Swindon
Sat Aug 8 2009,Leeds,2-1,1-0,Exeter
Sat Aug 8 2009,Milton Keynes Dons,0-0,0-0,Hartlepool
Sat Aug 8 2009,Norwich,1-7,0-5,Colchester
Sat Aug 8 2009,Oldham,0-0,0-0,Stockport
Sat Aug 8 2009,Southampton,1-1,0-0,Millwall
Sat Aug 8 2009,Southend,2-2,1-0,Huddersfield
Sat Aug 8 2009,Yeovil,2-0,1-0,Tranmere
Sat Aug 15 2009,Brentford,0-0,0-0,Brighton
Sat Aug 15 2009,Colchester,2-1,2-0,Yeovil
Sat Aug 15 2009,Exeter,1-1,0-0,Norwich
Sat Aug 15 2009,Hartlepool,0-2,0-2,Charlton
Sat Aug 15 2009,Huddersfield,3-1,0-0,Southampton
Sat Aug 15 2009,Leyton Orient,1-2,1-1,Oldham
Sat Aug 15 2009,Millwall,0-0,0-0,Carlisle
Sat Aug 15 2009,Stockport,0-2,0-2,Bristol Rvs
Sat Aug 15 2009,Swindon,0-0,0-0,Milton Keynes Dons
Sat Aug 15 2009,Tranmere,4-2,1-1,Gillingham
Sat Aug 15 2009,Walsall,2-2,1-0,Southend
Sat Aug 15 2009,Wycombe,0-1,0-0,Leeds
Tue Aug 18 2009,Brentford,2-1,0-0,Norwich
Tue Aug 18 2009,Colchester,2-1,1-1,Gillingham
Tue Aug 18 2009,Exeter,1-1,1-0,Yeovil
Tue Aug 18 2009,Hartlepool,1-2,1-2,Bristol Rvs
Tue Aug 18 2009,Huddersfield,7-1,3-1,Brighton
Tue Aug 18 2009,Leyton Orient,1-2,1-0,Charlton
Tue Aug 18 2009,Millwall,2-0,1-0,Oldham
Tue Aug 18 2009,Stockport,1-2,1-1,Carlisle
Tue Aug 18 2009,Swindon,1-0,1-0,Southampton
Tue Aug 18 2009,Tranmere,0-1,0-0,Milton Keynes Dons
Tue Aug 18 2009,Walsall,1-2,0-0,Leeds
Tue Aug 18 2009,Wycombe,1-1,1-1,Southend
Fri Aug 21 2009,Southend,0-0,0-0,Millwall
Sat Aug 22 2009,Brighton,2-4,1-1,Stockport
Sat Aug 22 2009,Bristol Rvs,1-0,0-0,Huddersfield
Sat Aug 22 2009,Carlisle,0-1,0-0,Exeter
Sat Aug 22 2009,Charlton,2-0,1-0,Walsall
Sat Aug 22 2009,Gillingham,0-1,0-0,Hartlepool
Sat Aug 22 2009,Leeds,3-0,2-0,Tranmere
Sat Aug 22 2009,Milton Keynes Dons,2-1,1-0,Colchester
Sat Aug 22 2009,Norwich,5-2,3-1,Wycombe
Sat Aug 22 2009,Oldham,2-2,1-0,Swindon
Sat Aug 22 2009,Southampton,1-1,0-0,Brentford
Sat Aug 22 2009,Yeovil,3-3,2-2,Leyton Orient
Fri Aug 28 2009,Millwall,1-1,1-0,Brighton
Sat Aug 29 2009,Brentford,1-1,1-0,Oldham
Sat Aug 29 2009,Colchester,1-2,0-0,Leeds
Sat Aug 29 2009,Exeter,1-2,0-2,Milton Keynes Dons
Sat Aug 29 2009,Hartlepool,0-2,0-1,Norwich
Sat Aug 29 2009,Huddersfield,2-1,1-1,Yeovil
Sat Aug 29 2009,Leyton Orient,2-2,0-1,Carlisle
Sat Aug 29 2009,Stockport,1-1,0-1,Southampton
Sat Aug 29 2009,Swindon,2-1,1-0,Southend
Sat Aug 29 2009,Tranmere,0-4,0-2,Charlton
Sat Aug 29 2009,Walsall,0-0,0-0,Gillingham
Sat Aug 29 2009,Wycombe,2-1,1-1,Bristol Rvs
Fri Sep 4 2009,Oldham,0-3,0-2,Hartlepool
Fri Sep 4 2009,Southend,3-0,0-0,Leyton Orient
Sat Sep 5 2009,Brighton,1-0,0-0,Wycombe
Sat Sep 5 2009,Bristol Rvs,2-0,1-0,Millwall
Sat Sep 5 2009,Carlisle,3-0,0-0,Tranmere
Sat Sep 5 2009,Charlton,2-0,2-0,Brentford
Sat Sep 5 2009,Gillingham,3-0,1-0,Exeter
Sat Sep 5 2009,Leeds,2-0,2-0,Stockport
Sat Sep 5 2009,Milton Keynes Dons,2-3,0-0,Huddersfield
Sat Sep 5 2009,Norwich,0-0,0-0,Walsall
Sat Sep 5 2009,Southampton,0-0,0-0,Colchester
Sat Sep 5 2009,Yeovil,0-1,0-1,Swindon
Fri Sep 11 2009,Southend,0-0,0-0,Leeds
Sat Sep 12 2009,Bristol Rvs,1-0,0-0,Oldham
Sat Sep 12 2009,Carlisle,0-2,0-1,Brighton
Sat Sep 12 2009,Charlton,1-1,0-1,Southampton
Sat Sep 12 2009,Gillingham,2-0,2-0,Millwall
