Date,Team 1,FT,HT,Team 2
Fri Jul 31 2009,Standard,2-2,1-1,St Truiden
Sat Aug 1 2009,Kortrijk,0-2,0-1,Anderlecht
Sat Aug 1 2009,Lokeren,1-1,1-0,Waregem
Sat Aug 1 2009,Mechelen,4-1,2-0,Westerlo
Sat Aug 1 2009,Roeselare,1-1,0-0,Germinal
Sun Aug 2 2009,Cercle Brugge,1-3,1-0,Gent
Sun Aug 2 2009,Charleroi,1-2,1-2,Club Brugge
Fri Aug 7 2009,Germinal,1-1,0-0,Standard
Sat Aug 8 2009,Anderlecht,3-2,2-1,Cercle Brugge
Sat Aug 8 2009,St Truiden,0-0,0-0,Charleroi
Sat Aug 8 2009,Waregem,2-2,1-1,Genk
Sat Aug 8 2009,Westerlo,1-1,1-1,Kortrijk
Sun Aug 9 2009,Club Brugge,2-0,0-0,Lokeren
Sun Aug 9 2009,Gent,2-1,0-0,Mechelen
Sat Aug 15 2009,Anderlecht,3-0,2-0,Westerlo
Sat Aug 15 2009,Cercle Brugge,2-2,0-1,Waregem
Sat Aug 15 2009,Genk,1-1,1-0,Gent
Sat Aug 15 2009,Lokeren,1-2,0-0,St Truiden
Sat Aug 15 2009,Mechelen,2-1,1-0,Club Brugge
Sat Aug 15 2009,Roeselare,1-5,1-3,Standard
Sun Aug 16 2009,Charleroi,1-0,0-0,Germinal
Fri Aug 21 2009,Standard,1-1,1-1,Charleroi
Sat Aug 22 2009,Gent,4-1,1-0,Lokeren
Sat Aug 22 2009,Germinal,1-3,1-2,Mechelen
Sat Aug 22 2009,St Truiden,2-1,0-0,Roeselare
Sat Aug 22 2009,Waregem,0-2,0-1,Anderlecht
Sun Aug 23 2009,Club Brugge,2-2,1-2,Kortrijk
Sun Aug 23 2009,Westerlo,0-1,0-0,Genk
Fri Aug 28 2009,Westerlo,1-2,0-0,Waregem
Sat Aug 29 2009,Kortrijk,1-0,0-0,Gent
Sat Aug 29 2009,Mechelen,0-2,0-0,St Truiden
Sat Aug 29 2009,Roeselare,1-3,1-3,Charleroi
Sun Aug 30 2009,Anderlecht,1-1,1-1,Standard
Sun Aug 30 2009,Cercle Brugge,2-3,2-1,Club Brugge
Sun Aug 30 2009,Genk,1-1,0-1,Germinal
Sat Sep 12 2009,Charleroi,0-4,0-2,Cercle Brugge
Sat Sep 12 2009,Gent,5-1,1-0,Roeselare
Sat Sep 12 2009,St Truiden,2-1,2-0,Anderlecht
Sat Sep 12 2009,Standard,3-0,0-0,Mechelen
Sat Sep 12 2009,Waregem,0-2,0-1,Kortrijk
Sun Sep 13 2009,Club Brugge,1-1,1-1,Genk
Sun Sep 13 2009,Germinal,2-1,1-1,Lokeren
Fri Sep 18 2009,Genk,1-2,1-1,Charleroi
Sat Sep 19 2009,Cercle Brugge,1-2,0-1,Germinal
Sat Sep 19 2009,Kortrijk,0-1,0-1,St Truiden
Sat Sep 19 2009,Lokeren,1-3,1-3,Standard
Sat Sep 19 2009,Mechelen,3-2,3-1,Roeselare
Sun Sep 20 2009,Anderlecht,1-1,1-1,Gent
Sun Sep 20 2009,Westerlo,1-4,1-2,Club Brugge
Tue Sep 22 2009,St Truiden,2-4,0-3,Genk
Wed Sep 23 2009,Charleroi,1-2,0-0,Mechelen
Wed Sep 23 2009,Club Brugge,3-1,1-1,Waregem
Wed Sep 23 2009,Gent,1-2,0-0,Westerlo
Wed Sep 23 2009,Germinal,1-0,0-0,Kortrijk
Wed Sep 23 2009,Roeselare,1-2,0-0,Lokeren
Wed Sep 23 2009,Standard,1-1,1-0,Cercle Brugge
Sat Sep 26 2009,Genk,1-1,1-0,Roeselare
Sat Sep 26 2009,Kortrijk,0-2,0-1,Standard
Sat Sep 26 2009,Lokeren,4-1,2-0,Charleroi
Sat Sep 26 2009,Waregem,3-1,3-1,Gent
Sat Sep 26 2009,Westerlo,2-0,1-0,St Truiden
Sun Sep 27 2009,Anderlecht,1-0,0-0,Germinal
Mon Sep 28 2009,Cercle Brugge,1-0,1-0,Mechelen
Sat Oct 3 2009,Charleroi,3-3,1-2,Kortrijk
Sat Oct 3 2009,Germinal,3-1,0-1,Westerlo
Sat Oct 3 2009,Mechelen,2-0,1-0,Lokeren
Sat Oct 3 2009,Roeselare,3-2,1-1,Cercle Brugge
Sat Oct 3 2009,St Truiden,1-2,0-1,Waregem
Sun Oct 4 2009,Club Brugge,4-2,3-1,Anderlecht
Sun Oct 4 2009,Standard,1-0,0-0,Genk
Sat Oct 17 2009,Anderlecht,2-0,2-0,Charleroi
Sat Oct 17 2009,Kortrijk,2-0,1-0,Roeselare
Sat Oct 17 2009,Lokeren,1-1,0-0,Cercle Brugge
Sat Oct 17 2009,Waregem,4-0,2-0,Germinal
Sat Oct 17 2009,Westerlo,2-0,2-0,Standard
Sun Oct 18 2009,Club Brugge,1-0,0-0,Gent
Sun Oct 18 2009,Genk,1-2,1-1,Mechelen
Fri Oct 23 2009,Lokeren,0-2,0-0,Genk
Sat Oct 24 2009,Cercle Brugge,1-1,0-0,Kortrijk
Sat Oct 24 2009,Charleroi,1-1,0-0,Westerlo
Sat Oct 24 2009,St Truiden,1-2,1-0,Gent
Sat Oct 24 2009,Standard,1-1,1-1,Waregem
Sun Oct 25 2009,Mechelen,0-2,0-1,Anderlecht
Sun Oct 25 2009,Roeselare,2-3,0-2,Club Brugge
Sat Oct 31 2009,Anderlecht,2-0,1-0,Lokeren
Sat Oct 31 2009,Club Brugge,1-0,0-0,St Truiden
