Date,Team 1,FT,HT,Team 2
Sat Aug 2 1997,Aberdeen,0-0,0-0,Kilmarnock
Sat Aug 2 1997,Dunfermline,0-2,0-0,Motherwell
Sat Aug 2 1997,St Johnstone,1-1,0-1,Dundee United
Sun Aug 3 1997,Hibernian,2-1,1-1,Celtic
Mon Aug 4 1997,Rangers,3-1,2-0,Hearts
Sat Aug 16 1997,Celtic,1-2,1-0,Dunfermline
Sat Aug 16 1997,Hearts,4-1,3-1,Aberdeen
Sat Aug 16 1997,Motherwell,0-1,0-0,St Johnstone
Sun Aug 17 1997,Dundee United,1-1,1-0,Hibernian
Sat Aug 23 1997,Aberdeen,1-3,1-2,Motherwell
Sat Aug 23 1997,Dunfermline,2-1,0-0,Hearts
Sat Aug 23 1997,Hibernian,4-0,2-0,Kilmarnock
Sat Aug 23 1997,Rangers,5-1,3-0,Dundee United
Sat Aug 23 1997,St Johnstone,0-2,0-1,Celtic
Sat Aug 30 1997,Aberdeen,1-1,1-1,Dundee United
Sat Aug 30 1997,Dunfermline,2-2,1-0,St Johnstone
Sat Aug 30 1997,Hibernian,0-1,0-1,Hearts
Sat Sep 13 1997,Dundee United,1-2,0-1,Kilmarnock
Sat Sep 13 1997,Hibernian,5-2,3-1,Dunfermline
Sat Sep 13 1997,Motherwell,2-3,1-0,Celtic
Sat Sep 13 1997,Rangers,3-3,1-0,Aberdeen
Sat Sep 13 1997,St Johnstone,1-2,0-1,Hearts
Sat Sep 20 1997,Celtic,2-0,2-0,Aberdeen
Sat Sep 20 1997,Hearts,2-1,1-1,Dundee United
Sat Sep 20 1997,Motherwell,1-1,0-0,Hibernian
Sat Sep 20 1997,St Johnstone,0-2,0-1,Rangers
Sun Sep 21 1997,Dunfermline,1-1,0-0,Kilmarnock
Wed Sep 24 1997,Kilmarnock,0-3,0-0,Rangers
Sat Sep 27 1997,Aberdeen,1-2,1-1,Dunfermline
Sat Sep 27 1997,Dundee United,1-2,0-2,Celtic
Sat Sep 27 1997,Hibernian,1-1,1-1,St Johnstone
Sat Sep 27 1997,Kilmarnock,0-3,0-3,Hearts
Sat Sep 27 1997,Rangers,2-2,1-2,Motherwell
Sat Oct 4 1997,Celtic,4-0,4-0,Kilmarnock
Sat Oct 4 1997,Dunfermline,3-3,0-3,Dundee United
Sat Oct 4 1997,Hibernian,3-4,2-1,Rangers
Sat Oct 4 1997,Motherwell,1-4,1-3,Hearts
Sat Oct 4 1997,St Johnstone,1-0,1-0,Aberdeen
Wed Oct 8 1997,Kilmarnock,2-1,2-1,Motherwell
Sat Oct 18 1997,Aberdeen,2-0,2-0,Hibernian
Sat Oct 18 1997,Dundee United,4-0,2-0,Motherwell
Sat Oct 18 1997,Hearts,1-2,0-2,Celtic
Sat Oct 18 1997,Kilmarnock,0-1,0-1,St Johnstone
Sat Oct 18 1997,Rangers,7-0,3-0,Dunfermline
Sat Oct 25 1997,Celtic,2-0,2-0,St Johnstone
Sat Oct 25 1997,Dundee United,2-1,1-0,Rangers
Sat Oct 25 1997,Kilmarnock,2-1,0-0,Hibernian
Sat Oct 25 1997,Motherwell,1-2,0-1,Aberdeen
Sun Oct 26 1997,Hearts,3-1,1-0,Dunfermline
Sat Nov 1 1997,Aberdeen,1-4,1-0,Hearts
Sat Nov 1 1997,Dunfermline,0-2,0-0,Celtic
Sat Nov 1 1997,Hibernian,1-3,0-1,Dundee United
Sat Nov 1 1997,Rangers,4-1,1-1,Kilmarnock
Sat Nov 1 1997,St Johnstone,4-3,2-0,Motherwell
Sat Nov 8 1997,Hearts,2-0,1-0,Hibernian
Sat Nov 8 1997,Motherwell,0-1,0-0,Kilmarnock
Sat Nov 8 1997,Rangers,1-0,1-0,Celtic
Sat Nov 8 1997,St Johnstone,0-2,0-1,Dunfermline
Sun Nov 9 1997,Dundee United,5-0,3-0,Aberdeen
Sat Nov 15 1997,Aberdeen,1-1,1-0,Rangers
Sat Nov 15 1997,Celtic,0-2,0-1,Motherwell
Sat Nov 15 1997,Dunfermline,2-1,1-0,Hibernian
Sat Nov 15 1997,Hearts,2-1,0-0,St Johnstone
