Date,Team 1,FT,HT,Team 2
Sat Jul 15 2017,Ural,1-1,?,FK Rostov
Sat Jul 15 2017,Tosno,0-1,?,Ufa
Sat Jul 15 2017,FK Anzi Makhackala,1-3,?,CSKA Moscow
Sun Jul 16 2017,SKA Khabarovsk,0-2,?,Zenit
Sun Jul 16 2017,Rubin Kazan,1-2,?,Krasnodar
Sun Jul 16 2017,Akhmat Grozny,1-0,?,Amkar
Tue Jul 18 2017,Dynamo Moscow,2-2,?,Spartak Moscow
Tue Jul 18 2017,Lokomotiv Moscow,1-0,?,Arsenal Tula
Fri Jul 21 2017,CSKA Moscow,1-3,?,Lokomotiv Moscow
Fri Jul 21 2017,FK Anzi Makhackala,1-0,?,Amkar
Sat Jul 22 2017,Zenit,2-1,?,Rubin Kazan
Sat Jul 22 2017,Krasnodar,2-0,?,Tosno
Sun Jul 23 2017,Ufa,0-0,?,Spartak Moscow
Sun Jul 23 2017,Dynamo Moscow,0-1,?,Ural
Sun Jul 23 2017,FK Rostov,0-1,?,Akhmat Grozny
Mon Jul 24 2017,Arsenal Tula,1-0,?,SKA Khabarovsk
Sat Jul 29 2017,CSKA Moscow,2-0,?,SKA Khabarovsk
Sat Jul 29 2017,Ural,1-1,?,Ufa
Sat Jul 29 2017,Rubin Kazan,2-1,?,Arsenal Tula
Sat Jul 29 2017,Akhmat Grozny,2-0,?,Dynamo Moscow
Sun Jul 30 2017,Amkar,0-1,?,FK Rostov
Sun Jul 30 2017,Lokomotiv Moscow,1-0,?,FK Anzi Makhackala
Sun Jul 30 2017,Tosno,0-1,?,Zenit
Mon Jul 31 2017,Spartak Moscow,2-0,?,Krasnodar
Fri Aug 4 2017,FK Anzi Makhackala,0-1,?,FK Rostov
Sat Aug 5 2017,Ufa,3-2,?,Akhmat Grozny
Sat Aug 5 2017,Dynamo Moscow,3-0,?,Amkar
Sat Aug 5 2017,Lokomotiv Moscow,1-0,?,SKA Khabarovsk
Sun Aug 6 2017,Arsenal Tula,1-2,?,Tosno
Sun Aug 6 2017,CSKA Moscow,1-2,?,Rubin Kazan
Sun Aug 6 2017,Krasnodar,1-1,?,Ural
Sun Aug 6 2017,Zenit,5-1,?,Spartak Moscow
Tue Aug 8 2017,SKA Khabarovsk,2-0,?,FK Anzi Makhackala
Tue Aug 8 2017,Amkar,0-0,?,Ufa
Wed Aug 9 2017,Ural,1-1,?,Zenit
Wed Aug 9 2017,Spartak Moscow,2-0,?,Arsenal Tula
Wed Aug 9 2017,FK Rostov,1-0,?,Dynamo Moscow
Wed Aug 9 2017,Rubin Kazan,1-1,?,Lokomotiv Moscow
Wed Aug 9 2017,Tosno,1-2,?,CSKA Moscow
Thu Aug 10 2017,Akhmat Grozny,2-3,?,Krasnodar
Sat Aug 12 2017,Ufa,1-4,?,FK Rostov
Sat Aug 12 2017,CSKA Moscow,2-1,?,Spartak Moscow
Sat Aug 12 2017,FK Anzi Makhackala,1-3,?,Dynamo Moscow
Sun Aug 13 2017,SKA Khabarovsk,1-1,?,Rubin Kazan
