Date,Team 1,FT,HT,Team 2
Fri Jul 14 2017,Aarhus,1-2,?,Horsens
Sat Jul 15 2017,FC Copenhagen,1-1,?,Aalborg
Sat Jul 15 2017,Sonderjyske,0-0,?,Randers FC
Sun Jul 16 2017,Lyngby,2-1,?,Silkeborg
Sun Jul 16 2017,Hobro,2-1,?,Helsingor
Sun Jul 16 2017,Brondby,4-0,?,Midtjylland
Mon Jul 17 2017,Odense,1-2,?,Nordsjaelland
Fri Jul 21 2017,Aarhus,2-0,?,Hobro
Sat Jul 22 2017,Randers FC,0-3,?,FC Copenhagen
Sun Jul 23 2017,Horsens,4-1,?,Lyngby
Sun Jul 23 2017,Aalborg,1-4,?,Sonderjyske
Sun Jul 23 2017,Nordsjaelland,3-2,?,Brondby
Sun Jul 23 2017,Midtjylland,2-0,?,Silkeborg
Mon Jul 24 2017,Helsingor,0-2,?,Odense
Fri Jul 28 2017,Sonderjyske,1-2,?,Helsingor
Sat Jul 29 2017,Odense,1-0,?,Horsens
Sat Jul 29 2017,FC Copenhagen,0-0,?,Hobro
Sun Jul 30 2017,Midtjylland,2-1,?,Randers FC
Sun Jul 30 2017,Nordsjaelland,3-2,?,Aalborg
Sun Jul 30 2017,Brondby,5-3,?,Lyngby
Mon Jul 31 2017,Silkeborg,2-1,?,Aarhus
Fri Aug 4 2017,Horsens,1-0,?,Silkeborg
Sat Aug 5 2017,Hobro,2-0,?,Randers FC
Sun Aug 6 2017,Lyngby,1-4,?,Nordsjaelland
Sun Aug 6 2017,Helsingor,2-1,?,Midtjylland
Sun Aug 6 2017,Odense,0-0,?,Aalborg
Sun Aug 6 2017,Brondby,1-0,?,FC Copenhagen
Mon Aug 7 2017,Sonderjyske,3-0,?,Aarhus
Fri Aug 11 2017,Silkeborg,4-1,?,Helsingor
Sat Aug 12 2017,Lyngby,1-1,?,Sonderjyske
Sat Aug 12 2017,FC Copenhagen,1-1,?,Horsens
Sun Aug 13 2017,Midtjylland,4-3,?,Nordsjaelland
Sun Aug 13 2017,Randers FC,0-0,?,Brondby
Sun Aug 13 2017,Aarhus,0-0,?,Odense
Mon Aug 14 2017,Aalborg,1-1,?,Hobro
Fri Aug 18 2017,Horsens,0-0,?,Aalborg
Fri Aug 18 2017,Randers FC,1-1,?,Silkeborg
Sat Aug 19 2017,FC Copenhagen,3-2,?,Sonderjyske
Sun Aug 20 2017,Odense,0-2,?,Midtjylland
Sun Aug 20 2017,Hobro,3-0,?,Lyngby
Sun Aug 20 2017,Aarhus,2-0,?,Brondby
Mon Aug 21 2017,Nordsjaelland,1-0,?,Helsingor
Fri Aug 25 2017,Sonderjyske,2-2,?,Odense
Fri Aug 25 2017,Silkeborg,0-2,?,Hobro
Sat Aug 26 2017,Helsingor,2-0,?,Randers FC
Sat Aug 26 2017,Aalborg,0-0,?,Aarhus
Sun Aug 27 2017,Midtjylland,1-1,?,Lyngby
Sun Aug 27 2017,Brondby,2-0,?,Horsens
Sun Aug 27 2017,Nordsjaelland,3-0,?,FC Copenhagen
Fri Sep 8 2017,Horsens,2-2,?,Nordsjaelland
Fri Sep 8 2017,Hobro,3-2,?,Sonderjyske
Sat Sep 9 2017,Aarhus,1-4,?,Randers FC
Sun Sep 10 2017,Lyngby,3-1,?,Helsingor
Sun Sep 10 2017,FC Copenhagen,4-3,?,Midtjylland
Sun Sep 10 2017,Odense,1-1,?,Brondby
Mon Sep 11 2017,Aalborg,2-1,?,Silkeborg
Fri Sep 15 2017,Silkeborg,1-0,?,Odense
Fri Sep 15 2017,Randers FC,0-0,?,Lyngby
Sat Sep 16 2017,Sonderjyske,2-2,?,Horsens
Sun Sep 17 2017,Midtjylland,5-1,?,Hobro
Sun Sep 17 2017,Helsingor,0-4,?,FC Copenhagen
Sun Sep 17 2017,Brondby,0-0,?,Aalborg
Mon Sep 18 2017,Nordsjaelland,1-2,?,Aarhus
