Date,Team 1,FT,HT,Team 2
Fri Aug 11 2017,Buyuksehyr,1-0,1-0,Bursaspor
Sat Aug 12 2017,Akhisar Belediyespor,1-0,0-0,Sivasspor
Sat Aug 12 2017,Alanyaspor,1-3,1-2,Kasimpasa
Sat Aug 12 2017,Genclerbirligi,1-1,1-1,Karabukspor
Sat Aug 12 2017,Goztep,2-2,1-1,Fenerbahce
Sun Aug 13 2017,Besiktas,2-0,1-0,Antalyaspor
Sun Aug 13 2017,Trabzonspor,2-1,1-1,Konyaspor
Sun Aug 13 2017,Yeni Malatyaspor,3-1,1-0,Osmanlispor
Mon Aug 14 2017,Galatasaray,4-1,3-1,Kayserispor
Fri Aug 18 2017,Kasimpasa,2-2,1-2,Besiktas
Sat Aug 19 2017,Bursaspor,3-2,2-0,Alanyaspor
Sat Aug 19 2017,Karabukspor,3-1,2-1,Buyuksehyr
Sat Aug 19 2017,Osmanlispor,1-3,0-2,Galatasaray
Sat Aug 19 2017,Sivasspor,2-0,1-0,Yeni Malatyaspor
Sun Aug 20 2017,Antalyaspor,2-2,1-1,Akhisar Belediyespor
Sun Aug 20 2017,Fenerbahce,2-2,1-1,Trabzonspor
Sun Aug 20 2017,Kayserispor,1-0,1-0,Goztep
Mon Aug 21 2017,Konyaspor,3-0,2-0,Genclerbirligi
Fri Aug 25 2017,Alanyaspor,1-1,0-1,Karabukspor
Fri Aug 25 2017,Galatasaray,3-0,1-0,Sivasspor
Sat Aug 26 2017,Besiktas,2-1,1-1,Bursaspor
Sat Aug 26 2017,Goztep,3-2,2-2,Trabzonspor
Sat Aug 26 2017,Kayserispor,2-2,1-1,Osmanlispor
Sat Aug 26 2017,Yeni Malatyaspor,1-1,0-1,Antalyaspor
Sun Aug 27 2017,Akhisar Belediyespor,2-1,0-0,Kasimpasa
Sun Aug 27 2017,Buyuksehyr,2-1,0-0,Konyaspor
Sun Aug 27 2017,Genclerbirligi,1-2,1-1,Fenerbahce
Sat Sep 9 2017,Fenerbahce,2-3,1-2,Buyuksehyr
Sat Sep 9 2017,Karabukspor,0-1,0-0,Besiktas
Sat Sep 9 2017,Konyaspor,0-2,0-1,Alanyaspor
Sat Sep 9 2017,Sivasspor,0-2,0-1,Kayserispor
Sun Sep 10 2017,Antalyaspor,1-1,0-1,Galatasaray
Sun Sep 10 2017,Bursaspor,3-0,0-0,Akhisar Belediyespor
Sun Sep 10 2017,Osmanlispor,0-2,0-2,Goztep
Sun Sep 10 2017,Trabzonspor,3-1,0-1,Genclerbirligi
Mon Sep 11 2017,Kasimpasa,3-2,1-1,Yeni Malatyaspor
