Date,Team 1,FT,HT,Team 2
Sat Jul 22 2017,SK Rapid,2-2,?,Mattersburg
Sat Jul 22 2017,Wolfsberger AC,0-2,?,Salzburg
Sat Jul 22 2017,LASK,3-0,?,Admira
Sun Jul 23 2017,Altach,3-0,?,Austria Vienna
Sun Jul 23 2017,Sturm Graz,3-2,?,St. Polten
Sat Jul 29 2017,Salzburg,1-1,?,LASK
Sat Jul 29 2017,Mattersburg,1-0,?,Wolfsberger AC
Sat Jul 29 2017,St. Polten,1-4,?,SK Rapid
Sun Jul 30 2017,Austria Vienna,2-3,?,Sturm Graz
Sun Jul 30 2017,Admira,4-1,?,Altach
Sat Aug 5 2017,LASK,2-0,?,St. Polten
Sat Aug 5 2017,Salzburg,5-1,?,Admira
Sun Aug 6 2017,Wolfsberger AC,1-0,?,Altach
Sun Aug 6 2017,SK Rapid,2-2,?,Austria Vienna
Sun Aug 6 2017,Mattersburg,2-3,?,Sturm Graz
Sat Aug 12 2017,Altach,0-1,?,Salzburg
Sat Aug 12 2017,Austria Vienna,2-0,?,LASK
Sat Aug 12 2017,St. Polten,0-0,?,Mattersburg
Sat Aug 12 2017,Sturm Graz,2-1,?,Wolfsberger AC
Sun Aug 13 2017,Admira,3-1,?,SK Rapid
Sat Aug 19 2017,SK Rapid,1-2,?,Sturm Graz
Sat Aug 19 2017,Wolfsberger AC,2-0,?,Admira
Sun Aug 20 2017,LASK,0-0,?,Altach
Sun Aug 20 2017,Salzburg,5-1,?,St. Polten
Sun Aug 20 2017,Mattersburg,1-3,?,Austria Vienna
Sat Aug 26 2017,Wolfsberger AC,2-1,?,St. Polten
Sat Aug 26 2017,SK Rapid,1-0,?,LASK
Sun Aug 27 2017,Altach,1-0,?,Mattersburg
Sun Aug 27 2017,Sturm Graz,1-0,?,Salzburg
Sun Aug 27 2017,Admira,1-3,?,Austria Vienna
Sat Sep 9 2017,LASK,2-1,?,Sturm Graz
Sat Sep 9 2017,Austria Vienna,2-2,?,Wolfsberger AC
Sat Sep 9 2017,Mattersburg,0-5,?,Admira
Sat Sep 9 2017,St. Polten,1-2,?,Altach
Sun Sep 10 2017,Salzburg,2-2,?,SK Rapid
Sat Sep 16 2017,Altach,2-2,?,SK Rapid
Sat Sep 16 2017,Wolfsberger AC,0-0,?,LASK
Sat Sep 16 2017,Admira,2-1,?,Sturm Graz
Sun Sep 17 2017,Mattersburg,1-2,?,Salzburg
Sun Sep 17 2017,Austria Vienna,5-1,?,St. Polten
Sat Sep 23 2017,SK Rapid,4-2,?,Wolfsberger AC
Sat Sep 23 2017,LASK,2-2,?,Mattersburg
Sat Sep 23 2017,St. Polten,1-1,?,Admira
Sat Sep 23 2017,Sturm Graz,0-0,?,Altach
Sun Sep 24 2017,Salzburg,0-0,?,Austria Vienna
Sat Sep 30 2017,St. Polten,0-3,?,Sturm Graz
Sat Sep 30 2017,Admira,4-2,?,LASK
Sat Sep 30 2017,Mattersburg,0-1,?,SK Rapid
Sun Oct 1 2017,Austria Vienna,2-0,?,Altach
Sun Oct 1 2017,Salzburg,2-1,?,Wolfsberger AC
Sat Oct 14 2017,LASK,1-3,?,Salzburg
Sat Oct 14 2017,Wolfsberger AC,2-2,?,Mattersburg
Sat Oct 14 2017,Altach,2-2,?,Admira
Sat Oct 14 2017,SK Rapid,1-0,?,St. Polten
Sun Oct 15 2017,Sturm Graz,3-0,?,Austria Vienna
Sat Oct 21 2017,Sturm Graz,3-2,?,Mattersburg
Sat Oct 21 2017,Altach,3-2,?,Wolfsberger AC
Sat Oct 21 2017,St. Polten,0-1,?,LASK
Sun Oct 22 2017,Admira,1-1,?,Salzburg
Sun Oct 22 2017,Austria Vienna,0-1,?,SK Rapid
