Date,Team 1,FT,HT,Team 2
Fri Feb 12 2021,Banfield,2-0,?,Racing Club
Fri Feb 12 2021,Central Cordoba,0-3,?,Colon Santa FE
Fri Feb 12 2021,Union de Santa Fe,2-2,?,Atl. Tucuman
Sat Feb 13 2021,Aldosivi,1-2,?,Godoy Cruz
Sat Feb 13 2021,Talleres Cordoba,1-0,?,Patronato
Sat Feb 13 2021,Velez Sarsfield,1-0,?,Newells Old Boys
Sat Feb 13 2021,San Lorenzo,2-1,?,Arsenal Sarandi
Sun Feb 14 2021,Defensa y Justicia,3-2,?,Huracan
Sun Feb 14 2021,Boca Juniors,2-2,?,Gimnasia L.P.
Sun Feb 14 2021,Estudiantes L.P.,2-1,?,River Plate
Mon Feb 15 2021,Rosario Central,2-1,?,Argentinos Jrs
Mon Feb 15 2021,Independiente,0-1,?,Lanus
Fri Feb 19 2021,Gimnasia L.P.,3-0,?,Talleres Cordoba
Fri Feb 19 2021,Arsenal Sarandi,0-2,?,Banfield
Sat Feb 20 2021,Godoy Cruz,0-2,?,Estudiantes L.P.
Sat Feb 20 2021,Lanus,2-1,?,Defensa y Justicia
Sat Feb 20 2021,Racing Club,2-2,?,Aldosivi
Sat Feb 20 2021,River Plate,3-0,?,Rosario Central
Sun Feb 21 2021,Argentinos Jrs,0-1,?,Platense
Sun Feb 21 2021,Sarmiento Junin,1-2,?,Velez Sarsfield
Sun Feb 21 2021,Patronato,0-1,?,Independiente
Sun Feb 21 2021,Newells Old Boys,0-1,?,Boca Juniors
Mon Feb 22 2021,Atl. Tucuman,1-2,?,Central Cordoba
Mon Feb 22 2021,Huracan,1-1,?,Union de Santa Fe
Mon Feb 22 2021,Colon Santa FE,2-0,?,San Lorenzo
Fri Feb 26 2021,Aldosivi,3-0,?,Arsenal Sarandi
Fri Feb 26 2021,Defensa y Justicia,1-0,?,Patronato
Fri Feb 26 2021,Argentinos Jrs,0-2,?,Velez Sarsfield
Sat Feb 27 2021,Banfield,0-3,?,Colon Santa FE
Sat Feb 27 2021,Talleres Cordoba,2-2,?,Newells Old Boys
Sat Feb 27 2021,Independiente,1-0,?,Gimnasia L.P.
Sat Feb 27 2021,San Lorenzo,0-4,?,Central Cordoba
Sun Feb 28 2021,Platense,0-1,?,River Plate
Sun Feb 28 2021,Estudiantes L.P.,0-0,?,Racing Club
Sun Feb 28 2021,Boca Juniors,1-1,?,Sarmiento Junin
Mon Mar 1 2021,Union de Santa Fe,3-2,?,Lanus
Mon Mar 1 2021,Rosario Central,2-2,?,Godoy Cruz
Fri Mar 5 2021,Newells Old Boys,1-2,?,Independiente
Fri Mar 5 2021,Central Cordoba,1-1,?,Banfield
