Date,Team 1,FT,HT,Team 2
Fri Apr 16 2021,Houston Dynamo,2-1,?,San Jose Earthquakes
Fri Apr 16 2021,Seattle Sounders,4-0,?,Minnesota United
Sat Apr 17 2021,CF Montreal,4-2,?,Toronto FC
Sat Apr 17 2021,Orlando City,0-0,?,Atlanta Utd
Sat Apr 17 2021,Los Angeles FC,2-0,?,Austin FC
Sat Apr 17 2021,DC United,2-1,?,New York City
Sat Apr 17 2021,FC Dallas,0-0,?,Colorado Rapids
Sat Apr 17 2021,New York Red Bulls,1-2,?,Sporting Kansas City
Sat Apr 17 2021,Chicago Fire,2-2,?,New England Revolution
Sat Apr 17 2021,Nashville SC,2-2,?,FC Cincinnati
Sun Apr 18 2021,Inter Miami,2-3,?,Los Angeles Galaxy
Sun Apr 18 2021,Columbus Crew,0-0,?,Philadelphia Union
Sun Apr 18 2021,Vancouver Whitecaps,1-0,?,Portland Timbers
Fri Apr 23 2021,Sporting Kansas City,1-1,?,Orlando City
Sat Apr 24 2021,New York City,5-0,?,FC Cincinnati
Sat Apr 24 2021,Nashville SC,2-2,?,CF Montreal
Sat Apr 24 2021,Toronto FC,2-2,?,Vancouver Whitecaps
Sat Apr 24 2021,San Jose Earthquakes,3-1,?,FC Dallas
Sat Apr 24 2021,Los Angeles FC,1-1,?,Seattle Sounders
Sat Apr 24 2021,Atlanta Utd,3-1,?,Chicago Fire
Sat Apr 24 2021,Minnesota United,1-2,?,Real Salt Lake
Sat Apr 24 2021,New England Revolution,1-0,?,DC United
Sat Apr 24 2021,Philadelphia Union,1-2,?,Inter Miami
Sat Apr 24 2021,Colorado Rapids,1-3,?,Austin FC
Sat Apr 24 2021,Portland Timbers,2-1,?,Houston Dynamo
Sun Apr 25 2021,Los Angeles Galaxy,3-2,?,New York Red Bulls
Sat May 1 2021,New York Red Bulls,2-0,?,Chicago Fire
Sat May 1 2021,Real Salt Lake,3-1,?,Sporting Kansas City
Sat May 1 2021,CF Montreal,0-0,?,Columbus Crew
Sat May 1 2021,Houston Dynamo,1-1,?,Los Angeles FC
Sat May 1 2021,New England Revolution,2-1,?,Atlanta Utd
Sat May 1 2021,Orlando City,3-0,?,FC Cincinnati
Sat May 1 2021,Philadelphia Union,0-2,?,New York City
Sat May 1 2021,FC Dallas,4-1,?,Portland Timbers
Sat May 1 2021,Minnesota United,0-1,?,Austin FC
Sat May 1 2021,San Jose Earthquakes,4-1,?,DC United
Sun May 2 2021,Nashville SC,0-0,?,Inter Miami
Sun May 2 2021,Seattle Sounders,3-0,?,Los Angeles Galaxy
