Date,Team 1,FT,HT,Team 2
Tue Apr 20 2021,Chongqing Liangjiang Athletic,0-2,?,Shandong Taishan
Tue Apr 20 2021,Guangzhou FC,2-2,?,Guangzhou City
Wed Apr 21 2021,Qingdao FC,2-1,?,Cangzhou
Wed Apr 21 2021,Henan Songshan Longmen,1-2,?,Shenzhen
Thu Apr 22 2021,Dalian Pro,1-2,?,Changchun Yatai
Thu Apr 22 2021,Tianjin Jinmen Tiger,1-6,?,Shanghai Port
Fri Apr 23 2021,Hebei,1-1,?,Wuhan FC
Fri Apr 23 2021,Shanghai Shenhua,2-1,?,Beijing Guoan
Mon Apr 26 2021,Shenzhen,0-0,?,Qingdao FC
Mon Apr 26 2021,Guangzhou City,3-1,?,Chongqing Liangjiang Athletic
Tue Apr 27 2021,Shandong Taishan,1-0,?,Guangzhou FC
Tue Apr 27 2021,Cangzhou,0-0,?,Henan Songshan Longmen
Wed Apr 28 2021,Shanghai Port,3-1,?,Beijing Guoan
Wed Apr 28 2021,Dalian Pro,0-1,?,Hebei
Thu Apr 29 2021,Wuhan FC,1-3,?,Shanghai Shenhua
Thu Apr 29 2021,Changchun Yatai,0-0,?,Tianjin Jinmen Tiger
Sun May 2 2021,Henan Songshan Longmen,1-1,?,Shandong Taishan
Sun May 2 2021,Guangzhou FC,2-0,?,Shenzhen
Mon May 3 2021,Qingdao FC,0-1,?,Guangzhou City
Mon May 3 2021,Chongqing Liangjiang Athletic,2-2,?,Cangzhou
Tue May 4 2021,Changchun Yatai,0-0,?,Wuhan FC
Tue May 4 2021,Beijing Guoan,2-0,?,Dalian Pro
Wed May 5 2021,Tianjin Jinmen Tiger,0-1,?,Hebei
Wed May 5 2021,Shanghai Shenhua,1-1,?,Shanghai Port
Sat May 8 2021,Shandong Taishan,2-0,?,Qingdao FC
Sat May 8 2021,Guangzhou City,2-4,?,Shenzhen
Sun May 9 2021,Chongqing Liangjiang Athletic,3-2,?,Henan Songshan Longmen
Sun May 9 2021,Cangzhou,0-2,?,Guangzhou FC
Mon May 10 2021,Hebei,1-1,?,Shanghai Shenhua
Mon May 10 2021,Wuhan FC,0-2,?,Beijing Guoan
Tue May 11 2021,Dalian Pro,1-0,?,Tianjin Jinmen Tiger
Tue May 11 2021,Shanghai Port,0-0,?,Changchun Yatai
Fri May 14 2021,Shenzhen,2-2,?,Shandong Taishan
Fri May 14 2021,Guangzhou City,0-0,?,Cangzhou
Sat May 15 2021,Qingdao FC,1-0,?,Chongqing Liangjiang Athletic
Sun May 16 2021,Shanghai Port,3-0,?,Dalian Pro
Mon May 17 2021,Tianjin Jinmen Tiger,2-1,?,Wuhan FC
Mon May 17 2021,Changchun Yatai,1-0,?,Shanghai Shenhua
Thu Jul 15 2021,Henan Songshan Longmen,1-1,?,Guangzhou FC
Fri Jul 16 2021,Beijing Guoan,2-1,?,Hebei
Sun Jul 18 2021,Guangzhou FC,3-1,?,Chongqing Liangjiang Athletic
Sun Jul 18 2021,Henan Songshan Longmen,2-0,?,Qingdao FC
Sun Jul 18 2021,Shandong Taishan,0-0,?,Guangzhou City
Sun Jul 18 2021,Shenzhen,2-1,?,Cangzhou
Mon Jul 19 2021,Beijing Guoan,0-0,?,Tianjin Jinmen Tiger
Mon Jul 19 2021,Wuhan FC,0-0,?,Shanghai Port
Mon Jul 19 2021,Shanghai Shenhua,3-2,?,Dalian Pro
Mon Jul 19 2021,Hebei,2-1,?,Changchun Yatai
Wed Jul 21 2021,Cangzhou,0-2,?,Shandong Taishan
Wed Jul 21 2021,Qingdao FC,0-6,?,Guangzhou FC
Wed Jul 21 2021,Chongqing Liangjiang Athletic,0-3,?,Shenzhen
Wed Jul 21 2021,Guangzhou City,1-1,?,Henan Songshan Longmen
