Date,Team 1,FT,HT,Team 2
Sat Aug 26 1995,Kalamata,2-3,?,OFI
Sun Aug 27 1995,AEK,3-0,?,Paniliakos
Sun Aug 27 1995,Athinaikos,0-1,?,Olympiakos
Sun Aug 27 1995,Edessaikos,0-0,?,Apollon
Sun Aug 27 1995,Ethnikos,1-2,?,Panahaiki
Sun Aug 27 1995,Ionikos,2-1,?,Panionios
Sun Aug 27 1995,Iraklis,3-2,?,Aris
Sun Aug 27 1995,Larisa,0-1,?,Panathinaikos
Sun Aug 27 1995,Xanthi,2-2,?,PAOK
Sat Sep 9 1995,Panathinaikos,2-0,?,Xanthi
Sat Sep 9 1995,Panionios,1-2,?,Olympiakos
Sun Sep 10 1995,Apollon,4-0,?,Larisa
Sun Sep 10 1995,Aris,2-1,?,AEK
Sun Sep 10 1995,Ethnikos,2-3,?,Kalamata
Sun Sep 10 1995,OFI,4-1,?,Edessaikos
Sun Sep 10 1995,Panahaiki,1-0,?,Iraklis
Sun Sep 10 1995,Paniliakos,0-0,?,Ionikos
Sun Sep 10 1995,PAOK,1-0,?,Athinaikos
Sun Sep 17 1995,AEK,5-1,?,Panahaiki
Sun Sep 17 1995,Athinaikos,1-2,?,Panathinaikos
Sun Sep 17 1995,Ionikos,3-1,?,Aris
Sun Sep 17 1995,Iraklis,4-1,?,Ethnikos
Sun Sep 17 1995,Kalamata,1-1,?,Edessaikos
Sun Sep 17 1995,Larisa,2-6,?,OFI
Sun Sep 17 1995,Olympiakos,3-0,?,Paniliakos
Sun Sep 17 1995,Panionios,2-1,?,PAOK
Sun Sep 17 1995,Xanthi,1-0,?,Apollon
Sat Sep 23 1995,Aris,0-0,?,Olympiakos
Sat Sep 23 1995,Panathinaikos,5-3,?,Panionios
Sun Sep 24 1995,Apollon,0-0,?,Athinaikos
Sun Sep 24 1995,Edessaikos,3-1,?,Larisa
Sun Sep 24 1995,Ethnikos,0-3,?,AEK
Sun Sep 24 1995,Iraklis,2-1,?,Kalamata
Sun Sep 24 1995,OFI,3-0,?,Xanthi
Sun Sep 24 1995,Panahaiki,1-2,?,Ionikos
Sun Sep 24 1995,Paniliakos,1-1,?,PAOK
Sat Sep 30 1995,Kalamata,5-0,?,Larisa
Sun Oct 1 1995,Athinaikos,3-2,?,OFI
Sun Oct 1 1995,Ionikos,4-1,?,Ethnikos
Sun Oct 1 1995,Olympiakos,6-1,?,Panahaiki
Sun Oct 1 1995,Paniliakos,0-1,?,Panathinaikos
Sun Oct 1 1995,Panionios,2-2,?,Apollon
Sun Oct 1 1995,PAOK,1-0,?,Aris
Sun Oct 1 1995,Xanthi,1-1,?,Edessaikos
Mon Oct 2 1995,AEK,3-1,?,Iraklis
Sat Oct 14 1995,Aris,1-1,?,Panathinaikos
Sat Oct 14 1995,Ethnikos,0-3,?,Olympiakos
Sun Oct 15 1995,AEK,5-1,?,Kalamata
Sun Oct 15 1995,Apollon,2-1,?,Paniliakos
Sun Oct 15 1995,Edessaikos,5-2,?,Athinaikos
Sun Oct 15 1995,Iraklis,3-1,?,Ionikos
Sun Oct 15 1995,Larisa,1-2,?,Xanthi
Sun Oct 15 1995,OFI,2-2,?,Panionios
Sun Oct 15 1995,Panahaiki,3-2,?,PAOK
Sat Oct 21 1995,Paniliakos,4-2,?,OFI
Sun Oct 22 1995,Aris,2-0,?,Apollon
Sun Oct 22 1995,Athinaikos,1-0,?,Larisa
Sun Oct 22 1995,Kalamata,1-1,?,Xanthi
Sun Oct 22 1995,Olympiakos,2-1,?,Iraklis
Sun Oct 22 1995,Panathinaikos,1-0,?,Panahaiki
Sun Oct 22 1995,Panionios,1-2,?,Edessaikos
Sun Oct 22 1995,PAOK,2-0,?,Ethnikos
Mon Oct 23 1995,Ionikos,1-4,?,AEK
Sat Oct 28 1995,AEK,1-1,?,Olympiakos
Sat Oct 28 1995,Ethnikos,0-0,?,Panathinaikos
Sun Oct 29 1995,Edessaikos,1-3,?,Paniliakos
Sun Oct 29 1995,Ionikos,2-2,?,Kalamata
Sun Oct 29 1995,Iraklis,2-2,?,PAOK
Sun Oct 29 1995,Larisa,0-0,?,Panionios
Sun Oct 29 1995,OFI,2-0,?,Aris
Sun Oct 29 1995,Panahaiki,2-1,?,Apollon
Sun Oct 29 1995,Xanthi,3-0,?,Athinaikos
Sat Nov 4 1995,Panahaiki,0-1,?,OFI
Sun Nov 5 1995,Apollon,3-1,?,Ethnikos
Sun Nov 5 1995,Aris,2-0,?,Edessaikos
Sun Nov 5 1995,Kalamata,1-0,?,Athinaikos
Sun Nov 5 1995,Olympiakos,1-1,?,Ionikos
Sun Nov 5 1995,Panathinaikos,4-0,?,Iraklis
Sun Nov 5 1995,Paniliakos,4-2,?,Larisa
Sun Nov 5 1995,Panionios,3-0,?,Xanthi
Mon Nov 6 1995,PAOK,1-3,?,AEK
Sat Nov 18 1995,AEK,1-0,?,Panathinaikos
Sat Nov 18 1995,Athinaikos,2-1,?,Panionios
Sat Nov 18 1995,Edessaikos,2-0,?,Panahaiki
Sat Nov 18 1995,Ionikos,0-0,?,PAOK
Sat Nov 18 1995,Iraklis,1-1,?,Apollon
Sat Nov 18 1995,Larisa,1-0,?,Aris
Sat Nov 18 1995,OFI,3-2,?,Ethnikos
Sat Nov 18 1995,Olympiakos,4-1,?,Kalamata
Sat Nov 18 1995,Xanthi,1-3,?,Paniliakos
Sat Nov 25 1995,OFI,0-0,?,Iraklis
Sun Nov 26 1995,Apollon,0-3,?,AEK
Sun Nov 26 1995,Aris,2-2,?,Xanthi
Sun Nov 26 1995,Ethnikos,1-1,?,Edessaikos
Sun Nov 26 1995,Kalamata,1-0,?,Panionios
Sun Nov 26 1995,Panahaiki,1-1,?,Larisa
Sun Nov 26 1995,Panathinaikos,3-0,?,Ionikos
Sun Nov 26 1995,Paniliakos,4-1,?,Athinaikos
Sun Nov 26 1995,PAOK,0-0,?,Olympiakos
Sun Dec 3 1995,AEK,4-0,?,OFI
Sun Dec 3 1995,Athinaikos,0-0,?,Aris
Sun Dec 3 1995,Edessaikos,2-0,?,Iraklis
Sun Dec 3 1995,Ionikos,1-2,?,Apollon
Sun Dec 3 1995,Larisa,0-1,?,Ethnikos
Sun Dec 3 1995,Olympiakos,1-2,?,Panathinaikos
Sun Dec 3 1995,Panionios,1-0,?,Paniliakos
Sun Dec 3 1995,PAOK,1-1,?,Kalamata
Sun Dec 3 1995,Xanthi,3-1,?,Panahaiki
Sun Dec 10 1995,Apollon,3-4,?,Olympiakos
Sun Dec 10 1995,Aris,4-2,?,Panionios
Sun Dec 10 1995,Edessaikos,2-5,?,AEK
Sun Dec 10 1995,Ethnikos,1-2,?,Xanthi
Sun Dec 10 1995,Iraklis,2-1,?,Larisa
Sun Dec 10 1995,Kalamata,1-1,?,Paniliakos
Sun Dec 10 1995,OFI,3-1,?,Ionikos
Sun Dec 10 1995,Panahaiki,2-0,?,Athinaikos
Sun Dec 10 1995,Panathinaikos,2-0,?,PAOK
Sun Dec 17 1995,Athinaikos,2-0,?,Ethnikos
Sun Dec 17 1995,Ionikos,3-0,?,Edessaikos
Sun Dec 17 1995,Larisa,1-0,?,AEK
Sun Dec 17 1995,Olympiakos,3-1,?,OFI
Sun Dec 17 1995,Panathinaikos,4-0,?,Kalamata
Sun Dec 17 1995,Paniliakos,2-1,?,Aris
Sun Dec 17 1995,Panionios,1-0,?,Panahaiki
Sun Dec 17 1995,PAOK,2-1,?,Apollon
Sun Dec 17 1995,Xanthi,0-1,?,Iraklis
Sat Jan 6 1996,Apollon,2-3,?,Panathinaikos
Sun Jan 7 1996,AEK,2-1,?,Xanthi
Sun Jan 7 1996,Edessaikos,2-5,?,Olympiakos
Sun Jan 7 1996,Ethnikos,2-0,?,Panionios
Sun Jan 7 1996,Iraklis,1-2,?,Athinaikos
Sun Jan 7 1996,Kalamata,1-1,?,Aris
Sun Jan 7 1996,Larisa,1-0,?,Ionikos
Sun Jan 7 1996,OFI,2-1,?,PAOK
Sun Jan 7 1996,Panahaiki,0-0,?,Paniliakos
Sat Jan 13 1996,Athinaikos,0-1,?,AEK
Sun Jan 14 1996,Apollon,2-1,?,Kalamata
Sun Jan 14 1996,Aris,1-0,?,Panahaiki
Sun Jan 14 1996,Olympiakos,3-1,?,Larisa
Sun Jan 14 1996,Panathinaikos,4-0,?,OFI
Sun Jan 14 1996,Paniliakos,2-2,?,Ethnikos
Sun Jan 14 1996,Panionios,0-0,?,Iraklis
Sun Jan 14 1996,PAOK,0-1,?,Edessaikos
Sun Jan 14 1996,Xanthi,1-0,?,Ionikos
