Date,Team 1,FT,HT,Team 2
Sat Aug 4 2018,Aldershot,0-0,0-0,Barnet
Sat Aug 4 2018,Barrow,3-0,1-0,Havant & Waterlooville
Sat Aug 4 2018,Boreham Wood,1-0,0-0,Dag and Red
Sat Aug 4 2018,Braintree Town,0-2,0-1,Halifax
Sat Aug 4 2018,Dover Athletic,0-1,0-1,Wrexham
Sat Aug 4 2018,Eastleigh,1-2,0-0,Solihull
Sat Aug 4 2018,Ebbsfleet,0-1,0-0,Chesterfield
Sat Aug 4 2018,Fylde,2-1,1-0,Bromley
Sat Aug 4 2018,Harrogate,2-2,0-1,Sutton
Sat Aug 4 2018,Maidenhead,1-3,0-1,Gateshead
Sat Aug 4 2018,Maidstone,1-1,1-1,Hartlepool
Sat Aug 4 2018,Salford,1-1,0-0,Leyton Orient
Tue Aug 7 2018,Barnet,1-1,0-1,Braintree Town
Tue Aug 7 2018,Bromley,2-2,1-1,Dover Athletic
Tue Aug 7 2018,Chesterfield,3-0,2-0,Aldershot
Tue Aug 7 2018,Dag and Red,1-2,0-1,Maidstone
Tue Aug 7 2018,Gateshead,2-1,1-1,Salford
Tue Aug 7 2018,Halifax,2-0,1-0,Barrow
Tue Aug 7 2018,Hartlepool,2-2,0-0,Harrogate
Tue Aug 7 2018,Havant & Waterlooville,0-0,0-0,Boreham Wood
Tue Aug 7 2018,Leyton Orient,1-1,1-0,Ebbsfleet
Tue Aug 7 2018,Solihull,1-0,1-0,Maidenhead
Tue Aug 7 2018,Sutton,1-0,1-0,Eastleigh
Tue Aug 7 2018,Wrexham,0-0,0-0,Fylde
Sat Aug 11 2018,Barnet,1-2,0-1,Eastleigh
Sat Aug 11 2018,Bromley,1-1,1-0,Harrogate
Sat Aug 11 2018,Chesterfield,1-0,0-0,Braintree Town
Sat Aug 11 2018,Dag and Red,2-2,0-1,Maidenhead
Sat Aug 11 2018,Gateshead,2-1,1-1,Dover Athletic
Sat Aug 11 2018,Halifax,3-0,1-0,Maidstone
Sat Aug 11 2018,Hartlepool,0-1,0-0,Ebbsfleet
Sat Aug 11 2018,Havant & Waterlooville,1-1,0-1,Fylde
Sat Aug 11 2018,Leyton Orient,2-2,0-1,Barrow
Sat Aug 11 2018,Solihull,1-0,0-0,Aldershot
Sat Aug 11 2018,Sutton,2-1,1-1,Salford
Sat Aug 11 2018,Wrexham,3-0,1-0,Boreham Wood
Tue Aug 14 2018,Aldershot,2-1,1-0,Dag and Red
Tue Aug 14 2018,Barrow,3-2,1-1,Chesterfield
Tue Aug 14 2018,Boreham Wood,1-1,1-0,Gateshead
Tue Aug 14 2018,Braintree Town,1-1,0-1,Hartlepool
Tue Aug 14 2018,Dover Athletic,4-3,1-0,Havant & Waterlooville
Tue Aug 14 2018,Eastleigh,1-0,1-0,Bromley
Tue Aug 14 2018,Ebbsfleet,0-1,0-1,Sutton
Tue Aug 14 2018,Fylde,3-1,2-0,Solihull
Tue Aug 14 2018,Harrogate,2-0,2-0,Barnet
Tue Aug 14 2018,Maidenhead,0-2,0-2,Wrexham
Tue Aug 14 2018,Maidstone,1-2,0-2,Leyton Orient
Tue Aug 14 2018,Salford,2-1,1-0,Halifax
Sat Aug 18 2018,Aldershot,0-2,0-0,Harrogate
Sat Aug 18 2018,Barnet,0-3,0-1,Ebbsfleet
Sat Aug 18 2018,Braintree Town,3-4,2-2,Havant & Waterlooville
Sat Aug 18 2018,Bromley,1-0,0-0,Gateshead
Sat Aug 18 2018,Eastleigh,1-3,0-2,Wrexham
Sat Aug 18 2018,Fylde,4-0,1-0,Dover Athletic
Sat Aug 18 2018,Halifax,2-1,1-1,Dag and Red
Sat Aug 18 2018,Hartlepool,2-1,0-0,Maidenhead
Sat Aug 18 2018,Leyton Orient,1-0,0-0,Boreham Wood
Sat Aug 18 2018,Maidstone,1-0,1-0,Barrow
Sat Aug 18 2018,Salford,3-2,1-1,Chesterfield
Sat Aug 18 2018,Solihull,2-2,0-1,Sutton
Sat Aug 25 2018,Barrow,1-0,1-0,Braintree Town
Sat Aug 25 2018,Boreham Wood,2-1,0-0,Halifax
Sat Aug 25 2018,Chesterfield,0-1,0-0,Barnet
Sat Aug 25 2018,Dag and Red,1-2,1-0,Hartlepool
Sat Aug 25 2018,Dover Athletic,1-2,0-2,Eastleigh
Sat Aug 25 2018,Ebbsfleet,3-1,1-1,Aldershot
Sat Aug 25 2018,Gateshead,1-1,0-0,Leyton Orient
Sat Aug 25 2018,Harrogate,3-1,1-1,Solihull
Sat Aug 25 2018,Havant & Waterlooville,1-1,1-1,Salford
Sat Aug 25 2018,Maidenhead,3-2,1-1,Maidstone
Sat Aug 25 2018,Sutton,0-0,0-0,Fylde
Sat Aug 25 2018,Wrexham,2-2,1-0,Bromley
Mon Aug 27 2018,Aldershot,2-1,1-0,Sutton
Mon Aug 27 2018,Barnet,2-1,1-1,Dag and Red
Mon Aug 27 2018,Braintree Town,0-2,0-2,Maidenhead
Mon Aug 27 2018,Bromley,4-0,2-0,Havant & Waterlooville
Mon Aug 27 2018,Eastleigh,0-1,0-1,Ebbsfleet
