Date,Team 1,FT,HT,Team 2
Sat Jul 28 2018,Ural,0-1,?,FK Anzi Makhackala
Sat Jul 28 2018,Spartak Moscow,1-0,?,Orenburg
Sat Jul 28 2018,FK Rostov,1-0,?,Akhmat Grozny
Sun Jul 29 2018,Yenisey,0-2,?,Zenit
Sun Jul 29 2018,Arsenal Tula,0-0,?,Dynamo Moscow
Sun Jul 29 2018,Rubin Kazan,2-1,?,Krasnodar
Mon Jul 30 2018,Ufa,0-0,?,Lokomotiv Moscow
Tue Jul 31 2018,FK Krylya Sovetov Samara,0-0,?,CSKA Moscow
Fri Aug 3 2018,Dynamo Moscow,1-1,?,Rubin Kazan
Sat Aug 4 2018,Ural,1-2,?,Krasnodar
Sat Aug 4 2018,Zenit,1-0,?,Arsenal Tula
Sat Aug 4 2018,Lokomotiv Moscow,0-0,?,Spartak Moscow
Sun Aug 5 2018,FK Krylya Sovetov Samara,0-3,?,Orenburg
Sun Aug 5 2018,CSKA Moscow,0-1,?,FK Rostov
Sun Aug 5 2018,Akhmat Grozny,1-0,?,Yenisey
Mon Aug 6 2018,Ufa,3-0,?,FK Anzi Makhackala
Fri Aug 10 2018,Ural,1-1,?,Dynamo Moscow
Sat Aug 11 2018,Yenisey,1-1,?,CSKA Moscow
Sat Aug 11 2018,Spartak Moscow,1-0,?,FK Anzi Makhackala
Sat Aug 11 2018,FK Rostov,0-1,?,FK Krylya Sovetov Samara
Sun Aug 12 2018,Orenburg,1-0,?,Lokomotiv Moscow
Sun Aug 12 2018,Arsenal Tula,3-1,?,Akhmat Grozny
Mon Aug 13 2018,Ufa,0-1,?,Krasnodar
Mon Aug 13 2018,Rubin Kazan,0-1,?,Zenit
Fri Aug 17 2018,FK Anzi Makhackala,1-3,?,Orenburg
Sat Aug 18 2018,CSKA Moscow,3-0,?,Arsenal Tula
Sat Aug 18 2018,Krasnodar,0-1,?,Spartak Moscow
Sat Aug 18 2018,Akhmat Grozny,1-1,?,Rubin Kazan
Sun Aug 19 2018,FK Krylya Sovetov Samara,0-1,?,Lokomotiv Moscow
Sun Aug 19 2018,Zenit,4-1,?,Ural
Sun Aug 19 2018,FK Rostov,4-0,?,Yenisey
Mon Aug 20 2018,Dynamo Moscow,3-0,?,Ufa
Fri Aug 24 2018,Arsenal Tula,0-1,?,FK Rostov
Sat Aug 25 2018,Ural,2-1,?,Akhmat Grozny
Sat Aug 25 2018,Rubin Kazan,1-1,?,CSKA Moscow
Sat Aug 25 2018,Spartak Moscow,2-1,?,Dynamo Moscow
