Date,Team 1,FT,HT,Team 2
Sat Aug 18 2018,Chievo,2-3,1-1,Juventus
Sat Aug 18 2018,Lazio,1-2,1-1,Napoli
Sun Aug 19 2018,Bologna,0-1,0-0,Spal
Sun Aug 19 2018,Empoli,2-0,1-0,Cagliari
Sun Aug 19 2018,Parma,2-2,1-0,Udinese
Sun Aug 19 2018,Sassuolo,1-0,1-0,Inter
Sun Aug 19 2018,Torino,0-1,0-0,Roma
Mon Aug 20 2018,Atalanta,4-0,1-0,Frosinone
Sat Aug 25 2018,Juventus,2-0,1-0,Lazio
Sat Aug 25 2018,Napoli,3-2,0-1,Milan
Sun Aug 26 2018,Cagliari,2-2,1-0,Sassuolo
Sun Aug 26 2018,Fiorentina,6-1,2-0,Chievo
Sun Aug 26 2018,Frosinone,0-0,0-0,Bologna
Sun Aug 26 2018,Genoa,2-1,2-0,Empoli
Sun Aug 26 2018,Inter,2-2,2-0,Torino
Sun Aug 26 2018,Spal,1-0,0-0,Parma
Sun Aug 26 2018,Udinese,1-0,1-0,Sampdoria
Mon Aug 27 2018,Roma,3-3,1-3,Atalanta
Fri Aug 31 2018,Milan,2-1,1-0,Roma
Sat Sep 1 2018,Bologna,0-3,0-0,Inter
Sat Sep 1 2018,Parma,1-2,1-1,Juventus
Sun Sep 2 2018,Atalanta,0-1,0-1,Cagliari
Sun Sep 2 2018,Chievo,0-0,0-0,Empoli
Sun Sep 2 2018,Fiorentina,1-0,0-0,Udinese
Sun Sep 2 2018,Lazio,1-0,0-0,Frosinone
Sun Sep 2 2018,Sampdoria,3-0,2-0,Napoli
Sun Sep 2 2018,Sassuolo,5-3,4-1,Genoa
Sun Sep 2 2018,Torino,1-0,0-0,Spal
Sat Sep 15 2018,Frosinone,0-5,0-1,Sampdoria
Sat Sep 15 2018,Inter,0-1,0-0,Parma
Sat Sep 15 2018,Napoli,1-0,0-0,Fiorentina
Sun Sep 16 2018,Cagliari,1-1,1-0,Milan
Sun Sep 16 2018,Empoli,0-1,0-0,Lazio
Sun Sep 16 2018,Genoa,1-0,0-0,Bologna
Sun Sep 16 2018,Juventus,2-1,0-0,Sassuolo
Sun Sep 16 2018,Roma,2-2,2-0,Chievo
Sun Sep 16 2018,Udinese,1-1,1-0,Torino
Mon Sep 17 2018,Spal,2-0,0-0,Atalanta
Wed Sep 19 2018,Sampdoria,1-1,0-1,Fiorentina
Fri Sep 21 2018,Sassuolo,3-1,1-1,Empoli
Sat Sep 22 2018,Fiorentina,3-0,2-0,Spal
Sat Sep 22 2018,Parma,2-0,1-0,Cagliari
Sat Sep 22 2018,Sampdoria,0-1,0-0,Inter
