Date,Team 1,FT,HT,Team 2
Fri Jul 13 2018,Vejle,3-1,?,Hobro
Fri Jul 13 2018,Sonderjyske,0-1,?,Aalborg
Sat Jul 14 2018,Midtjylland,0-0,?,Aarhus
Sun Jul 15 2018,Nordsjaelland,1-1,?,Esbjerg
Sun Jul 15 2018,Vendsyssel,3-2,?,Odense
Mon Jul 16 2018,FC Copenhagen,1-2,?,Horsens
Mon Jul 16 2018,Randers FC,0-2,?,Brondby
Fri Jul 20 2018,Aalborg,2-1,?,Midtjylland
Sat Jul 21 2018,Esbjerg,2-3,?,Vendsyssel
Sun Jul 22 2018,Horsens,1-1,?,Randers FC
Sun Jul 22 2018,Odense,2-2,?,Sonderjyske
Sun Jul 22 2018,Aarhus,1-1,?,Nordsjaelland
Sun Jul 22 2018,Brondby,1-1,?,Vejle
Mon Jul 23 2018,Hobro,0-3,?,FC Copenhagen
Fri Jul 27 2018,Sonderjyske,2-0,?,Horsens
Sat Jul 28 2018,Midtjylland,3-1,?,Esbjerg
Sun Jul 29 2018,Nordsjaelland,3-0,?,Vendsyssel
Sun Jul 29 2018,Randers FC,1-0,?,Odense
Sun Jul 29 2018,Hobro,1-2,?,Brondby
Sun Jul 29 2018,FC Copenhagen,4-0,?,Aalborg
Mon Jul 30 2018,Vejle,1-1,?,Aarhus
Fri Aug 3 2018,Aarhus,1-0,?,Sonderjyske
Sat Aug 4 2018,Esbjerg,3-3,?,Randers FC
Sat Aug 4 2018,Vejle,1-3,?,Midtjylland
Sun Aug 5 2018,Horsens,2-2,?,Hobro
Sun Aug 5 2018,Odense,0-1,?,FC Copenhagen
Sun Aug 5 2018,Brondby,2-0,?,Nordsjaelland
Mon Aug 6 2018,Vendsyssel,0-1,?,Aalborg
Fri Aug 10 2018,Vendsyssel,1-1,?,Vejle
Sat Aug 11 2018,Hobro,3-2,?,Odense
Sun Aug 12 2018,Aalborg,1-0,?,Nordsjaelland
Sun Aug 12 2018,FC Copenhagen,3-1,?,Brondby
Sun Aug 12 2018,Randers FC,0-0,?,Aarhus
Sun Aug 12 2018,Midtjylland,3-0,?,Horsens
Mon Aug 13 2018,Esbjerg,1-0,?,Sonderjyske
Fri Aug 17 2018,Sonderjyske,2-1,?,Vendsyssel
Sun Aug 19 2018,Nordsjaelland,2-0,?,Vejle
Sun Aug 19 2018,Randers FC,3-0,?,Hobro
Sun Aug 19 2018,Aarhus,1-1,?,FC Copenhagen
Sun Aug 19 2018,Brondby,0-1,?,Esbjerg
Sun Aug 19 2018,Odense,1-1,?,Midtjylland
Mon Aug 20 2018,Horsens,0-0,?,Aalborg
Fri Aug 24 2018,Hobro,0-2,?,Aarhus
Sun Aug 26 2018,Nordsjaelland,0-1,?,Horsens
Sun Aug 26 2018,Vejle,0-2,?,Odense
Sun Aug 26 2018,Vendsyssel,1-2,?,Brondby
Sun Aug 26 2018,FC Copenhagen,3-2,?,Sonderjyske
Sun Aug 26 2018,Midtjylland,3-0,?,Randers FC
Mon Aug 27 2018,Aalborg,0-1,?,Esbjerg
Fri Aug 31 2018,Horsens,0-0,?,Vejle
Sat Sep 1 2018,Sonderjyske,1-1,?,Hobro
Sun Sep 2 2018,Odense,0-0,?,Nordsjaelland
Sun Sep 2 2018,Randers FC,2-2,?,Aalborg
Sun Sep 2 2018,Esbjerg,0-2,?,FC Copenhagen
Sun Sep 2 2018,Aarhus,1-1,?,Vendsyssel
Sun Sep 2 2018,Brondby,2-2,?,Midtjylland
Fri Sep 14 2018,Esbjerg,2-0,?,Odense
Sat Sep 15 2018,Nordsjaelland,4-1,?,Randers FC
Sun Sep 16 2018,Vendsyssel,1-1,?,Hobro
Sun Sep 16 2018,Horsens,3-2,?,Aarhus
Sun Sep 16 2018,Brondby,2-4,?,Sonderjyske
Sun Sep 16 2018,Midtjylland,3-1,?,FC Copenhagen
Mon Sep 17 2018,Aalborg,1-1,?,Vejle
Fri Sep 21 2018,Vejle,1-0,?,Esbjerg
Sat Sep 22 2018,Randers FC,2-0,?,Vendsyssel
Sun Sep 23 2018,Sonderjyske,0-0,?,Midtjylland
Sun Sep 23 2018,Hobro,0-5,?,Aalborg
Sun Sep 23 2018,FC Copenhagen,2-1,?,Nordsjaelland
Sun Sep 23 2018,Aarhus,3-2,?,Brondby
Mon Sep 24 2018,Odense,4-0,?,Horsens
Fri Sep 28 2018,Vejle,1-1,?,Randers FC
Sat Sep 29 2018,Midtjylland,5-2,?,Hobro
Sun Sep 30 2018,Vendsyssel,2-1,?,FC Copenhagen
Sun Sep 30 2018,Esbjerg,0-0,?,Aarhus
Sun Sep 30 2018,Aalborg,0-1,?,Odense
Sun Sep 30 2018,Brondby,1-2,?,Horsens
Mon Oct 1 2018,Nordsjaelland,4-1,?,Sonderjyske
