Date,Team 1,FT,HT,Team 2
Fri Aug 10 2018,Ankaragucu,1-3,1-2,Galatasaray
Sat Aug 11 2018,Fenerbahce,2-1,2-1,Bursaspor
Sat Aug 11 2018,Rizespor,2-3,1-0,Kasimpasa
Sat Aug 11 2018,Sivasspor,1-0,0-0,Alanyaspor
Sun Aug 12 2018,Besiktas,2-1,2-0,Akhisar Belediyespor
Sun Aug 12 2018,Buyuksehyr,2-0,1-0,Trabzonspor
Sun Aug 12 2018,Goztep,1-3,0-1,Yeni Malatyaspor
Sun Aug 12 2018,Konyaspor,3-2,2-1,Erzurum BB
Mon Aug 13 2018,Kayserispor,2-0,1-0,Antalyaspor
Fri Aug 17 2018,Trabzonspor,3-1,3-1,Sivasspor
Sat Aug 18 2018,Antalyaspor,3-3,1-2,Konyaspor
Sat Aug 18 2018,Bursaspor,0-0,0-0,Kayserispor
Sat Aug 18 2018,Yeni Malatyaspor,1-0,0-0,Fenerbahce
Sun Aug 19 2018,Akhisar Belediyespor,1-1,0-1,Rizespor
Sun Aug 19 2018,Alanyaspor,0-2,0-0,Ankaragucu
Sun Aug 19 2018,Erzurum BB,1-3,1-0,Besiktas
Sun Aug 19 2018,Galatasaray,1-0,1-0,Goztep
Mon Aug 20 2018,Kasimpasa,2-1,0-0,Buyuksehyr
Fri Aug 24 2018,Rizespor,0-0,0-0,Erzurum BB
Sat Aug 25 2018,Ankaragucu,2-2,1-1,Trabzonspor
Sat Aug 25 2018,Goztep,1-0,0-0,Fenerbahce
Sat Aug 25 2018,Kayserispor,0-0,0-0,Yeni Malatyaspor
Sun Aug 26 2018,Besiktas,2-3,1-3,Antalyaspor
Sun Aug 26 2018,Konyaspor,1-1,1-1,Bursaspor
Sun Aug 26 2018,Sivasspor,0-3,0-1,Kasimpasa
Mon Aug 27 2018,Buyuksehyr,3-1,1-1,Akhisar Belediyespor
Mon Aug 27 2018,Galatasaray,6-0,1-0,Alanyaspor
Fri Aug 31 2018,Yeni Malatyaspor,0-1,0-1,Konyaspor
Sat Sep 1 2018,Akhisar Belediyespor,1-1,0-0,Sivasspor
Sat Sep 1 2018,Alanyaspor,1-0,0-0,Goztep
Sat Sep 1 2018,Fenerbahce,2-3,1-0,Kayserispor
Sat Sep 1 2018,Trabzonspor,4-0,3-0,Galatasaray
Sun Sep 2 2018,Antalyaspor,2-1,0-1,Rizespor
Sun Sep 2 2018,Bursaspor,1-1,0-0,Besiktas
Sun Sep 2 2018,Erzurum BB,0-1,0-1,Buyuksehyr
