Date,Team 1,FT,HT,Team 2
Fri Aug 10 2018,Velez Sarsfield,2-0,?,Newells Old Boys
Fri Aug 10 2018,Tigre,2-2,?,San Lorenzo
Sat Aug 11 2018,Gimnasia L.P.,1-0,?,Argentinos Jrs
Sat Aug 11 2018,Union de Santa Fe,1-0,?,Aldosivi
Sat Aug 11 2018,Patronato,0-0,?,Colon Santa FE
Sat Aug 11 2018,Belgrano,0-0,?,San Martin S.J.
Sun Aug 12 2018,Boca Juniors,1-0,?,Talleres Cordoba
Sun Aug 12 2018,Godoy Cruz,1-0,?,Estudiantes L.P.
Sun Aug 12 2018,Lanus,2-2,?,Defensa y Justicia
Sun Aug 12 2018,Rosario Central,1-0,?,Banfield
Sun Aug 12 2018,Huracan,0-0,?,River Plate
Mon Aug 13 2018,Atl. Tucuman,2-2,?,Racing Club
Fri Aug 17 2018,Talleres Cordoba,0-1,?,Rosario Central
Fri Aug 17 2018,Newells Old Boys,2-2,?,Independiente
Sat Aug 18 2018,Defensa y Justicia,1-1,?,Atl. Tucuman
Sat Aug 18 2018,Banfield,1-0,?,Gimnasia L.P.
Sat Aug 18 2018,Argentinos Jrs,0-0,?,Godoy Cruz
Sat Aug 18 2018,River Plate,0-0,?,Belgrano
Sun Aug 19 2018,San Martin S.J.,1-0,?,Patronato
Sun Aug 19 2018,Colon Santa FE,2-2,?,Tigre
Sun Aug 19 2018,Aldosivi,2-1,?,Huracan
Sun Aug 19 2018,San Lorenzo,2-2,?,Lanus
Sun Aug 19 2018,Racing Club,2-0,?,Velez Sarsfield
Mon Aug 20 2018,Estudiantes L.P.,2-0,?,Boca Juniors
Mon Aug 20 2018,San Martin T.,1-1,?,Union de Santa Fe
Fri Aug 24 2018,Belgrano,2-1,?,Estudiantes L.P.
Fri Aug 24 2018,Patronato,0-3,?,Racing Club
Fri Aug 24 2018,Atl. Tucuman,2-1,?,Colon Santa FE
Fri Aug 24 2018,Independiente,0-1,?,Defensa y Justicia
Sat Aug 25 2018,Gimnasia L.P.,0-2,?,Talleres Cordoba
Sat Aug 25 2018,Tigre,2-2,?,San Martin S.J.
Sat Aug 25 2018,River Plate,0-0,?,Argentinos Jrs
Sun Aug 26 2018,Velez Sarsfield,1-1,?,Banfield
Sun Aug 26 2018,Lanus,0-1,?,Aldosivi
Sun Aug 26 2018,Rosario Central,2-0,?,San Martin T.
Sun Aug 26 2018,Huracan,0-0,?,Boca Juniors
Mon Aug 27 2018,Godoy Cruz,2-1,?,Newells Old Boys
Mon Aug 27 2018,Union de Santa Fe,1-1,?,San Lorenzo
Fri Aug 31 2018,Argentinos Jrs,2-0,?,Lanus
Fri Aug 31 2018,San Martin S.J.,1-2,?,Huracan
Sat Sep 1 2018,Defensa y Justicia,1-1,?,Belgrano
Sat Sep 1 2018,Banfield,1-0,?,Patronato
Sat Sep 1 2018,Talleres Cordoba,1-0,?,Godoy Cruz
Sat Sep 1 2018,San Lorenzo,1-1,?,River Plate
Sun Sep 2 2018,Racing Club,2-0,?,Rosario Central
Sun Sep 2 2018,Estudiantes L.P.,2-2,?,Independiente
Sun Sep 2 2018,Aldosivi,0-2,?,Tigre
Sun Sep 2 2018,Colon Santa FE,0-0,?,Union de Santa Fe
Sun Sep 2 2018,Boca Juniors,3-0,?,Velez Sarsfield
Mon Sep 3 2018,Newells Old Boys,1-2,?,Atl. Tucuman
Mon Sep 3 2018,San Martin T.,1-1,?,Gimnasia L.P.
Fri Sep 14 2018,Estudiantes L.P.,0-2,?,Aldosivi
Fri Sep 14 2018,Atl. Tucuman,3-0,?,Tigre
Sat Sep 15 2018,Independiente,3-0,?,Colon Santa FE
Sat Sep 15 2018,River Plate,4-1,?,San Martin S.J.
Sat Sep 15 2018,Belgrano,0-0,?,Newells Old Boys
Sat Sep 15 2018,Argentinos Jrs,0-1,?,Boca Juniors
Sun Sep 16 2018,Patronato,0-2,?,Gimnasia L.P.
Sun Sep 16 2018,Velez Sarsfield,1-0,?,San Martin T.
Sun Sep 16 2018,Union de Santa Fe,2-1,?,Talleres Cordoba
Sun Sep 16 2018,Lanus,0-1,?,Racing Club
Sun Sep 16 2018,Godoy Cruz,1-0,?,San Lorenzo
Mon Sep 17 2018,Huracan,3-0,?,Banfield
Mon Sep 17 2018,Rosario Central,0-1,?,Defensa y Justicia
Fri Sep 21 2018,San Lorenzo,3-2,?,Patronato
Fri Sep 21 2018,Colon Santa FE,3-1,?,Godoy Cruz
Sat Sep 22 2018,Newells Old Boys,2-0,?,Lanus
Sat Sep 22 2018,Talleres Cordoba,1-1,?,Velez Sarsfield
Sat Sep 22 2018,Banfield,1-1,?,Independiente
Sun Sep 23 2018,San Martin T.,0-0,?,Argentinos Jrs
Sun Sep 23 2018,Tigre,0-2,?,Huracan
Sun Sep 23 2018,Gimnasia L.P.,1-1,?,Rosario Central
Sun Sep 23 2018,San Martin S.J.,1-3,?,Atl. Tucuman
Sun Sep 23 2018,Boca Juniors,0-2,?,River Plate
Mon Sep 24 2018,Aldosivi,2-0,?,Belgrano
Mon Sep 24 2018,Racing Club,1-0,?,Union de Santa Fe
Fri Sep 28 2018,Independiente,0-0,?,Tigre
Fri Sep 28 2018,Lanus,1-5,?,River Plate
Sat Sep 29 2018,Argentinos Jrs,0-2,?,Racing Club
Sun Sep 30 2018,Patronato,2-1,?,Talleres Cordoba
Sun Sep 30 2018,Union de Santa Fe,1-0,?,Gimnasia L.P.
Sun Sep 30 2018,Belgrano,0-1,?,Huracan
Sun Sep 30 2018,Boca Juniors,3-1,?,Colon Santa FE
Mon Oct 1 2018,Godoy Cruz,0-1,?,Defensa y Justicia
Mon Oct 1 2018,San Martin T.,1-1,?,Banfield
Mon Oct 1 2018,Velez Sarsfield,2-0,?,Aldosivi
Sat Oct 6 2018,Aldosivi,2-0,?,San Martin T.
Sat Oct 6 2018,Gimnasia L.P.,1-0,?,Godoy Cruz
Sat Oct 6 2018,San Martin S.J.,3-1,?,Velez Sarsfield
Sat Oct 6 2018,Patronato,1-2,?,Independiente
Sun Oct 7 2018,Banfield,2-0,?,San Lorenzo
Sun Oct 7 2018,Atl. Tucuman,0-0,?,Lanus
Sun Oct 7 2018,Rosario Central,0-4,?,Union de Santa Fe
Sun Oct 7 2018,Talleres Cordoba,3-0,?,Belgrano
Sun Oct 7 2018,Racing Club,2-2,?,Boca Juniors
Mon Oct 8 2018,Tigre,1-0,?,Estudiantes L.P.
Mon Oct 8 2018,Colon Santa FE,1-0,?,Newells Old Boys
Fri Oct 19 2018,Defensa y Justicia,2-0,?,Talleres Cordoba
Fri Oct 19 2018,Velez Sarsfield,1-0,?,Gimnasia L.P.
Fri Oct 19 2018,Colon Santa FE,1-0,?,River Plate
Sat Oct 20 2018,Godoy Cruz,2-0,?,Aldosivi
Sat Oct 20 2018,Lanus,3-1,?,Patronato
Sat Oct 20 2018,Boca Juniors,0-0,?,Rosario Central
Sat Oct 20 2018,Newells Old Boys,2-0,?,Tigre
Sun Oct 21 2018,Estudiantes L.P.,1-1,?,Atl. Tucuman
Sun Oct 21 2018,Argentinos Jrs,0-1,?,Union de Santa Fe
Sun Oct 21 2018,Independiente,3-1,?,Huracan
Sun Oct 21 2018,San Martin T.,2-1,?,Racing Club
Mon Oct 22 2018,Belgrano,1-1,?,Banfield
Mon Oct 22 2018,San Lorenzo,2-1,?,San Martin S.J.
Wed Oct 24 2018,Estudiantes L.P.,1-0,?,Newells Old Boys
Fri Oct 26 2018,Tigre,1-1,?,Lanus
Fri Oct 26 2018,Huracan,3-2,?,Colon Santa FE
Sat Oct 27 2018,River Plate,1-0,?,Aldosivi
Sat Oct 27 2018,Gimnasia L.P.,2-1,?,Boca Juniors
Sat Oct 27 2018,Talleres Cordoba,0-0,?,San Martin T.
Sat Oct 27 2018,Union de Santa Fe,0-3,?,Godoy Cruz
Sun Oct 28 2018,Racing Club,2-1,?,San Lorenzo
