Date,Team 1,FT,HT,Team 2
Sat Apr 2 2022,Hammarby,2-1,?,Helsingborg
Sat Apr 2 2022,Hacken,4-2,?,AIK
Sun Apr 3 2022,Goteborg,2-1,?,Varnamo
Sun Apr 3 2022,Sirius,2-1,?,Sundsvall
Sun Apr 3 2022,Kalmar,0-1,?,Malmo FF
Sun Apr 3 2022,Norrkoping,0-1,?,Varberg
Mon Apr 4 2022,Elfsborg,0-2,?,Mjallby
Mon Apr 4 2022,Djurgarden,3-1,?,Degerfors
Sat Apr 9 2022,Sundsvall,1-5,?,Hammarby
Sat Apr 9 2022,Degerfors,1-2,?,Hacken
Sun Apr 10 2022,Helsingborg,0-1,?,Goteborg
Sun Apr 10 2022,Varberg,0-3,?,Kalmar
Sun Apr 10 2022,AIK,1-0,?,Norrkoping
Sun Apr 10 2022,Mjallby,1-0,?,Djurgarden
Mon Apr 11 2022,Varnamo,0-0,?,Sirius
Mon Apr 11 2022,Malmo FF,1-1,?,Elfsborg
Fri Apr 15 2022,Hammarby,2-0,?,Mjallby
Sat Apr 16 2022,Djurgarden,2-1,?,Norrkoping
Sat Apr 16 2022,Varberg,2-0,?,Sundsvall
Sun Apr 17 2022,Kalmar,2-0,?,Degerfors
Sun Apr 17 2022,Malmo FF,3-0,?,AIK
Sun Apr 17 2022,Elfsborg,4-1,?,Varnamo
Sun Apr 17 2022,Hacken,0-2,?,Goteborg
Sun Apr 17 2022,Sirius,1-0,?,Helsingborg
Wed Apr 20 2022,AIK,1-0,?,Varberg
Wed Apr 20 2022,Goteborg,1-1,?,Djurgarden
Wed Apr 20 2022,Mjallby,3-0,?,Sirius
Wed Apr 20 2022,Norrkoping,1-1,?,Hacken
Wed Apr 20 2022,Sundsvall,1-0,?,Kalmar
Thu Apr 21 2022,Degerfors,0-1,?,Hammarby
Thu Apr 21 2022,Helsingborg,1-0,?,Elfsborg
Thu Apr 21 2022,Varnamo,0-0,?,Malmo FF
Sun Apr 24 2022,AIK,1-0,?,Djurgarden
Sun Apr 24 2022,Varberg,0-0,?,Mjallby
Sun Apr 24 2022,Helsingborg,1-1,?,Hacken
Mon Apr 25 2022,Elfsborg,3-1,?,Sundsvall
Mon Apr 25 2022,Sirius,0-3,?,Hammarby
Mon Apr 25 2022,Varnamo,2-0,?,Degerfors
Mon Apr 25 2022,Malmo FF,1-0,?,Goteborg
Tue Apr 26 2022,Kalmar,1-2,?,Norrkoping
Sat Apr 30 2022,Djurgarden,4-0,?,Sirius
Sun May 1 2022,Degerfors,0-6,?,Elfsborg
Sun May 1 2022,Mjallby,2-1,?,Helsingborg
Sun May 1 2022,Hacken,3-1,?,Varberg
Sun May 1 2022,Sundsvall,0-2,?,AIK
Mon May 2 2022,Goteborg,1-2,?,Kalmar
Mon May 2 2022,Norrkoping,2-0,?,Varnamo
Mon May 2 2022,Hammarby,0-0,?,Malmo FF
Thu May 5 2022,Djurgarden,2-2,?,Helsingborg
Sat May 7 2022,AIK,1-0,?,Goteborg
Sat May 7 2022,Malmo FF,2-0,?,Mjallby
Sun May 8 2022,Kalmar,2-0,?,Hammarby
Sun May 8 2022,Varberg,0-2,?,Sirius
Mon May 9 2022,Helsingborg,0-1,?,Norrkoping
Mon May 9 2022,Sundsvall,2-3,?,Degerfors
Mon May 9 2022,Varnamo,1-2,?,Hacken
Mon May 9 2022,Elfsborg,0-0,?,Djurgarden
Wed May 11 2022,AIK,2-0,?,Malmo FF
Sat May 14 2022,Mjallby,1-1,?,Varnamo
Sat May 14 2022,Sirius,2-0,?,Elfsborg
Sun May 15 2022,Hacken,3-1,?,Kalmar
Sun May 15 2022,Hammarby,3-3,?,AIK
Sun May 15 2022,Degerfors,2-1,?,Helsingborg
Sun May 15 2022,Goteborg,1-1,?,Varberg
Sun May 15 2022,Norrkoping,5-1,?,Sundsvall
Mon May 16 2022,Djurgarden,4-0,?,Malmo FF
Sat May 21 2022,AIK,2-2,?,Sirius
Sat May 21 2022,Helsingborg,1-4,?,Varnamo
Sun May 22 2022,Elfsborg,3-1,?,Goteborg
Sun May 22 2022,Hammarby,3-0,?,Norrkoping
Sun May 22 2022,Varberg,2-1,?,Degerfors
Sun May 22 2022,Kalmar,1-0,?,Djurgarden
Sun May 22 2022,Malmo FF,1-2,?,Hacken
Mon May 23 2022,Sundsvall,2-0,?,Mjallby
Sat May 28 2022,Goteborg,2-0,?,Sundsvall
Sat May 28 2022,Mjallby,1-1,?,Kalmar
Sat May 28 2022,Hacken,4-3,?,Sirius
Sun May 29 2022,Degerfors,0-2,?,Malmo FF
Sun May 29 2022,Djurgarden,4-0,?,Varberg
Sun May 29 2022,Norrkoping,2-2,?,Elfsborg
Sun May 29 2022,Helsingborg,1-2,?,AIK
Sun May 29 2022,Varnamo,1-0,?,Hammarby
Sun Jun 26 2022,Degerfors,1-1,?,AIK
Sun Jun 26 2022,Hammarby,2-2,?,Hacken
Sun Jun 26 2022,Mjallby,1-1,?,Norrkoping
Sun Jun 26 2022,Sundsvall,2-5,?,Djurgarden
Mon Jun 27 2022,Elfsborg,4-1,?,Varberg
Mon Jun 27 2022,Kalmar,1-0,?,Varnamo
Mon Jun 27 2022,Sirius,1-2,?,Goteborg
