Date,Team 1,FT,HT,Team 2
Fri Jun 3 2022,Guangzhou FC,0-1,?,Shanghai Shenhua
Fri Jun 3 2022,Hebei,0-4,?,Wuhan Three Towns
Fri Jun 3 2022,Shandong Taishan,1-0,?,Zhejiang Professional
Sat Jun 4 2022,Shanghai Port,0-1,?,Wuhan FC
Sat Jun 4 2022,Shenzhen,2-0,?,Chengdu Rongcheng
Sat Jun 4 2022,Changchun Yatai,4-1,?,Guangzhou City
Sat Jun 4 2022,Meizhou Hakka,1-1,?,Tianjin Jinmen Tiger
Sat Jun 4 2022,Henan Songshan Longmen,2-2,?,Dalian Pro
Sun Jun 5 2022,Beijing Guoan,1-2,?,Cangzhou
Tue Jun 7 2022,Wuhan Three Towns,6-0,?,Guangzhou FC
Tue Jun 7 2022,Wuhan FC,2-1,?,Hebei
Tue Jun 7 2022,Zhejiang Professional,0-0,?,Changchun Yatai
Wed Jun 8 2022,Henan Songshan Longmen,4-1,?,Shandong Taishan
Wed Jun 8 2022,Chengdu Rongcheng,2-3,?,Beijing Guoan
Wed Jun 8 2022,Dalian Pro,2-0,?,Guangzhou City
Wed Jun 8 2022,Shanghai Shenhua,2-0,?,Shanghai Port
Thu Jun 9 2022,Cangzhou,1-1,?,Meizhou Hakka
Thu Jun 9 2022,Tianjin Jinmen Tiger,1-2,?,Shenzhen
Sat Jun 11 2022,Guangzhou FC,0-1,?,Wuhan FC
Sat Jun 11 2022,Hebei,0-2,?,Shanghai Port
Sat Jun 11 2022,Henan Songshan Longmen,3-1,?,Zhejiang Professional
Sun Jun 12 2022,Guangzhou City,0-1,?,Shandong Taishan
Sun Jun 12 2022,Cangzhou,0-0,?,Chengdu Rongcheng
Sun Jun 12 2022,Changchun Yatai,1-1,?,Dalian Pro
Sun Jun 12 2022,Shanghai Shenhua,1-1,?,Wuhan Three Towns
Mon Jun 13 2022,Beijing Guoan,1-0,?,Tianjin Jinmen Tiger
Mon Jun 13 2022,Shenzhen,1-2,?,Meizhou Hakka
Wed Jun 15 2022,Shanghai Port,1-0,?,Guangzhou FC
Wed Jun 15 2022,Guangzhou City,0-3,?,Henan Songshan Longmen
Wed Jun 15 2022,Wuhan FC,1-3,?,Wuhan Three Towns
Thu Jun 16 2022,Hebei,1-3,?,Shanghai Shenhua
Thu Jun 16 2022,Tianjin Jinmen Tiger,1-1,?,Chengdu Rongcheng
Thu Jun 16 2022,Dalian Pro,1-1,?,Zhejiang Professional
Thu Jun 16 2022,Shandong Taishan,4-0,?,Changchun Yatai
Fri Jun 17 2022,Shenzhen,1-0,?,Cangzhou
Fri Jun 17 2022,Meizhou Hakka,2-2,?,Beijing Guoan
Sun Jun 19 2022,Wuhan Three Towns,2-1,?,Shanghai Port
Sun Jun 19 2022,Guangzhou FC,1-0,?,Hebei
Mon Jun 20 2022,Changchun Yatai,0-0,?,Henan Songshan Longmen
Mon Jun 20 2022,Chengdu Rongcheng,0-0,?,Meizhou Hakka
Mon Jun 20 2022,Guangzhou City,2-4,?,Zhejiang Professional
Mon Jun 20 2022,Shanghai Shenhua,2-0,?,Wuhan FC
Tue Jun 21 2022,Beijing Guoan,4-1,?,Shenzhen
Tue Jun 21 2022,Cangzhou,0-2,?,Tianjin Jinmen Tiger
Tue Jun 21 2022,Shandong Taishan,3-0,?,Dalian Pro
Fri Jun 24 2022,Guangzhou City,1-3,?,Changchun Yatai
Fri Jun 24 2022,Dalian Pro,0-2,?,Henan Songshan Longmen
Sat Jun 25 2022,Cangzhou,1-1,?,Beijing Guoan
Sat Jun 25 2022,Tianjin Jinmen Tiger,1-0,?,Meizhou Hakka
Sat Jun 25 2022,Wuhan FC,1-2,?,Shanghai Port
Sat Jun 25 2022,Zhejiang Professional,2-0,?,Shandong Taishan
Sun Jun 26 2022,Wuhan Three Towns,5-0,?,Hebei
Sun Jun 26 2022,Shanghai Shenhua,2-1,?,Guangzhou FC
Sun Jun 26 2022,Chengdu Rongcheng,2-2,?,Shenzhen
Tue Jun 28 2022,Shandong Taishan,2-0,?,Henan Songshan Longmen
Tue Jun 28 2022,Guangzhou City,0-3,?,Dalian Pro
Wed Jun 29 2022,Shanghai Port,1-1,?,Shanghai Shenhua
Wed Jun 29 2022,Meizhou Hakka,4-1,?,Cangzhou
Wed Jun 29 2022,Shenzhen,2-3,?,Tianjin Jinmen Tiger
Wed Jun 29 2022,Changchun Yatai,1-1,?,Zhejiang Professional
Thu Jun 30 2022,Guangzhou FC,1-2,?,Wuhan Three Towns
Thu Jun 30 2022,Beijing Guoan,0-0,?,Chengdu Rongcheng
Thu Jun 30 2022,Hebei,2-1,?,Wuhan FC
Sun Jul 3 2022,Meizhou Hakka,1-0,?,Shenzhen
Sun Jul 3 2022,Dalian Pro,2-2,?,Changchun Yatai
Sun Jul 3 2022,Tianjin Jinmen Tiger,1-2,?,Beijing Guoan
Sun Jul 3 2022,Shandong Taishan,2-0,?,Guangzhou City
Sun Jul 3 2022,Wuhan Three Towns,4-2,?,Shanghai Shenhua
Sun Jul 3 2022,Zhejiang Professional,0-1,?,Henan Songshan Longmen
Mon Jul 4 2022,Wuhan FC,2-1,?,Guangzhou FC
