Date,Team 1,FT,HT,Team 2
Thu Feb 10 2022,Patronato,0-1,?,Argentinos Jrs
Thu Feb 10 2022,Sarmiento Junin,1-0,?,Atl. Tucuman
Thu Feb 10 2022,Central Cordoba,3-1,?,Barracas Central
Thu Feb 10 2022,Newells Old Boys,1-0,?,Defensa y Justicia
Fri Feb 11 2022,Arsenal Sarandi,1-1,?,Rosario Central
Fri Feb 11 2022,Godoy Cruz,1-1,?,Tigre
Fri Feb 11 2022,Velez Sarsfield,2-0,?,Aldosivi
Fri Feb 11 2022,Banfield,0-0,?,San Lorenzo
Sat Feb 12 2022,Huracan,1-0,?,Lanus
Sat Feb 12 2022,Union de Santa Fe,1-0,?,River Plate
Sat Feb 12 2022,Estudiantes L.P.,2-1,?,Independiente
Sun Feb 13 2022,Racing Club,0-0,?,Gimnasia L.P.
Sun Feb 13 2022,Platense,1-0,?,Talleres Cordoba
Sun Feb 13 2022,Boca Juniors,1-1,?,Colon Santa FE
Tue Feb 15 2022,Argentinos Jrs,3-0,?,Newells Old Boys
Tue Feb 15 2022,Independiente,1-0,?,Arsenal Sarandi
Tue Feb 15 2022,Rosario Central,1-0,?,Velez Sarsfield
Tue Feb 15 2022,Huracan,2-3,?,Estudiantes L.P.
Tue Feb 15 2022,Lanus,2-0,?,Barracas Central
Wed Feb 16 2022,Tigre,1-1,?,Central Cordoba
Wed Feb 16 2022,Aldosivi,1-2,?,Boca Juniors
Wed Feb 16 2022,River Plate,4-1,?,Patronato
Thu Feb 17 2022,Colon Santa FE,3-1,?,Godoy Cruz
Thu Feb 17 2022,Gimnasia L.P.,1-0,?,San Lorenzo
Thu Feb 17 2022,Defensa y Justicia,2-2,?,Racing Club
Thu Feb 17 2022,Sarmiento Junin,2-2,?,Banfield
Thu Feb 17 2022,Atl. Tucuman,2-2,?,Platense
Thu Feb 17 2022,Talleres Cordoba,0-0,?,Union de Santa Fe
Sat Feb 19 2022,Arsenal Sarandi,2-1,?,Huracan
Sat Feb 19 2022,Estudiantes L.P.,2-1,?,Lanus
Sat Feb 19 2022,Velez Sarsfield,0-0,?,Independiente
Sun Feb 20 2022,Platense,2-0,?,Sarmiento Junin
Sun Feb 20 2022,Boca Juniors,2-1,?,Rosario Central
Sun Feb 20 2022,Newells Old Boys,0-2,?,River Plate
Mon Feb 21 2022,Barracas Central,0-2,?,Tigre
Mon Feb 21 2022,Banfield,4-0,?,Gimnasia L.P.
Mon Feb 21 2022,Godoy Cruz,0-2,?,Aldosivi
Mon Feb 21 2022,San Lorenzo,3-4,?,Defensa y Justicia
Tue Feb 22 2022,Patronato,0-0,?,Talleres Cordoba
Tue Feb 22 2022,Union de Santa Fe,1-0,?,Atl. Tucuman
Tue Feb 22 2022,Central Cordoba,0-2,?,Colon Santa FE
Tue Feb 22 2022,Racing Club,3-0,?,Argentinos Jrs
Thu Feb 24 2022,Huracan,2-0,?,Velez Sarsfield
Fri Feb 25 2022,Defensa y Justicia,3-2,?,Gimnasia L.P.
Fri Feb 25 2022,Platense,0-1,?,Banfield
Sat Feb 26 2022,Colon Santa FE,2-1,?,Barracas Central
Sat Feb 26 2022,Rosario Central,1-2,?,Godoy Cruz
Sat Feb 26 2022,Aldosivi,0-0,?,Central Cordoba
Sat Feb 26 2022,Independiente,2-2,?,Boca Juniors
Sun Feb 27 2022,Estudiantes L.P.,3-2,?,Arsenal Sarandi
Sun Feb 27 2022,Sarmiento Junin,2-1,?,Union de Santa Fe
Sun Feb 27 2022,River Plate,2-2,?,Racing Club
Sun Feb 27 2022,Argentinos Jrs,1-1,?,San Lorenzo
Mon Feb 28 2022,Talleres Cordoba,1-2,?,Newells Old Boys
Mon Feb 28 2022,Lanus,0-0,?,Tigre
Tue Mar 1 2022,Atl. Tucuman,1-0,?,Patronato
Thu Mar 3 2022,Central Cordoba,0-1,?,Rosario Central
Fri Mar 4 2022,Union de Santa Fe,1-0,?,Platense
