Date,Team 1,FT,HT,Team 2
Sat Apr 9 2022,Fluminense,0-0,?,Santos
Sat Apr 9 2022,Atletico GO,1-1,?,Flamengo RJ
Sat Apr 9 2022,Palmeiras,2-3,?,Ceara
Sun Apr 10 2022,Coritiba,3-0,?,Goias
Sun Apr 10 2022,Atletico-MG,2-0,?,Internacional
Sun Apr 10 2022,Botafogo RJ,1-3,?,Corinthians
Sun Apr 10 2022,Fortaleza,0-1,?,Cuiaba
Sun Apr 10 2022,Avai,1-0,?,America MG
Sun Apr 10 2022,Sao Paulo,4-0,?,Athletico-PR
Mon Apr 11 2022,Juventude,2-2,?,Bragantino
Sat Apr 16 2022,Goias,1-1,?,Palmeiras
Sat Apr 16 2022,America MG,4-1,?,Juventude
Sat Apr 16 2022,Corinthians,3-0,?,Avai
Sat Apr 16 2022,Cuiaba,0-1,?,Fluminense
Sun Apr 17 2022,Santos,2-1,?,Coritiba
Sun Apr 17 2022,Flamengo RJ,3-1,?,Sao Paulo
Sun Apr 17 2022,Athletico-PR,0-1,?,Atletico-MG
Sun Apr 17 2022,Bragantino,4-0,?,Atletico GO
Sun Apr 17 2022,Internacional,2-1,?,Fortaleza
Sun Apr 17 2022,Ceara,1-3,?,Botafogo RJ
Wed Apr 20 2022,Flamengo RJ,0-0,?,Palmeiras
Sat Apr 23 2022,Athletico-PR,1-0,?,Flamengo RJ
Sat Apr 23 2022,Bragantino,1-1,?,Sao Paulo
Sat Apr 23 2022,Fluminense,0-1,?,Internacional
Sat Apr 23 2022,Palmeiras,3-0,?,Corinthians
Sat Apr 23 2022,Atletico-MG,2-2,?,Coritiba
Sun Apr 24 2022,Santos,3-0,?,America MG
Sun Apr 24 2022,Juventude,0-1,?,Cuiaba
Sun Apr 24 2022,Atletico GO,1-1,?,Botafogo RJ
Mon Apr 25 2022,Avai,3-2,?,Goias
Sat Apr 30 2022,America MG,1-0,?,Athletico-PR
Sat Apr 30 2022,Ceara,0-1,?,Bragantino
Sat Apr 30 2022,Goias,2-2,?,Atletico-MG
Sat Apr 30 2022,Cuiaba,1-1,?,Atletico GO
Sun May 1 2022,Botafogo RJ,1-1,?,Juventude
Sun May 1 2022,Corinthians,1-0,?,Fortaleza
Sun May 1 2022,Coritiba,3-2,?,Fluminense
Sun May 1 2022,Internacional,0-0,?,Avai
Mon May 2 2022,Sao Paulo,2-1,?,Santos
Sat May 7 2022,Atletico-MG,1-2,?,America MG
Sat May 7 2022,Athletico-PR,1-0,?,Ceara
Sun May 8 2022,Flamengo RJ,0-1,?,Botafogo RJ
Sun May 8 2022,Atletico GO,0-1,?,Goias
Sun May 8 2022,Palmeiras,1-1,?,Fluminense
Sun May 8 2022,Bragantino,0-1,?,Corinthians
Sun May 8 2022,Santos,4-1,?,Cuiaba
Sun May 8 2022,Fortaleza,1-1,?,Sao Paulo
Sun May 8 2022,Juventude,1-1,?,Internacional
Mon May 9 2022,Avai,2-1,?,Coritiba
Wed May 11 2022,Bragantino,1-1,?,Atletico-MG
Sat May 14 2022,Ceara,2-2,?,Flamengo RJ
Sat May 14 2022,Palmeiras,2-0,?,Bragantino
Sat May 14 2022,Atletico-MG,2-0,?,Atletico GO
Sat May 14 2022,Internacional,2-2,?,Corinthians
Sat May 14 2022,Fluminense,2-1,?,Athletico-PR
Sun May 15 2022,Sao Paulo,2-1,?,Cuiaba
Sun May 15 2022,Coritiba,1-0,?,America MG
Sun May 15 2022,Avai,1-2,?,Juventude
Sun May 15 2022,Botafogo RJ,3-1,?,Fortaleza
Sun May 15 2022,Goias,1-0,?,Santos
Sat May 21 2022,Atletico GO,2-0,?,Coritiba
Sat May 21 2022,Flamengo RJ,1-0,?,Goias
Sat May 21 2022,Santos,0-0,?,Ceara
Sat May 21 2022,Juventude,0-3,?,Palmeiras
Sat May 21 2022,America MG,1-1,?,Botafogo RJ
Sat May 21 2022,Cuiaba,1-1,?,Internacional
Sun May 22 2022,Corinthians,1-1,?,Sao Paulo
Sun May 22 2022,Fortaleza,0-1,?,Fluminense
Sun May 22 2022,Athletico-PR,2-1,?,Avai
Sat May 28 2022,Goias,1-1,?,Bragantino
Sat May 28 2022,Sao Paulo,2-2,?,Ceara
