Date,Team 1,FT,HT,Team 2
Fri Aug 5 2005,Club Brugge,2-0,2-0,Mouscron
Sat Aug 6 2005,Anderlecht,6-0,3-0,Louvieroise
Sat Aug 6 2005,Beveren,0-2,0-1,FC Brussels
Sat Aug 6 2005,Gent,1-3,1-1,Waregem
Sat Aug 6 2005,Lokeren,1-1,0-0,Genk
Sat Aug 6 2005,St Truiden,1-0,1-0,Roeselare
Sat Aug 6 2005,Standard,3-1,2-1,Lierse
Sat Aug 6 2005,Westerlo,2-0,2-0,Cercle Brugge
Sun Aug 7 2005,Charleroi,2-0,0-0,Germinal
Fri Aug 12 2005,Louvieroise,1-1,0-1,Gent
Sat Aug 13 2005,FC Brussels,1-1,1-1,Club Brugge
Sat Aug 13 2005,Germinal,0-1,0-0,Westerlo
Sat Aug 13 2005,Mouscron,0-2,0-0,Lokeren
Sun Aug 14 2005,Cercle Brugge,0-2,0-1,Anderlecht
Sun Aug 14 2005,Genk,0-0,0-0,Charleroi
Sun Aug 14 2005,Lierse,1-0,1-0,St Truiden
Sun Aug 14 2005,Roeselare,1-0,1-0,Beveren
Sun Aug 14 2005,Waregem,1-2,1-0,Standard
Sat Aug 20 2005,Anderlecht,3-1,2-1,Germinal
Sat Aug 20 2005,Beveren,4-1,2-1,Lierse
Sat Aug 20 2005,Charleroi,1-0,0-0,Mouscron
Sat Aug 20 2005,Club Brugge,1-0,1-0,Roeselare
Sat Aug 20 2005,Gent,1-0,0-0,Cercle Brugge
Sat Aug 20 2005,Waregem,0-0,0-0,Louvieroise
Sat Aug 20 2005,Westerlo,1-1,1-1,Genk
Sun Aug 21 2005,Lokeren,1-0,1-0,FC Brussels
Sun Aug 21 2005,Standard,2-0,0-0,St Truiden
Fri Aug 26 2005,St Truiden,1-0,1-0,Beveren
Sat Aug 27 2005,Cercle Brugge,2-4,0-2,Waregem
Sat Aug 27 2005,FC Brussels,2-2,1-1,Charleroi
Sat Aug 27 2005,Germinal,2-1,1-0,Gent
Sat Aug 27 2005,Lierse,1-1,0-1,Club Brugge
Sat Aug 27 2005,Louvieroise,2-3,0-2,Standard
Sat Aug 27 2005,Mouscron,1-0,0-0,Westerlo
Sun Aug 28 2005,Genk,3-3,0-1,Anderlecht
Sun Aug 28 2005,Roeselare,4-0,1-0,Lokeren
Sat Sep 10 2005,Anderlecht,3-1,1-1,Mouscron
Sat Sep 10 2005,Charleroi,1-1,1-1,Roeselare
Sat Sep 10 2005,Club Brugge,2-1,1-1,St Truiden
Sat Sep 10 2005,Gent,2-0,2-0,Genk
Sat Sep 10 2005,Louvieroise,0-0,0-0,Cercle Brugge
Sat Sep 10 2005,Waregem,2-1,0-0,Germinal
Sat Sep 10 2005,Westerlo,3-0,2-0,FC Brussels
Sun Sep 11 2005,Standard,1-3,1-1,Beveren
Fri Sep 16 2005,Mouscron,1-2,1-2,Gent
Sat Sep 17 2005,Cercle Brugge,0-3,0-2,Standard
Sat Sep 17 2005,FC Brussels,1-1,0-0,Anderlecht
Sat Sep 17 2005,Lierse,0-0,0-0,Charleroi
Sat Sep 17 2005,St Truiden,1-2,0-0,Lokeren
Sun Sep 18 2005,Beveren,0-1,0-1,Club Brugge
Sun Sep 18 2005,Genk,3-1,1-1,Waregem
Sun Sep 18 2005,Germinal,1-1,1-1,Louvieroise
Sun Sep 18 2005,Roeselare,0-2,0-1,Westerlo
Tue Sep 20 2005,Charleroi,0-1,0-0,St Truiden
Tue Sep 20 2005,Gent,2-1,2-0,FC Brussels
Wed Sep 21 2005,Anderlecht,5-1,3-0,Roeselare
Wed Sep 21 2005,Cercle Brugge,3-0,2-0,Germinal
Wed Sep 21 2005,Lokeren,1-2,0-1,Beveren
Wed Sep 21 2005,Louvieroise,2-3,0-1,Genk
Wed Sep 21 2005,Standard,2-0,2-0,Club Brugge
Wed Sep 21 2005,Waregem,4-1,2-0,Mouscron
Wed Sep 21 2005,Westerlo,0-0,0-0,Lierse
Sat Sep 24 2005,Beveren,1-1,0-0,Charleroi
Sat Sep 24 2005,Club Brugge,0-1,0-1,Lokeren
Sat Sep 24 2005,FC Brussels,1-1,0-0,Waregem
Sat Sep 24 2005,Genk,3-1,1-1,Cercle Brugge
Sat Sep 24 2005,Mouscron,2-1,2-1,Louvieroise
Sat Sep 24 2005,St Truiden,0-1,0-1,Westerlo
Sun Sep 25 2005,Germinal,2-2,2-1,Standard
Sun Sep 25 2005,Lierse,0-0,0-0,Anderlecht
Sun Sep 25 2005,Roeselare,1-1,0-0,Gent
Fri Sep 30 2005,Charleroi,3-3,2-1,Club Brugge
Sat Oct 1 2005,Anderlecht,3-0,0-0,St Truiden
Sat Oct 1 2005,Gent,1-1,0-0,Lierse
Sat Oct 1 2005,Louvieroise,0-3,0-1,FC Brussels
Sat Oct 1 2005,Standard,2-1,1-0,Lokeren
Sat Oct 1 2005,Waregem,2-1,0-0,Roeselare
Sat Oct 1 2005,Westerlo,4-1,0-0,Beveren
Sun Oct 2 2005,Cercle Brugge,1-0,0-0,Mouscron
Sun Oct 2 2005,Germinal,2-2,1-1,Genk
Sat Oct 15 2005,Beveren,0-1,0-1,Anderlecht
Sat Oct 15 2005,Club Brugge,2-1,1-1,Westerlo
Sat Oct 15 2005,FC Brussels,1-2,0-1,Cercle Brugge
Sat Oct 15 2005,Lierse,0-2,0-1,Waregem
Sat Oct 15 2005,Lokeren,4-2,0-2,Charleroi
Sat Oct 15 2005,Mouscron,4-1,1-0,Germinal
Sat Oct 15 2005,Roeselare,4-1,2-1,Louvieroise
Sun Oct 16 2005,Genk,0-1,0-1,Standard
Sun Oct 16 2005,St Truiden,1-1,0-0,Gent
Fri Oct 21 2005,Standard,1-0,0-0,Charleroi
Sat Oct 22 2005,Cercle Brugge,2-2,2-2,Roeselare
Sat Oct 22 2005,Genk,1-0,0-0,Mouscron
Sat Oct 22 2005,Gent,3-0,2-0,Beveren
Sat Oct 22 2005,Germinal,0-1,0-1,FC Brussels
Sat Oct 22 2005,Louvieroise,1-0,0-0,Lierse
Sat Oct 22 2005,Waregem,1-5,0-2,St Truiden
Sat Oct 22 2005,Westerlo,1-1,1-0,Lokeren
Sun Oct 23 2005,Anderlecht,2-2,1-0,Club Brugge
Fri Oct 28 2005,Lokeren,2-2,0-1,Anderlecht
Sat Oct 29 2005,Beveren,2-1,0-0,Waregem
Sat Oct 29 2005,Charleroi,2-1,2-0,Westerlo
Sat Oct 29 2005,Club Brugge,2-1,1-0,Gent
Sat Oct 29 2005,FC Brussels,1-0,1-0,Genk
Sat Oct 29 2005,Lierse,0-4,0-4,Cercle Brugge
Sat Oct 29 2005,St Truiden,1-3,0-1,Louvieroise
Sun Oct 30 2005,Mouscron,2-1,1-0,Standard
Sun Oct 30 2005,Roeselare,5-1,4-0,Germinal
Fri Nov 4 2005,Gent,1-2,0-2,Lokeren
Sat Nov 5 2005,Anderlecht,3-1,2-1,Charleroi
