Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 5 Aug 2005 (31),Gençlerbirliği (1),0-0,0-0,Fenerbahçe (1)
?,(Sat) 6 Aug 2005 (31),Diyarbakirspor (1),1-0,1-0,Rizespor (1)
?,(Sat) 6 Aug 2005 (31),Erciyesspor (1),1-1,0-0,Beşiktaş (1)
?,(Sat) 6 Aug 2005 (31),Sivasspor (1),1-1,0-0,Malatyaspor (1)
?,(Sat) 6 Aug 2005 (31),Trabzonspor (1),2-1,2-0,Kayserispor (1)
?,(Sun) 7 Aug 2005 (31),Denizlispor (1),1-1,1-0,Ankaraspor (1)
?,(Sun) 7 Aug 2005 (31),Galatasaray (1),2-1,1-0,Konyaspor (1)
?,(Sun) 7 Aug 2005 (31),Manisaspor (1),2-2,1-2,Ankaragucu (1)
?,(Sun) 7 Aug 2005 (31),Samsunspor (1),2-3,0-3,Gaziantepspor (1)
?,(Fri) 12 Aug 2005 (32),Ankaragucu (2),0-1,0-0,Galatasaray (2)
?,(Sat) 13 Aug 2005 (32),Fenerbahçe (2),2-2,0-1,Diyarbakirspor (2)
?,(Sat) 13 Aug 2005 (32),Gaziantepspor (2),0-0,0-0,Sivasspor (2)
?,(Sat) 13 Aug 2005 (32),Malatyaspor (2),0-5,0-0,Manisaspor (2)
?,(Sat) 13 Aug 2005 (32),Rizespor (2),1-2,0-1,Samsunspor (2)
?,(Sun) 14 Aug 2005 (32),Ankaraspor (2),0-0,0-0,Gençlerbirliği (2)
?,(Sun) 14 Aug 2005 (32),Beşiktaş (2),2-0,2-0,Denizlispor (2)
?,(Sun) 14 Aug 2005 (32),Kayserispor (2),1-2,0-0,Erciyesspor (2)
?,(Sun) 14 Aug 2005 (32),Konyaspor (2),0-0,0-0,Trabzonspor (2)
?,(Sat) 20 Aug 2005 (33),Denizlispor (3),1-3,0-1,Kayserispor (3)
?,(Sat) 20 Aug 2005 (33),Gençlerbirliği (3),0-2,0-0,Beşiktaş (3)
?,(Sat) 20 Aug 2005 (33),Samsunspor (3),1-2,1-0,Sivasspor (3)
?,(Sat) 20 Aug 2005 (33),Trabzonspor (3),3-1,2-0,Ankaragucu (3)
?,(Sun) 21 Aug 2005 (33),Diyarbakirspor (3),1-2,1-1,Ankaraspor (3)
?,(Sun) 21 Aug 2005 (33),Erciyesspor (3),0-0,0-0,Konyaspor (3)
?,(Sun) 21 Aug 2005 (33),Galatasaray (3),5-2,3-2,Malatyaspor (3)
?,(Sun) 21 Aug 2005 (33),Manisaspor (3),1-2,0-2,Gaziantepspor (3)
?,(Sun) 21 Aug 2005 (33),Rizespor (3),1-2,1-0,Fenerbahçe (3)
?,(Fri) 26 Aug 2005 (34),Gaziantepspor (4),2-2,1-1,Galatasaray (4)
?,(Sat) 27 Aug 2005 (34),Ankaraspor (4),0-0,0-0,Rizespor (4)
?,(Sat) 27 Aug 2005 (34),Fenerbahçe (4),5-2,1-1,Samsunspor (4)
?,(Sat) 27 Aug 2005 (34),Konyaspor (4),1-0,1-0,Denizlispor (4)
?,(Sat) 27 Aug 2005 (34),Sivasspor (4),1-0,0-0,Manisaspor (4)
?,(Sun) 28 Aug 2005 (34),Ankaragucu (4),1-2,1-2,Erciyesspor (4)
?,(Sun) 28 Aug 2005 (34),Beşiktaş (4),1-1,0-0,Diyarbakirspor (4)
?,(Sun) 28 Aug 2005 (34),Kayserispor (4),2-0,0-0,Gençlerbirliği (4)
