Date,Team 1,FT,HT,Team 2
Fri Aug 12 2005,AZ Alkmaar,3-0,1-0,Sparta
Sat Aug 13 2005,Heracles,1-1,0-0,PSV Eindhoven
Sat Aug 13 2005,Roda JC,2-0,1-0,Twente
Sat Aug 13 2005,Vitesse,2-2,1-0,Heerenveen
Sat Aug 13 2005,Willem II,1-2,0-1,Waalwijk
Sun Aug 14 2005,Feyenoord,2-0,1-0,NAC Breda
Sun Aug 14 2005,Groningen,1-0,0-0,Roosendaal
Sun Aug 14 2005,Nijmegen,0-0,0-0,Utrecht
Fri Aug 19 2005,NAC Breda,1-0,0-0,Willem II
Sat Aug 20 2005,Den Haag,1-2,0-0,Heracles
Sat Aug 20 2005,Heerenveen,5-4,1-2,Roda JC
Sat Aug 20 2005,Roosendaal,0-2,0-0,Ajax
Sat Aug 20 2005,Twente,0-1,0-0,Nijmegen
Sun Aug 21 2005,PSV Eindhoven,2-1,2-1,Vitesse
Sun Aug 21 2005,Sparta,1-3,1-1,Feyenoord
Sun Aug 21 2005,Utrecht,1-2,1-0,AZ Alkmaar
Sun Aug 21 2005,Waalwijk,2-1,0-1,Groningen
Fri Aug 26 2005,Den Haag,1-0,0-0,Heerenveen
Sat Aug 27 2005,Nijmegen,1-3,0-1,Waalwijk
Sat Aug 27 2005,Sparta,1-0,0-0,NAC Breda
Sat Aug 27 2005,Vitesse,0-5,0-3,AZ Alkmaar
Sun Aug 28 2005,Ajax,1-2,0-1,Feyenoord
Sun Aug 28 2005,Heracles,2-1,0-1,Groningen
Sun Aug 28 2005,Roda JC,0-3,0-1,PSV Eindhoven
Sun Aug 28 2005,Roosendaal,1-1,0-0,Willem II
Sun Aug 28 2005,Utrecht,1-3,0-1,Twente
Fri Sep 9 2005,Waalwijk,2-0,1-0,Roda JC
Sat Sep 10 2005,AZ Alkmaar,7-0,1-0,Roosendaal
Sat Sep 10 2005,Heerenveen,1-2,0-0,Heracles
Sat Sep 10 2005,PSV Eindhoven,1-0,0-0,Utrecht
Sat Sep 10 2005,Willem II,0-2,0-1,Ajax
Sun Sep 11 2005,Feyenoord,3-0,1-0,Nijmegen
Sun Sep 11 2005,Groningen,0-1,0-1,Sparta
Sun Sep 11 2005,NAC Breda,4-1,3-0,Den Haag
Sun Sep 11 2005,Twente,0-1,0-0,Vitesse
Fri Sep 16 2005,Den Haag,0-0,0-0,Twente
Sat Sep 17 2005,Heracles,0-2,0-1,Waalwijk
Sat Sep 17 2005,Nijmegen,1-1,0-1,NAC Breda
Sat Sep 17 2005,Roosendaal,1-1,1-0,Sparta
Sun Sep 18 2005,AZ Alkmaar,4-2,2-2,Ajax
Sun Sep 18 2005,Feyenoord,5-1,0-1,Heerenveen
Sun Sep 18 2005,Groningen,1-0,1-0,PSV Eindhoven
Sun Sep 18 2005,Roda JC,0-2,0-1,Willem II
Sun Sep 18 2005,Utrecht,1-0,1-0,Vitesse
Wed Sep 21 2005,Ajax,2-2,2-0,Den Haag
Fri Sep 23 2005,Heerenveen,2-1,1-1,Nijmegen
Sat Sep 24 2005,Ajax,4-1,2-0,Roda JC
Sat Sep 24 2005,PSV Eindhoven,2-0,1-0,Roosendaal
Sat Sep 24 2005,Vitesse,2-0,0-0,Groningen
Sat Sep 24 2005,Waalwijk,2-3,0-0,Utrecht
Sat Sep 24 2005,Willem II,1-0,0-0,Den Haag
Sun Sep 25 2005,NAC Breda,2-1,0-1,AZ Alkmaar
Sun Sep 25 2005,Sparta,2-0,1-0,Heracles
Sun Sep 25 2005,Twente,1-3,0-1,Feyenoord
Fri Sep 30 2005,Roosendaal,1-2,1-1,NAC Breda
Sat Oct 1 2005,Den Haag,2-1,1-1,Waalwijk
Sat Oct 1 2005,Roda JC,3-2,2-0,Vitesse
Sun Oct 2 2005,AZ Alkmaar,3-2,1-1,Nijmegen
Sun Oct 2 2005,Groningen,2-0,2-0,Willem II
Sun Oct 2 2005,Heerenveen,2-3,1-1,PSV Eindhoven
Sun Oct 2 2005,Heracles,0-4,0-0,Twente
Sun Oct 2 2005,Sparta,1-2,0-0,Ajax
Sun Oct 2 2005,Utrecht,3-1,1-1,Feyenoord
Fri Oct 14 2005,Willem II,0-0,0-0,Sparta
Sat Oct 15 2005,Ajax,0-0,0-0,Heracles
Sat Oct 15 2005,NAC Breda,0-3,0-2,Heerenveen
Sat Oct 15 2005,PSV Eindhoven,3-0,1-0,AZ Alkmaar
Sat Oct 15 2005,Twente,2-0,1-0,Waalwijk
Sun Oct 16 2005,Feyenoord,4-1,0-1,Groningen
Sun Oct 16 2005,Nijmegen,3-1,2-1,Roosendaal
Sun Oct 16 2005,Roda JC,2-1,0-1,Utrecht
Sun Oct 16 2005,Vitesse,3-1,1-1,Den Haag
Fri Oct 21 2005,Heracles,0-2,0-2,Nijmegen
Sat Oct 22 2005,NAC Breda,1-1,0-0,Twente
Sat Oct 22 2005,Roosendaal,0-3,0-1,Vitesse
Sat Oct 22 2005,Sparta,2-3,1-1,Roda JC
Sun Oct 23 2005,AZ Alkmaar,5-1,2-1,Willem II
Sun Oct 23 2005,Groningen,3-1,2-0,Den Haag
Sun Oct 23 2005,Heerenveen,1-1,0-1,Utrecht
Sun Oct 23 2005,PSV Eindhoven,1-0,1-0,Ajax
Sun Oct 23 2005,Waalwijk,2-1,1-0,Feyenoord
Fri Oct 28 2005,Ajax,0-0,0-0,Heerenveen
Sat Oct 29 2005,Den Haag,0-2,0-1,AZ Alkmaar
Sat Oct 29 2005,Twente,0-1,0-0,PSV Eindhoven
Sat Oct 29 2005,Vitesse,5-1,2-1,Heracles
Sat Oct 29 2005,Waalwijk,4-1,1-1,NAC Breda
Sun Oct 30 2005,Groningen,1-0,0-0,Roda JC
Sun Oct 30 2005,Nijmegen,0-0,0-0,Sparta
Sun Oct 30 2005,Utrecht,4-1,1-0,Roosendaal
Sun Oct 30 2005,Willem II,1-3,0-2,Feyenoord
Fri Nov 4 2005,Roosendaal,1-1,1-0,Waalwijk
