Date,Team 1,FT,HT,Team 2
Sat Aug 27 2005,Kallithea,1-1,0-1,Egaleo
Sat Aug 27 2005,Xanthi,1-0,1-0,PAOK
Sun Aug 28 2005,Akratitos,3-1,1-0,Iraklis
Sun Aug 28 2005,Kalamaria,2-1,1-1,OFI
Sun Aug 28 2005,Panathinaikos,0-2,0-1,Olympiakos
Sun Aug 28 2005,Panionios,1-1,0-0,Larisa
Mon Aug 29 2005,Atromitos,0-0,0-0,AEK
Sun Sep 4 2005,Levadeiakos,1-1,0-1,Ionikos
Sat Sep 10 2005,Olympiakos,5-0,1-0,Panionios
Sat Sep 10 2005,PAOK,2-2,2-0,Atromitos
Sun Sep 11 2005,AEK,2-0,2-0,Iraklis
Sun Sep 11 2005,Egaleo,1-0,1-0,Akratitos
Sun Sep 11 2005,Ionikos,1-1,1-0,Panathinaikos
Sun Sep 11 2005,Kalamaria,1-1,0-0,Levadeiakos
Sun Sep 11 2005,OFI,1-1,0-1,Xanthi
Mon Sep 12 2005,Larisa,2-0,2-0,Kallithea
Sat Sep 17 2005,Akratitos,0-0,0-0,Larisa
Sat Sep 17 2005,Kallithea,0-3,0-0,Olympiakos
Sun Sep 18 2005,AEK,1-1,0-0,Egaleo
Sun Sep 18 2005,Atromitos,4-0,1-0,OFI
Sun Sep 18 2005,Levadeiakos,0-0,0-0,Panathinaikos
Sun Sep 18 2005,Panionios,3-3,2-2,Ionikos
Sun Sep 18 2005,Xanthi,2-0,2-0,Kalamaria
Mon Sep 19 2005,Iraklis,0-0,0-0,PAOK
Sat Sep 24 2005,Olympiakos,2-0,2-0,Akratitos
Sat Sep 24 2005,Panathinaikos,3-0,3-0,Panionios
Sun Sep 25 2005,Ionikos,2-1,2-0,Kallithea
Sun Sep 25 2005,Larisa,0-1,0-0,AEK
Sun Sep 25 2005,OFI,0-1,0-1,Iraklis
Sun Sep 25 2005,PAOK,2-0,2-0,Egaleo
Sun Sep 25 2005,Xanthi,1-0,0-0,Levadeiakos
Mon Sep 26 2005,Kalamaria,1-2,0-1,Atromitos
Sat Oct 1 2005,Kallithea,2-4,2-1,Panathinaikos
Sat Oct 1 2005,Levadeiakos,3-2,3-2,Panionios
Sun Oct 2 2005,AEK,1-3,1-0,Olympiakos
Sun Oct 2 2005,Akratitos,0-0,0-0,Ionikos
Sun Oct 2 2005,Iraklis,0-1,0-0,Kalamaria
Sun Oct 2 2005,PAOK,2-2,0-1,Larisa
Mon Oct 3 2005,Atromitos,0-1,0-1,Xanthi
Sun Oct 9 2005,Egaleo,0-0,0-0,OFI
Sat Oct 15 2005,Atromitos,1-0,1-0,Levadeiakos
Sat Oct 15 2005,Kalamaria,0-0,0-0,Egaleo
Sat Oct 15 2005,Panathinaikos,1-0,1-0,Akratitos
Sun Oct 16 2005,Ionikos,0-1,0-1,AEK
Sun Oct 16 2005,OFI,3-2,2-0,Larisa
Sun Oct 16 2005,Olympiakos,1-2,0-0,PAOK
Sun Oct 16 2005,Panionios,1-0,0-0,Kallithea
Mon Oct 17 2005,Xanthi,4-1,2-1,Iraklis
Sat Oct 22 2005,Iraklis,2-0,0-0,Atromitos
Sun Oct 23 2005,AEK,3-0,0-0,Panathinaikos
Sun Oct 23 2005,Akratitos,0-1,0-1,Panionios
Sun Oct 23 2005,Egaleo,3-2,0-2,Xanthi
Sun Oct 23 2005,Levadeiakos,1-0,1-0,Kallithea
Sun Oct 23 2005,OFI,1-0,0-0,Olympiakos
Sun Oct 23 2005,PAOK,6-1,3-1,Ionikos
Mon Oct 24 2005,Larisa,4-1,1-0,Kalamaria
