Date,Team 1,FT,HT,Team 2
Sat Sep 9 2000,Barcelona,2-1,2-0,Malaga
Sat Sep 9 2000,La Coruna,2-0,0-0,Ath Bilbao
Sat Sep 9 2000,Real Madrid,2-1,0-0,Valencia
Sat Sep 9 2000,Sociedad,2-2,0-0,Santander
Sat Sep 9 2000,Zaragoza,1-2,0-0,Espanol
Sun Sep 10 2000,Las Palmas,0-3,0-1,Alaves
Sun Sep 10 2000,Mallorca,1-1,1-0,Valladolid
Sun Sep 10 2000,Numancia,1-0,0-0,Oviedo
Sun Sep 10 2000,Osasuna,0-2,0-0,Celta
Sun Sep 10 2000,Villarreal,1-5,0-3,Vallecano
Sat Sep 16 2000,Ath Bilbao,3-1,1-1,Barcelona
Sat Sep 16 2000,Malaga,3-3,1-1,Real Madrid
Sat Sep 16 2000,Santander,0-3,0-1,La Coruna
Sat Sep 16 2000,Valencia,4-0,1-0,Mallorca
Sat Sep 16 2000,Valladolid,2-0,1-0,Numancia
Sun Sep 17 2000,Alaves,0-1,0-0,Villarreal
Sun Sep 17 2000,Celta,4-1,3-0,Sociedad
Sun Sep 17 2000,Espanol,1-2,0-0,Osasuna
Sun Sep 17 2000,Oviedo,2-2,0-1,Las Palmas
Sun Sep 17 2000,Vallecano,0-0,0-0,Zaragoza
Sat Sep 23 2000,Barcelona,3-1,1-0,Santander
Sat Sep 23 2000,Las Palmas,1-1,0-1,Valladolid
Sat Sep 23 2000,Real Madrid,4-1,2-0,Ath Bilbao
Sat Sep 23 2000,Sociedad,1-1,1-0,La Coruna
Sat Sep 23 2000,Zaragoza,2-2,1-2,Alaves
Sun Sep 24 2000,Celta,1-0,1-0,Espanol
Sun Sep 24 2000,Mallorca,0-1,0-0,Malaga
Sun Sep 24 2000,Numancia,0-3,0-0,Valencia
Sun Sep 24 2000,Osasuna,2-2,1-1,Vallecano
Sun Sep 24 2000,Villarreal,1-0,1-0,Oviedo
Sat Sep 30 2000,Santander,0-0,0-0,Real Madrid
Sun Oct 1 2000,Alaves,2-0,0-0,Osasuna
