Date,Team 1,FT,HT,Team 2
Sat Mar 31 2012,Elfsborg,2-1,?,Djurgarden
Sat Mar 31 2012,GAIS,0-0,?,Hacken
Sat Mar 31 2012,Sundsvall,0-1,?,Kalmar
Sun Apr 1 2012,AIK,0-0,?,Mjallby
Sun Apr 1 2012,Syrianska,2-1,?,Goteborg
Mon Apr 2 2012,Malmo FF,0-0,?,Gefle
Mon Apr 2 2012,Orebro,3-4,?,Atvidabergs
Mon Apr 2 2012,Norrkoping,1-0,?,Helsingborg
Fri Apr 6 2012,Atvidabergs,2-1,?,GAIS
Fri Apr 6 2012,Gefle,1-1,?,Syrianska
Sat Apr 7 2012,Hacken,5-0,?,Malmo FF
Sat Apr 7 2012,Mjallby,0-0,?,Orebro
Sun Apr 8 2012,Djurgarden,1-0,?,Sundsvall
Sun Apr 8 2012,Helsingborg,2-1,?,Elfsborg
Mon Apr 9 2012,Goteborg,1-2,?,Norrkoping
Mon Apr 9 2012,Kalmar,1-2,?,AIK
Tue Apr 10 2012,Atvidabergs,6-1,?,Gefle
Wed Apr 11 2012,GAIS,0-0,?,Djurgarden
Wed Apr 11 2012,Orebro,0-0,?,Helsingborg
Thu Apr 12 2012,Elfsborg,2-0,?,Norrkoping
Thu Apr 12 2012,Hacken,4-2,?,Mjallby
Thu Apr 12 2012,Sundsvall,4-0,?,Syrianska
Thu Apr 12 2012,AIK,1-1,?,Goteborg
Fri Apr 13 2012,Malmo FF,2-0,?,Kalmar
Sun Apr 15 2012,Syrianska,0-1,?,AIK
Sun Apr 15 2012,Goteborg,2-2,?,Orebro
Sun Apr 15 2012,Mjallby,2-0,?,Atvidabergs
Mon Apr 16 2012,Gefle,1-2,?,Elfsborg
Mon Apr 16 2012,Helsingborg,1-1,?,GAIS
Mon Apr 16 2012,Kalmar,3-1,?,Hacken
Mon Apr 16 2012,Norrkoping,2-2,?,Sundsvall
Mon Apr 16 2012,Djurgarden,2-3,?,Malmo FF
Fri Apr 20 2012,Mjallby,4-3,?,Djurgarden
Sat Apr 21 2012,Atvidabergs,1-2,?,Helsingborg
Sat Apr 21 2012,Kalmar,0-1,?,Gefle
Sun Apr 22 2012,GAIS,2-0,?,Norrkoping
Sun Apr 22 2012,AIK,1-1,?,Sundsvall
Mon Apr 23 2012,Hacken,1-2,?,Goteborg
Mon Apr 23 2012,Malmo FF,2-0,?,Syrianska
Mon Apr 23 2012,Orebro,0-2,?,Elfsborg
Thu Apr 26 2012,Elfsborg,2-1,?,GAIS
Thu Apr 26 2012,Gefle,0-1,?,AIK
Fri Apr 27 2012,Helsingborg,1-1,?,Mjallby
Sat Apr 28 2012,Syrianska,1-2,?,Hacken
Sat Apr 28 2012,Goteborg,2-1,?,Atvidabergs
Sun Apr 29 2012,Djurgarden,1-1,?,Kalmar
Sun Apr 29 2012,Sundsvall,3-1,?,Orebro
