Date,Team 1,FT,HT,Team 2
Fri Mar 23 2012,Molde,2-1,?,Stromsgodset
Sat Mar 24 2012,Honefoss,0-0,?,Lillestrom
Sun Mar 25 2012,Odd,0-4,?,Sogndal
Sun Mar 25 2012,Stabaek,0-0,?,Aalesund
Sun Mar 25 2012,Tromso,1-0,?,Fredrikstad
Sun Mar 25 2012,Valerenga,2-1,?,Haugesund
Sun Mar 25 2012,Rosenborg,3-1,?,Brann
Mon Mar 26 2012,Sandnes,2-2,?,Viking
Fri Mar 30 2012,Brann,3-1,?,Sandnes
Sat Mar 31 2012,Stromsgodset,3-2,?,Valerenga
Sun Apr 1 2012,Fredrikstad,5-1,?,Stabaek
Sun Apr 1 2012,Haugesund,2-0,?,Molde
Sun Apr 1 2012,Sogndal,0-0,?,Honefoss
Sun Apr 1 2012,Viking,1-0,?,Odd
Sun Apr 1 2012,Lillestrom,2-2,?,Rosenborg
Mon Apr 2 2012,Aalesund,0-0,?,Tromso
Mon Apr 9 2012,Odd,2-0,?,Lillestrom
Mon Apr 9 2012,Honefoss,1-1,?,Fredrikstad
Mon Apr 9 2012,Rosenborg,0-0,?,Sogndal
Mon Apr 9 2012,Sandnes,1-1,?,Aalesund
Mon Apr 9 2012,Stromsgodset,3-3,?,Haugesund
Mon Apr 9 2012,Tromso,3-0,?,Stabaek
Mon Apr 9 2012,Molde,2-1,?,Brann
Tue Apr 10 2012,Valerenga,1-0,?,Viking
Fri Apr 13 2012,Fredrikstad,1-2,?,Rosenborg
Sun Apr 15 2012,Aalesund,2-1,?,Odd
Sun Apr 15 2012,Brann,1-2,?,Stromsgodset
Sun Apr 15 2012,Sogndal,1-1,?,Haugesund
Sun Apr 15 2012,Tromso,3-1,?,Sandnes
Sun Apr 15 2012,Lillestrom,1-1,?,Valerenga
Mon Apr 16 2012,Stabaek,0-2,?,Honefoss
Mon Apr 16 2012,Viking,1-0,?,Molde
Fri Apr 20 2012,Valerenga,0-2,?,Sogndal
Sat Apr 21 2012,Haugesund,2-1,?,Brann
Sun Apr 22 2012,Honefoss,3-1,?,Aalesund
Sun Apr 22 2012,Odd,1-1,?,Fredrikstad
Sun Apr 22 2012,Sandnes,2-1,?,Stabaek
Sun Apr 22 2012,Stromsgodset,1-0,?,Viking
Sun Apr 22 2012,Rosenborg,3-0,?,Tromso
Mon Apr 23 2012,Molde,3-2,?,Lillestrom
Fri Apr 27 2012,Aalesund,2-2,?,Rosenborg
Sat Apr 28 2012,Lillestrom,0-1,?,Stromsgodset
Sat Apr 28 2012,Fredrikstad,3-4,?,Sandnes
Sat Apr 28 2012,Stabaek,0-2,?,Odd
Sat Apr 28 2012,Tromso,0-0,?,Honefoss
Sat Apr 28 2012,Viking,0-2,?,Haugesund
Sat Apr 28 2012,Sogndal,2-1,?,Molde
Sun Apr 29 2012,Brann,1-2,?,Valerenga
Fri May 4 2012,Rosenborg,3-1,?,Stabaek
Sat May 5 2012,Odd,2-2,?,Tromso
Sun May 6 2012,Haugesund,1-1,?,Lillestrom
Sun May 6 2012,Sandnes,1-0,?,Honefoss
Sun May 6 2012,Stromsgodset,3-0,?,Sogndal
Sun May 6 2012,Valerenga,3-2,?,Fredrikstad
Sun May 6 2012,Molde,2-1,?,Aalesund
Mon May 7 2012,Brann,0-0,?,Viking
Sat May 12 2012,Stabaek,0-5,?,Molde
Sat May 12 2012,Tromso,3-1,?,Valerenga
Sun May 13 2012,Aalesund,3-1,?,Stromsgodset
Sun May 13 2012,Fredrikstad,0-0,?,Haugesund
Sun May 13 2012,Honefoss,1-4,?,Odd
Sun May 13 2012,Sandnes,1-1,?,Rosenborg
Sun May 13 2012,Sogndal,1-2,?,Viking
Sun May 13 2012,Lillestrom,3-4,?,Brann
Wed May 16 2012,Haugesund,4-2,?,Aalesund
Wed May 16 2012,Molde,2-0,?,Fredrikstad
Wed May 16 2012,Rosenborg,0-1,?,Honefoss
Wed May 16 2012,Stromsgodset,2-0,?,Tromso
Wed May 16 2012,Viking,1-2,?,Lillestrom
Wed May 16 2012,Brann,5-0,?,Sogndal
Wed May 16 2012,Odd,2-2,?,Sandnes
