Date,Team 1,FT,HT,Team 2
Sat Mar 10 2012,Colorado Rapids,2-0,?,Columbus Crew
Sat Mar 10 2012,Vancouver Whitecaps,2-0,?,Montreal Impact
Sat Mar 10 2012,DC United,0-1,?,Sporting Kansas City
Sat Mar 10 2012,Los Angeles Galaxy,1-3,?,Real Salt Lake
Sat Mar 10 2012,San Jose Earthquakes,1-0,?,New England Revolution
Sun Mar 11 2012,FC Dallas,2-1,?,New York Red Bulls
Sun Mar 11 2012,Chivas USA,0-1,?,Houston Dynamo
Mon Mar 12 2012,Portland Timbers,3-1,?,Philadelphia Union
Sat Mar 17 2012,Montreal Impact,1-1,?,Chicago Fire
Sat Mar 17 2012,San Jose Earthquakes,0-1,?,Houston Dynamo
Sat Mar 17 2012,FC Dallas,1-1,?,Portland Timbers
Sat Mar 17 2012,Sporting Kansas City,3-0,?,New England Revolution
Sat Mar 17 2012,Real Salt Lake,2-0,?,New York Red Bulls
Sat Mar 17 2012,Seattle Sounders,3-1,?,Toronto FC
Sat Mar 17 2012,Chivas USA,0-1,?,Vancouver Whitecaps
Sun Mar 18 2012,Philadelphia Union,1-2,?,Colorado Rapids
Sun Mar 18 2012,Los Angeles Galaxy,3-1,?,DC United
Fri Mar 23 2012,Seattle Sounders,2-0,?,Houston Dynamo
Sat Mar 24 2012,Toronto FC,0-3,?,San Jose Earthquakes
Sat Mar 24 2012,Columbus Crew,2-0,?,Montreal Impact
Sat Mar 24 2012,New England Revolution,1-0,?,Portland Timbers
Sat Mar 24 2012,Chicago Fire,1-0,?,Philadelphia Union
Sat Mar 24 2012,Real Salt Lake,0-1,?,Chivas USA
Sat Mar 24 2012,Vancouver Whitecaps,0-0,?,DC United
Sun Mar 25 2012,New York Red Bulls,4-1,?,Colorado Rapids
Sun Mar 25 2012,Sporting Kansas City,2-1,?,FC Dallas
Fri Mar 30 2012,DC United,4-1,?,FC Dallas
Sat Mar 31 2012,Toronto FC,0-1,?,Columbus Crew
Sat Mar 31 2012,New York Red Bulls,5-2,?,Montreal Impact
Sat Mar 31 2012,Philadelphia Union,0-0,?,Vancouver Whitecaps
Sat Mar 31 2012,Portland Timbers,2-3,?,Real Salt Lake
Sat Mar 31 2012,Seattle Sounders,0-1,?,San Jose Earthquakes
Sat Mar 31 2012,Los Angeles Galaxy,1-3,?,New England Revolution
Sun Apr 1 2012,Colorado Rapids,2-0,?,Chicago Fire
Sun Apr 1 2012,Chivas USA,0-1,?,Sporting Kansas City
Wed Apr 4 2012,Real Salt Lake,1-0,?,Montreal Impact
Thu Apr 5 2012,FC Dallas,1-0,?,New England Revolution
Sat Apr 7 2012,Montreal Impact,2-1,?,Toronto FC
Sat Apr 7 2012,Columbus Crew,1-4,?,New York Red Bulls
Sat Apr 7 2012,Sporting Kansas City,1-0,?,Los Angeles Galaxy
Sat Apr 7 2012,San Jose Earthquakes,3-1,?,Vancouver Whitecaps
Sat Apr 7 2012,DC United,0-0,?,Seattle Sounders
Sat Apr 7 2012,Real Salt Lake,2-0,?,Colorado Rapids
Sat Apr 7 2012,Portland Timbers,1-2,?,Chivas USA
Sat Apr 14 2012,Philadelphia Union,1-0,?,Columbus Crew
Sat Apr 14 2012,New England Revolution,1-2,?,DC United
Sat Apr 14 2012,Seattle Sounders,1-0,?,Colorado Rapids
Sat Apr 14 2012,Toronto FC,0-1,?,Chivas USA
Sat Apr 14 2012,New York Red Bulls,2-2,?,San Jose Earthquakes
Sat Apr 14 2012,FC Dallas,2-1,?,Montreal Impact
Sat Apr 14 2012,Sporting Kansas City,1-0,?,Real Salt Lake
Sat Apr 14 2012,Los Angeles Galaxy,3-1,?,Portland Timbers
Sun Apr 15 2012,Chicago Fire,1-1,?,Houston Dynamo
Wed Apr 18 2012,DC United,1-1,?,Montreal Impact
Wed Apr 18 2012,Vancouver Whitecaps,1-3,?,Sporting Kansas City
Sat Apr 21 2012,Toronto FC,2-3,?,Chicago Fire
Sat Apr 21 2012,Columbus Crew,2-2,?,Houston Dynamo
Sat Apr 21 2012,Colorado Rapids,1-2,?,Los Angeles Galaxy
Sat Apr 21 2012,Vancouver Whitecaps,1-0,?,FC Dallas
Sat Apr 21 2012,Chivas USA,0-1,?,Philadelphia Union
Sat Apr 21 2012,Portland Timbers,1-0,?,Sporting Kansas City
Sat Apr 21 2012,San Jose Earthquakes,3-1,?,Real Salt Lake
Sun Apr 22 2012,DC United,4-1,?,New York Red Bulls
Wed Apr 25 2012,FC Dallas,1-1,?,Real Salt Lake
Sat Apr 28 2012,Montreal Impact,2-0,?,Portland Timbers
Sat Apr 28 2012,New York Red Bulls,1-0,?,New England Revolution
Sat Apr 28 2012,Philadelphia Union,1-2,?,San Jose Earthquakes
Sat Apr 28 2012,Columbus Crew,0-1,?,Vancouver Whitecaps
Sat Apr 28 2012,DC United,3-2,?,Houston Dynamo
Sat Apr 28 2012,Chicago Fire,1-2,?,Seattle Sounders
Sat Apr 28 2012,Colorado Rapids,4-0,?,Chivas USA
Sat Apr 28 2012,Real Salt Lake,3-2,?,Toronto FC
Sat Apr 28 2012,Los Angeles Galaxy,1-1,?,FC Dallas
Wed May 2 2012,New England Revolution,2-1,?,Colorado Rapids
Wed May 2 2012,Seattle Sounders,2-0,?,Los Angeles Galaxy
Wed May 2 2012,San Jose Earthquakes,5-3,?,DC United
Fri May 4 2012,Chivas USA,1-2,?,Chicago Fire
Sat May 5 2012,Toronto FC,0-2,?,DC United
Sat May 5 2012,Seattle Sounders,1-0,?,Philadelphia Union
Sat May 5 2012,Vancouver Whitecaps,2-1,?,San Jose Earthquakes
Sat May 5 2012,Los Angeles Galaxy,0-1,?,New York Red Bulls
Sat May 5 2012,Sporting Kansas City,0-2,?,Montreal Impact
Sat May 5 2012,Real Salt Lake,2-1,?,New England Revolution
Sat May 5 2012,Portland Timbers,0-0,?,Columbus Crew
Sun May 6 2012,FC Dallas,0-2,?,Colorado Rapids
Wed May 9 2012,New York Red Bulls,1-0,?,Houston Dynamo
Wed May 9 2012,Chicago Fire,0-0,?,Real Salt Lake
Wed May 9 2012,FC Dallas,0-2,?,Seattle Sounders
Sat May 12 2012,Montreal Impact,1-1,?,Los Angeles Galaxy
Sat May 12 2012,Houston Dynamo,1-0,?,DC United
Sat May 12 2012,Columbus Crew,2-1,?,FC Dallas
Sat May 12 2012,New England Revolution,4-1,?,Vancouver Whitecaps
Sat May 12 2012,Chicago Fire,2-1,?,Sporting Kansas City
Sat May 12 2012,Seattle Sounders,0-1,?,Real Salt Lake
Sun May 13 2012,Philadelphia Union,2-3,?,New York Red Bulls
Sun May 13 2012,San Jose Earthquakes,1-1,?,Chivas USA
Tue May 15 2012,Houston Dynamo,0-0,?,Portland Timbers
Wed May 16 2012,DC United,2-0,?,Colorado Rapids
Sat May 19 2012,Vancouver Whitecaps,2-2,?,Seattle Sounders
Sat May 19 2012,DC United,3-1,?,Toronto FC
Sat May 19 2012,Montreal Impact,1-2,?,New York Red Bulls
Sat May 19 2012,New England Revolution,2-2,?,Houston Dynamo
Sat May 19 2012,FC Dallas,1-1,?,Philadelphia Union
Sat May 19 2012,Colorado Rapids,2-2,?,Sporting Kansas City
Sat May 19 2012,Chivas USA,1-0,?,Los Angeles Galaxy
Sat May 19 2012,San Jose Earthquakes,1-1,?,Columbus Crew
Sun May 20 2012,Portland Timbers,2-1,?,Chicago Fire
Wed May 23 2012,New York Red Bulls,1-1,?,Chivas USA
Wed May 23 2012,Chicago Fire,2-1,?,FC Dallas
Wed May 23 2012,Seattle Sounders,0-2,?,Columbus Crew
Wed May 23 2012,Los Angeles Galaxy,2-3,?,San Jose Earthquakes
Sat May 26 2012,Houston Dynamo,2-1,?,Los Angeles Galaxy
Sat May 26 2012,Toronto FC,1-0,?,Philadelphia Union
Sat May 26 2012,Columbus Crew,2-1,?,Chicago Fire
Sat May 26 2012,DC United,3-2,?,New England Revolution
Sat May 26 2012,Colorado Rapids,3-2,?,Montreal Impact
Sat May 26 2012,Real Salt Lake,3-2,?,FC Dallas
Sat May 26 2012,Portland Timbers,1-1,?,Vancouver Whitecaps
Sat May 26 2012,Chivas USA,1-1,?,Seattle Sounders
Sun May 27 2012,Sporting Kansas City,2-1,?,San Jose Earthquakes
Sat Jun 2 2012,New England Revolution,2-0,?,Chicago Fire
Sun Jun 10 2012,Vancouver Whitecaps,3-1,?,Houston Dynamo
Sat Jun 16 2012,Philadelphia Union,0-1,?,DC United
Sat Jun 16 2012,Vancouver Whitecaps,1-0,?,Colorado Rapids
Sat Jun 16 2012,Houston Dynamo,2-1,?,FC Dallas
Sat Jun 16 2012,Montreal Impact,4-1,?,Seattle Sounders
Sat Jun 16 2012,New England Revolution,0-0,?,Columbus Crew
Sat Jun 16 2012,Sporting Kansas City,2-0,?,Toronto FC
Sat Jun 16 2012,Chivas USA,0-3,?,Real Salt Lake
Sun Jun 17 2012,Chicago Fire,3-1,?,New York Red Bulls
Sun Jun 17 2012,Los Angeles Galaxy,1-0,?,Portland Timbers
Wed Jun 20 2012,Houston Dynamo,3-3,?,Toronto FC
Wed Jun 20 2012,Real Salt Lake,2-3,?,Los Angeles Galaxy
Wed Jun 20 2012,Colorado Rapids,1-2,?,San Jose Earthquakes
Wed Jun 20 2012,Seattle Sounders,1-1,?,Sporting Kansas City
Wed Jun 20 2012,Chivas USA,2-1,?,Montreal Impact
Wed Jun 20 2012,Vancouver Whitecaps,1-1,?,New York Red Bulls
Sat Jun 23 2012,Toronto FC,2-2,?,New England Revolution
Sat Jun 23 2012,Philadelphia Union,4-0,?,Sporting Kansas City
Sat Jun 23 2012,Montreal Impact,4-2,?,Houston Dynamo
Sat Jun 23 2012,Chicago Fire,2-1,?,Columbus Crew
Sat Jun 23 2012,FC Dallas,0-0,?,Chivas USA
Sat Jun 23 2012,Real Salt Lake,1-2,?,San Jose Earthquakes
Sat Jun 23 2012,Los Angeles Galaxy,3-0,?,Vancouver Whitecaps
Sun Jun 24 2012,Portland Timbers,2-1,?,Seattle Sounders
Sun Jun 24 2012,New York Red Bulls,3-2,?,DC United
Wed Jun 27 2012,Montreal Impact,0-3,?,Toronto FC
Fri Jun 29 2012,Sporting Kansas City,0-1,?,Chicago Fire
Sat Jun 30 2012,Toronto FC,1-1,?,New York Red Bulls
Sat Jun 30 2012,DC United,3-0,?,Montreal Impact
Sat Jun 30 2012,New England Revolution,2-2,?,Seattle Sounders
Sat Jun 30 2012,Houston Dynamo,2-1,?,Philadelphia Union
Sat Jun 30 2012,Colorado Rapids,3-0,?,Portland Timbers
Sat Jun 30 2012,Columbus Crew,2-0,?,Real Salt Lake
Sat Jun 30 2012,San Jose Earthquakes,4-3,?,Los Angeles Galaxy
Tue Jul 3 2012,Houston Dynamo,0-0,?,Chicago Fire
Tue Jul 3 2012,Portland Timbers,2-1,?,San Jose Earthquakes
Wed Jul 4 2012,Montreal Impact,1-3,?,Sporting Kansas City
Wed Jul 4 2012,FC Dallas,1-1,?,Toronto FC
Wed Jul 4 2012,Colorado Rapids,0-1,?,Vancouver Whitecaps
Wed Jul 4 2012,Real Salt Lake,0-0,?,Seattle Sounders
Wed Jul 4 2012,Los Angeles Galaxy,1-2,?,Philadelphia Union
Sat Jul 7 2012,Sporting Kansas City,0-0,?,Houston Dynamo
Sat Jul 7 2012,FC Dallas,0-0,?,San Jose Earthquakes
Sat Jul 7 2012,Real Salt Lake,3-0,?,Portland Timbers
Sat Jul 7 2012,Chivas USA,0-0,?,Vancouver Whitecaps
Sat Jul 7 2012,Seattle Sounders,2-1,?,Colorado Rapids
Sun Jul 8 2012,Chicago Fire,0-2,?,Los Angeles Galaxy
Sun Jul 8 2012,Philadelphia Union,3-0,?,Toronto FC
Sun Jul 8 2012,New England Revolution,2-0,?,New York Red Bulls
Sun Jul 8 2012,Montreal Impact,2-1,?,Columbus Crew
Wed Jul 11 2012,Toronto FC,3-2,?,Vancouver Whitecaps
Sat Jul 14 2012,Philadelphia Union,2-1,?,Montreal Impact
Sat Jul 14 2012,Columbus Crew,0-2,?,Sporting Kansas City
Sat Jul 14 2012,New England Revolution,0-1,?,Toronto FC
Sat Jul 14 2012,Chicago Fire,1-0,?,Vancouver Whitecaps
Sat Jul 14 2012,Colorado Rapids,1-2,?,FC Dallas
Sat Jul 14 2012,San Jose Earthquakes,5-0,?,Real Salt Lake
Sat Jul 14 2012,Portland Timbers,3-5,?,Los Angeles Galaxy
Sun Jul 15 2012,New York Red Bulls,2-2,?,Seattle Sounders
Sun Jul 15 2012,Houston Dynamo,4-0,?,DC United
Wed Jul 18 2012,New York Red Bulls,1-0,?,Chicago Fire
Wed Jul 18 2012,Chivas USA,1-0,?,Portland Timbers
Wed Jul 18 2012,Toronto FC,2-1,?,Colorado Rapids
Wed Jul 18 2012,Montreal Impact,2-1,?,New England Revolution
Wed Jul 18 2012,Houston Dynamo,2-1,?,Sporting Kansas City
Wed Jul 18 2012,Vancouver Whitecaps,2-2,?,Los Angeles Galaxy
Wed Jul 18 2012,San Jose Earthquakes,2-1,?,FC Dallas
Sat Jul 21 2012,New York Red Bulls,2-0,?,Philadelphia Union
Sat Jul 21 2012,Columbus Crew,1-0,?,DC United
Sat Jul 21 2012,Houston Dynamo,3-0,?,Montreal Impact
Sat Jul 21 2012,Sporting Kansas City,0-0,?,New England Revolution
Sat Jul 21 2012,FC Dallas,5-0,?,Portland Timbers
Sat Jul 21 2012,Los Angeles Galaxy,3-1,?,Chivas USA
Sat Jul 21 2012,Real Salt Lake,2-0,?,Colorado Rapids
Sun Jul 22 2012,Vancouver Whitecaps,2-1,?,San Jose Earthquakes
Fri Jul 27 2012,Real Salt Lake,2-1,?,Vancouver Whitecaps
Sat Jul 28 2012,Toronto FC,0-2,?,Houston Dynamo
