Date,Team 1,FT,HT,Team 2
Sat Aug 7 2004,Aberdeen,0-0,0-0,Rangers
Sat Aug 7 2004,Dundee,0-1,0-0,Hearts
Sat Aug 7 2004,Dunfermline,1-1,0-0,Dundee United
Sat Aug 7 2004,Hibernian,0-1,0-0,Kilmarnock
Sat Aug 7 2004,Livingston,3-0,1-0,Inverness C
Sun Aug 8 2004,Celtic,2-0,1-0,Motherwell
Sat Aug 14 2004,Hearts,0-0,0-0,Aberdeen
Sat Aug 14 2004,Kilmarnock,2-4,2-3,Celtic
Sat Aug 14 2004,Motherwell,1-2,1-1,Hibernian
Sat Aug 14 2004,Rangers,4-0,2-0,Livingston
Sun Aug 15 2004,Dundee United,1-2,0-1,Dundee
Sun Aug 15 2004,Inverness C,2-0,1-0,Dunfermline
Sat Aug 21 2004,Dundee,1-2,0-1,Motherwell
Sat Aug 21 2004,Dunfermline,0-1,0-1,Aberdeen
Sat Aug 21 2004,Hearts,3-0,1-0,Kilmarnock
Sat Aug 21 2004,Livingston,1-1,0-0,Dundee United
Sat Aug 21 2004,Rangers,4-1,2-1,Hibernian
Sun Aug 22 2004,Inverness C,1-3,1-1,Celtic
Sat Aug 28 2004,Aberdeen,2-0,0-0,Livingston
Sat Aug 28 2004,Dundee United,2-1,0-0,Inverness C
Sat Aug 28 2004,Hibernian,4-4,2-1,Dundee
Sat Aug 28 2004,Motherwell,2-0,0-0,Hearts
Sun Aug 29 2004,Celtic,1-0,0-0,Rangers
Sun Aug 29 2004,Kilmarnock,1-0,1-0,Dunfermline
Sat Sep 11 2004,Celtic,3-0,2-0,Dundee
Sat Sep 11 2004,Dundee United,1-1,0-1,Aberdeen
Sat Sep 11 2004,Dunfermline,1-1,1-0,Motherwell
Sat Sep 11 2004,Inverness C,1-2,1-1,Hibernian
Sat Sep 11 2004,Livingston,0-2,0-0,Kilmarnock
Sun Sep 12 2004,Hearts,0-0,0-0,Rangers
Sat Sep 18 2004,Dundee,0-0,0-0,Livingston
Sat Sep 18 2004,Kilmarnock,0-1,0-0,Aberdeen
Sat Sep 18 2004,Motherwell,4-2,0-1,Dundee United
Sun Sep 19 2004,Dunfermline,1-0,0-0,Hearts
Sun Sep 19 2004,Hibernian,2-2,2-2,Celtic
Sun Sep 19 2004,Rangers,1-0,1-0,Inverness C
Sat Sep 25 2004,Aberdeen,0-1,0-0,Hibernian
Sat Sep 25 2004,Celtic,3-0,2-0,Dunfermline
Sat Sep 25 2004,Hearts,1-0,1-0,Inverness C
Sat Sep 25 2004,Kilmarnock,5-2,4-1,Dundee United
Sat Sep 25 2004,Livingston,2-3,2-1,Motherwell
Sun Sep 26 2004,Dundee,0-2,0-0,Rangers
Sat Oct 2 2004,Aberdeen,1-1,1-1,Dundee
