Date,Team 1,FT,HT,Team 2
Fri Aug 6 2004,Mouscron,2-0,1-0,Anderlecht
Sat Aug 7 2004,Beveren,1-1,1-1,Club Brugge
Sat Aug 7 2004,Cercle Brugge,2-2,1-1,Lokeren
Sat Aug 7 2004,FC Brussels,0-1,0-0,Genk
Sat Aug 7 2004,Gent,0-1,0-0,Germinal
Sat Aug 7 2004,Lierse,1-1,0-1,Standard
Sat Aug 7 2004,St Truiden,0-0,0-0,Bergen
Sun Aug 8 2004,Charleroi,2-5,1-3,Louvieroise
Sun Aug 8 2004,Oostende,3-3,0-2,Westerlo
Fri Aug 13 2004,Standard,1-2,1-2,Charleroi
Sat Aug 14 2004,Anderlecht,2-1,0-0,St Truiden
Sat Aug 14 2004,Genk,0-0,0-0,Mouscron
Sat Aug 14 2004,Lokeren,1-0,0-0,FC Brussels
Sat Aug 14 2004,Louvieroise,2-1,0-1,Cercle Brugge
Sat Aug 14 2004,Westerlo,2-1,2-0,Lierse
Sun Aug 15 2004,Bergen,2-2,2-1,Beveren
Sun Aug 15 2004,Club Brugge,5-0,2-0,Gent
Sun Aug 15 2004,Germinal,4-0,1-0,Oostende
Sat Aug 21 2004,Beveren,0-1,0-0,Anderlecht
Sat Aug 21 2004,Charleroi,0-1,0-1,Westerlo
Sat Aug 21 2004,Gent,2-1,1-1,Bergen
Sat Aug 21 2004,Lierse,2-0,2-0,Germinal
Sat Aug 21 2004,Mouscron,4-0,3-0,St Truiden
Sat Aug 21 2004,Oostende,1-2,0-0,Club Brugge
Sun Aug 22 2004,Cercle Brugge,1-3,0-1,Standard
Sun Aug 22 2004,FC Brussels,1-1,0-1,Louvieroise
Sun Aug 22 2004,Genk,2-1,0-0,Lokeren
Fri Aug 27 2004,Louvieroise,2-0,0-0,Genk
Sat Aug 28 2004,Anderlecht,2-0,1-0,Gent
Sat Aug 28 2004,Bergen,2-0,1-0,Oostende
Sat Aug 28 2004,Club Brugge,1-0,0-0,Lierse
Sat Aug 28 2004,Lokeren,1-1,0-0,Mouscron
Sat Aug 28 2004,Standard,1-3,0-1,FC Brussels
Sat Aug 28 2004,Westerlo,1-2,1-0,Cercle Brugge
Sun Aug 29 2004,Germinal,0-1,0-1,Charleroi
Sun Aug 29 2004,St Truiden,0-1,0-0,Beveren
Sat Sep 11 2004,Charleroi,0-1,0-0,Club Brugge
Sat Sep 11 2004,FC Brussels,0-1,0-0,Westerlo
Sat Sep 11 2004,Gent,2-1,1-0,St Truiden
Sat Sep 11 2004,Lierse,4-1,1-0,Bergen
Sat Sep 11 2004,Oostende,1-3,0-1,Anderlecht
Sun Sep 12 2004,Cercle Brugge,2-1,0-1,Germinal
Sun Sep 12 2004,Genk,1-1,0-0,Standard
Sun Sep 12 2004,Lokeren,1-0,1-0,Louvieroise
Sun Sep 12 2004,Mouscron,1-0,1-0,Beveren
Fri Sep 17 2004,Louvieroise,3-1,1-1,Mouscron
Sat Sep 18 2004,Anderlecht,5-1,2-0,Lierse
Sat Sep 18 2004,Bergen,0-1,0-0,Charleroi
