Date,Team 1,FT,HT,Team 2
Sat Aug 28 2004,Eibar,2-1,2-0,Cadiz
Sat Aug 28 2004,Lleida,1-2,0-1,Ferrol
Sat Aug 28 2004,Pontevedra,0-1,0-0,Poli Ejido
Sat Aug 28 2004,Tenerife,1-0,0-0,Elche
Sun Aug 29 2004,Alaves,2-4,0-2,Valladolid
Sun Aug 29 2004,Almeria,0-1,0-0,Celta
Sun Aug 29 2004,Ciudad de Murcia,1-0,1-0,Cordoba
Sun Aug 29 2004,Gimnastic,2-0,0-0,Murcia
Sun Aug 29 2004,Sp Gijon,0-1,0-0,Recreativo
Sun Aug 29 2004,Terrassa,3-0,1-0,Salamanca
Sun Aug 29 2004,Xerez,1-0,0-0,Malaga B
Sat Sep 4 2004,Celta,1-0,0-0,Gimnastic
Sat Sep 4 2004,Elche,3-1,1-1,Ciudad de Murcia
Sat Sep 4 2004,Valladolid,2-1,1-0,Tenerife
Sun Sep 5 2004,Cadiz,0-2,0-2,Lleida
Sun Sep 5 2004,Cordoba,0-0,0-0,Pontevedra
Sun Sep 5 2004,Ferrol,0-1,0-0,Almeria
Sun Sep 5 2004,Malaga B,0-0,0-0,Eibar
Sun Sep 5 2004,Murcia,1-3,0-1,Sp Gijon
Sun Sep 5 2004,Poli Ejido,0-0,0-0,Terrassa
Sun Sep 5 2004,Recreativo,0-0,0-0,Alaves
Sun Sep 5 2004,Salamanca,1-1,0-0,Xerez
Sat Sep 11 2004,Alaves,1-0,1-0,Tenerife
Sat Sep 11 2004,Almeria,0-1,0-1,Cadiz
Sat Sep 11 2004,Terrassa,2-0,1-0,Cordoba
Sun Sep 12 2004,Ciudad de Murcia,2-2,0-1,Valladolid
Sun Sep 12 2004,Eibar,2-1,2-1,Salamanca
Sun Sep 12 2004,Gimnastic,1-1,0-0,Ferrol
Sun Sep 12 2004,Lleida,2-1,1-1,Malaga B
Sun Sep 12 2004,Pontevedra,2-2,1-0,Elche
Sun Sep 12 2004,Recreativo,1-0,0-0,Murcia
Sun Sep 12 2004,Sp Gijon,1-0,0-0,Celta
Sun Sep 12 2004,Xerez,1-0,1-0,Poli Ejido
Sat Sep 18 2004,Elche,1-0,1-0,Terrassa
Sat Sep 18 2004,Ferrol,0-0,0-0,Sp Gijon
Sat Sep 18 2004,Malaga B,1-2,0-0,Almeria
Sat Sep 18 2004,Poli Ejido,4-1,0-1,Eibar
Sat Sep 18 2004,Salamanca,0-1,0-1,Lleida
Sun Sep 19 2004,Cadiz,2-1,0-0,Gimnastic
Sun Sep 19 2004,Celta,1-1,1-1,Recreativo
Sun Sep 19 2004,Cordoba,1-2,0-1,Xerez
Sun Sep 19 2004,Murcia,1-5,1-3,Alaves
Sun Sep 19 2004,Tenerife,1-0,1-0,Ciudad de Murcia
Sun Sep 19 2004,Valladolid,0-1,0-0,Pontevedra
Sat Sep 25 2004,Alaves,1-1,1-1,Ciudad de Murcia
Sat Sep 25 2004,Gimnastic,0-2,0-2,Malaga B
Sat Sep 25 2004,Pontevedra,1-1,0-0,Tenerife
Sat Sep 25 2004,Xerez,1-1,0-1,Elche
Sun Sep 26 2004,Almeria,0-1,0-0,Salamanca
Sun Sep 26 2004,Eibar,1-0,0-0,Cordoba
Sun Sep 26 2004,Lleida,0-1,0-1,Poli Ejido
Sun Sep 26 2004,Murcia,1-1,0-0,Celta
Sun Sep 26 2004,Recreativo,0-1,0-0,Ferrol
Sun Sep 26 2004,Sp Gijon,0-0,0-0,Cadiz
Sun Sep 26 2004,Terrassa,2-1,1-1,Valladolid
Sat Oct 2 2004,Celta,2-2,2-2,Alaves
Sat Oct 2 2004,Cordoba,0-1,0-1,Lleida
Sun Oct 3 2004,Cadiz,0-0,0-0,Recreativo
Sun Oct 3 2004,Ciudad de Murcia,2-3,1-1,Pontevedra
Sun Oct 3 2004,Elche,1-0,1-0,Eibar
Sun Oct 3 2004,Ferrol,3-1,0-1,Murcia
Sun Oct 3 2004,Poli Ejido,2-0,1-0,Almeria
Sun Oct 3 2004,Salamanca,0-1,0-1,Gimnastic
Sun Oct 3 2004,Tenerife,2-1,2-0,Terrassa
Sun Oct 3 2004,Valladolid,1-1,1-0,Xerez
Mon Oct 4 2004,Malaga B,1-0,0-0,Sp Gijon
Sat Oct 9 2004,Celta,1-1,1-1,Ferrol
Sat Oct 9 2004,Eibar,2-0,2-0,Valladolid
Sat Oct 9 2004,Lleida,1-2,0-0,Elche
Sat Oct 9 2004,Recreativo,0-1,0-1,Malaga B
Sun Oct 10 2004,Alaves,3-2,1-0,Pontevedra
Sun Oct 10 2004,Almeria,2-0,1-0,Cordoba
Sun Oct 10 2004,Gimnastic,1-4,0-2,Poli Ejido
Sun Oct 10 2004,Murcia,0-2,0-0,Cadiz
Sun Oct 10 2004,Sp Gijon,1-2,1-1,Salamanca
Sun Oct 10 2004,Terrassa,0-1,0-0,Ciudad de Murcia
Sun Oct 10 2004,Xerez,1-1,0-0,Tenerife
Sat Oct 16 2004,Malaga B,0-2,0-2,Murcia
Sat Oct 16 2004,Poli Ejido,1-1,0-1,Sp Gijon
Sat Oct 16 2004,Pontevedra,3-3,1-2,Terrassa
Sat Oct 16 2004,Tenerife,1-1,0-1,Eibar
Sun Oct 17 2004,Cadiz,2-0,1-0,Celta
Sun Oct 17 2004,Ciudad de Murcia,0-2,0-1,Xerez
Sun Oct 17 2004,Cordoba,2-0,0-0,Gimnastic
Sun Oct 17 2004,Elche,0-0,0-0,Almeria
Sun Oct 17 2004,Ferrol,2-1,0-0,Alaves
Sun Oct 17 2004,Salamanca,1-0,1-0,Recreativo
Sun Oct 17 2004,Valladolid,1-1,0-1,Lleida
Sat Oct 23 2004,Eibar,3-2,3-0,Ciudad de Murcia
Sat Oct 23 2004,Gimnastic,2-0,1-0,Elche
