Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 6 Aug 2004 (W32),Çaykur Rizespor (1),2-2,0-2,Fenerbahçe İstanbul SK (1)
?,(Sat) 7 Aug 2004 (W32),Denizlispor (1),2-1,1-0,Gaziantepspor (1)
?,(Sat) 7 Aug 2004 (W32),Gençlerbirliği Ankara SK (1),1-0,1-0,Sakaryaspor (1)
?,(Sat) 7 Aug 2004 (W32),Kayserispor (1),0-3,0-1,Trabzonspor AŞ (1)
?,(Sat) 7 Aug 2004 (W32),Malatyaspor (1),1-1,1-0,Beşiktaş İstanbul JK (1)
?,(Sun) 8 Aug 2004 (W32),A. Sebatspor (1),1-3,0-1,Ankaraspor (1)
?,(Sun) 8 Aug 2004 (W32),Galatasaray İstanbul AŞ (1),3-1,2-1,Konyaspor (1)
?,(Sun) 8 Aug 2004 (W32),Istanbulspor (1),1-1,0-0,Diyarbakirspor (1)
?,(Sun) 8 Aug 2004 (W32),Samsunspor (1),1-1,0-1,Ankaragucu (1)
?,(Fri) 13 Aug 2004 (W33),Gaziantepspor (2),1-0,0-0,Galatasaray İstanbul AŞ (2)
?,(Sat) 14 Aug 2004 (W33),Ankaragucu (2),0-0,0-0,Istanbulspor (2)
?,(Sat) 14 Aug 2004 (W33),Ankaraspor (2),1-3,1-2,Malatyaspor (2)
?,(Sat) 14 Aug 2004 (W33),Diyarbakirspor (2),2-1,1-0,Kayserispor (2)
?,(Sat) 14 Aug 2004 (W33),Fenerbahçe İstanbul SK (2),2-1,0-0,Samsunspor (2)
?,(Sun) 15 Aug 2004 (W33),Gençlerbirliği Ankara SK (2),1-1,0-0,Beşiktaş İstanbul JK (2)
?,(Sun) 15 Aug 2004 (W33),Konyaspor (2),0-0,0-0,Çaykur Rizespor (2)
?,(Sun) 15 Aug 2004 (W33),Sakaryaspor (2),1-2,1-1,Denizlispor (2)
?,(Sun) 15 Aug 2004 (W33),Trabzonspor AŞ (2),3-1,1-0,A. Sebatspor (2)
?,(Sat) 21 Aug 2004 (W34),Denizlispor (3),3-1,1-0,Beşiktaş İstanbul JK (3)
?,(Sat) 21 Aug 2004 (W34),Gençlerbirliği Ankara SK (3),1-1,0-1,Ankaraspor (3)
?,(Sat) 21 Aug 2004 (W34),Istanbulspor (3),0-3,0-0,Fenerbahçe İstanbul SK (3)
?,(Sat) 21 Aug 2004 (W34),Malatyaspor (3),3-4,1-2,Trabzonspor AŞ (3)
?,(Sat) 21 Aug 2004 (W34),Samsunspor (3),1-1,1-0,Konyaspor (3)
?,(Sun) 22 Aug 2004 (W34),A. Sebatspor (3),2-2,2-2,Diyarbakirspor (3)
?,(Sun) 22 Aug 2004 (W34),Galatasaray İstanbul AŞ (3),2-1,2-1,Çaykur Rizespor (3)
?,(Sun) 22 Aug 2004 (W34),Gaziantepspor (3),1-0,0-0,Sakaryaspor (3)
?,(Sun) 22 Aug 2004 (W34),Kayserispor (3),1-1,1-0,Ankaragucu (3)
?,(Sat) 28 Aug 2004 (W35),Ankaraspor (4),3-2,1-1,Denizlispor (4)
?,(Sat) 28 Aug 2004 (W35),Kayserispor (4),0-2,0-1,Fenerbahçe İstanbul SK (4)
?,(Sat) 28 Aug 2004 (W35),Konyaspor (4),2-1,0-0,Istanbulspor (4)
?,(Sat) 28 Aug 2004 (W35),Çaykur Rizespor (4),2-0,2-0,Samsunspor (4)
?,(Sat) 28 Aug 2004 (W35),Sakaryaspor (4),1-2,1-1,Galatasaray İstanbul AŞ (4)
?,(Sun) 29 Aug 2004 (W35),Ankaragucu (4),2-1,1-1,A. Sebatspor (4)
?,(Sun) 29 Aug 2004 (W35),Beşiktaş İstanbul JK (4),3-4,0-2,Gaziantepspor (4)
?,(Sun) 29 Aug 2004 (W35),Diyarbakirspor (4),1-2,0-1,Malatyaspor (4)
?,(Sun) 29 Aug 2004 (W35),Trabzonspor AŞ (4),3-1,2-0,Gençlerbirliği Ankara SK (4)
?,(Sat) 11 Sep 2004 (W37),A. Sebatspor (5),1-4,0-1,Fenerbahçe İstanbul SK (5)
?,(Sat) 11 Sep 2004 (W37),Denizlispor (5),0-2,0-0,Trabzonspor AŞ (5)
?,(Sat) 11 Sep 2004 (W37),Gaziantepspor (5),2-1,0-0,Ankaraspor (5)
?,(Sat) 11 Sep 2004 (W37),Gençlerbirliği Ankara SK (5),2-0,0-0,Diyarbakirspor (5)
?,(Sun) 12 Sep 2004 (W37),Galatasaray İstanbul AŞ (5),3-1,0-1,Samsunspor (5)
?,(Sun) 12 Sep 2004 (W37),Istanbulspor (5),0-3,0-0,Çaykur Rizespor (5)
?,(Sun) 12 Sep 2004 (W37),Kayserispor (5),2-2,1-0,Konyaspor (5)
?,(Sun) 12 Sep 2004 (W37),Malatyaspor (5),1-0,0-0,Ankaragucu (5)
?,(Sun) 12 Sep 2004 (W37),Sakaryaspor (5),1-4,0-1,Beşiktaş İstanbul JK (5)
?,(Fri) 17 Sep 2004 (W38),Diyarbakirspor (6),0-1,0-0,Denizlispor (6)
?,(Sat) 18 Sep 2004 (W38),Ankaraspor (6),1-1,1-0,Sakaryaspor (6)
?,(Sat) 18 Sep 2004 (W38),Fenerbahçe İstanbul SK (6),3-1,1-1,Malatyaspor (6)
?,(Sat) 18 Sep 2004 (W38),Konyaspor (6),3-3,1-2,A. Sebatspor (6)
?,(Sat) 18 Sep 2004 (W38),Samsunspor (6),2-1,1-0,Istanbulspor (6)
?,(Sun) 19 Sep 2004 (W38),Ankaragucu (6),1-0,1-0,Gençlerbirliği Ankara SK (6)
?,(Sun) 19 Sep 2004 (W38),Beşiktaş İstanbul JK (6),0-0,0-0,Galatasaray İstanbul AŞ (6)
?,(Sun) 19 Sep 2004 (W38),Çaykur Rizespor (6),2-1,1-1,Kayserispor (6)
?,(Sun) 19 Sep 2004 (W38),Trabzonspor AŞ (6),0-0,0-0,Gaziantepspor (6)
?,(Fri) 24 Sep 2004 (W39),Gençlerbirliği Ankara SK (7),1-2,0-0,Fenerbahçe İstanbul SK (7)
?,(Sat) 25 Sep 2004 (W39),A. Sebatspor (7),0-0,0-0,Çaykur Rizespor (7)
?,(Sat) 25 Sep 2004 (W39),Beşiktaş İstanbul JK (7),2-3,0-1,Ankaraspor (7)
?,(Sat) 25 Sep 2004 (W39),Kayserispor (7),1-4,0-1,Samsunspor (7)
?,(Sat) 25 Sep 2004 (W39),Sakaryaspor (7),1-3,1-1,Trabzonspor AŞ (7)
?,(Sun) 26 Sep 2004 (W39),Denizlispor (7),2-0,0-0,Ankaragucu (7)
?,(Sun) 26 Sep 2004 (W39),Galatasaray İstanbul AŞ (7),4-1,1-0,Istanbulspor (7)
?,(Sun) 26 Sep 2004 (W39),Gaziantepspor (7),1-1,0-0,Diyarbakirspor (7)
?,(Sun) 26 Sep 2004 (W39),Malatyaspor (7),5-0,4-0,Konyaspor (7)
?,(Fri) 1 Oct 2004 (W40),Ankaraspor (8),0-2,0-1,Galatasaray İstanbul AŞ (8)
?,(Sat) 2 Oct 2004 (W40),Ankaragucu (8),2-1,1-1,Gaziantepspor (8)
?,(Sat) 2 Oct 2004 (W40),Diyarbakirspor (8),1-0,0-0,Sakaryaspor (8)
?,(Sat) 2 Oct 2004 (W40),Fenerbahçe İstanbul SK (8),2-0,0-0,Denizlispor (8)
?,(Sat) 2 Oct 2004 (W40),Çaykur Rizespor (8),0-1,0-1,Malatyaspor (8)
?,(Sun) 3 Oct 2004 (W40),Istanbulspor (8),2-0,0-0,Kayserispor (8)
?,(Sun) 3 Oct 2004 (W40),Konyaspor (8),3-2,1-1,Gençlerbirliği Ankara SK (8)
?,(Sun) 3 Oct 2004 (W40),Samsunspor (8),3-0,1-0,A. Sebatspor (8)
?,(Sun) 3 Oct 2004 (W40),Trabzonspor AŞ (8),1-0,1-0,Beşiktaş İstanbul JK (8)
?,(Sat) 16 Oct 2004 (W42),Beşiktaş İstanbul JK (9),4-0,2-0,Diyarbakirspor (9)
?,(Sat) 16 Oct 2004 (W42),Gaziantepspor (9),0-1,0-0,Fenerbahçe İstanbul SK (9)
?,(Sat) 16 Oct 2004 (W42),Gençlerbirliği Ankara SK (9),2-1,2-0,Çaykur Rizespor (9)
?,(Sat) 16 Oct 2004 (W42),Sakaryaspor (9),1-0,1-0,Ankaragucu (9)
?,(Sun) 17 Oct 2004 (W42),A. Sebatspor (9),2-2,1-2,Istanbulspor (9)
?,(Sun) 17 Oct 2004 (W42),Ankaraspor (9),1-1,0-0,Trabzonspor AŞ (9)
?,(Sun) 17 Oct 2004 (W42),Denizlispor (9),2-1,1-0,Konyaspor (9)
?,(Sun) 17 Oct 2004 (W42),Galatasaray İstanbul AŞ (9),5-1,2-0,Kayserispor (9)
?,(Sun) 17 Oct 2004 (W42),Malatyaspor (9),1-2,0-1,Samsunspor (9)
?,(Sat) 23 Oct 2004 (W43),Istanbulspor (10),0-2,0-0,Malatyaspor (10)
?,(Sat) 23 Oct 2004 (W43),Konyaspor (10),2-2,1-1,Gaziantepspor (10)
