Date,Team 1,FT,HT,Team 2
Sat Aug 30 2008,OFI,0-2,0-2,PAOK
Sat Aug 30 2008,Olympiakos,3-1,0-1,Asteras Tripolis
Sat Aug 30 2008,Panthrakikos,1-2,1-0,Ergotelis
Sun Aug 31 2008,AEK,2-1,2-0,Panathinaikos
Sun Aug 31 2008,Aris,2-0,0-0,Levadeiakos
Sun Aug 31 2008,Iraklis,1-2,0-2,Panserraikos
Sun Aug 31 2008,Larisa,3-0,3-0,Thrasyvoulos
Sun Aug 31 2008,Panionios,0-1,0-1,Xanthi
Sat Sep 13 2008,Iraklis,1-1,1-0,OFI
Sat Sep 13 2008,Panathinaikos,3-0,2-0,Panthrakikos
Sat Sep 13 2008,Panserraikos,0-1,0-1,Panionios
Sat Sep 13 2008,Xanthi,0-1,0-0,Olympiakos
Sun Sep 14 2008,Asteras Tripolis,0-0,0-0,Larisa
Sun Sep 14 2008,Ergotelis,3-0,3-0,Aris
Sun Sep 14 2008,Levadeiakos,1-0,0-0,Thrasyvoulos
Sun Sep 14 2008,PAOK,1-1,1-1,AEK
Sat Sep 20 2008,Aris,1-2,1-2,Panathinaikos
Sat Sep 20 2008,Larisa,0-1,0-1,Xanthi
Sat Sep 20 2008,Panthrakikos,0-1,0-0,PAOK
Sun Sep 21 2008,AEK,1-0,1-0,Iraklis
Sun Sep 21 2008,Ergotelis,1-1,1-1,Levadeiakos
Sun Sep 21 2008,Olympiakos,4-1,2-0,Panserraikos
Sun Sep 21 2008,Panionios,1-1,0-0,OFI
Sun Sep 21 2008,Thrasyvoulos,0-2,0-0,Asteras Tripolis
Sat Sep 27 2008,OFI,0-0,0-0,Olympiakos
Sat Sep 27 2008,Panserraikos,1-3,0-1,Larisa
Sun Sep 28 2008,Iraklis,0-0,0-0,Panthrakikos
Sun Sep 28 2008,Levadeiakos,1-0,0-0,Asteras Tripolis
Sun Sep 28 2008,Panionios,2-2,1-0,AEK
Sun Sep 28 2008,PAOK,1-0,0-0,Aris
Sun Sep 28 2008,Xanthi,1-0,0-0,Thrasyvoulos
Sat Oct 4 2008,Aris,1-0,0-0,Iraklis
Sat Oct 4 2008,Ergotelis,0-0,0-0,PAOK
Sat Oct 4 2008,Larisa,4-3,1-2,OFI
Sun Oct 5 2008,Asteras Tripolis,0-0,0-0,Xanthi
Sun Oct 5 2008,Olympiakos,2-0,0-0,AEK
Sun Oct 5 2008,Panathinaikos,2-0,2-0,Levadeiakos
Sun Oct 5 2008,Panthrakikos,1-0,0-0,Panionios
Sun Oct 5 2008,Thrasyvoulos,0-1,0-0,Panserraikos
Sat Oct 18 2008,Iraklis,0-0,0-0,Ergotelis
Sat Oct 18 2008,Panionios,2-1,0-1,Aris
Sat Oct 18 2008,Panserraikos,0-0,0-0,Asteras Tripolis
Sun Oct 19 2008,AEK,1-1,0-0,Larisa
Sun Oct 19 2008,Levadeiakos,0-0,0-0,Xanthi
Sun Oct 19 2008,OFI,1-3,1-1,Thrasyvoulos
Sun Oct 19 2008,Olympiakos,2-0,0-0,Panthrakikos
Sun Oct 19 2008,PAOK,0-0,0-0,Panathinaikos
