Date,Team 1,FT,HT,Team 2
Sat Jul 25 2020,Guangzhou Evergrande,2-0,?,Shanghai Shenhua
Sat Jul 25 2020,Wuhan FC,2-0,?,Qingdao FC
Sun Jul 26 2020,Dalian Pro,2-3,?,Shandong Luneng
Sun Jul 26 2020,Hebei,2-2,?,Shijiazhuang
Sun Jul 26 2020,Shenzhen,3-0,?,Guangzhou R&F
Sun Jul 26 2020,Chongqing Liangjiang Athletic,1-2,?,Beijing Guoan
Sun Jul 26 2020,Henan Songshan Longmen,3-4,?,Jiangsu Suning
Mon Jul 27 2020,Tianjin Jinmen Tiger,1-3,?,Shanghai SIPG
Thu Jul 30 2020,Shanghai Shenhua,3-2,?,Shenzhen
Thu Jul 30 2020,Guangzhou R&F,0-5,?,Guangzhou Evergrande
Fri Jul 31 2020,Jiangsu Suning,0-0,?,Shandong Luneng
Fri Jul 31 2020,Dalian Pro,1-1,?,Henan Songshan Longmen
Sat Aug 1 2020,Beijing Guoan,1-0,?,Wuhan FC
Sat Aug 1 2020,Shijiazhuang,2-2,?,Qingdao FC
Sun Aug 2 2020,Shanghai SIPG,4-0,?,Hebei
Sun Aug 2 2020,Chongqing Liangjiang Athletic,2-2,?,Tianjin Jinmen Tiger
Tue Aug 4 2020,Shenzhen,1-3,?,Guangzhou Evergrande
Tue Aug 4 2020,Jiangsu Suning,2-1,?,Dalian Pro
Wed Aug 5 2020,Shandong Luneng,0-1,?,Shanghai Shenhua
Wed Aug 5 2020,Henan Songshan Longmen,1-1,?,Guangzhou R&F
Thu Aug 6 2020,Tianjin Jinmen Tiger,1-3,?,Beijing Guoan
Thu Aug 6 2020,Qingdao FC,1-1,?,Shanghai SIPG
Fri Aug 7 2020,Wuhan FC,2-1,?,Shijiazhuang
Fri Aug 7 2020,Hebei,2-2,?,Chongqing Liangjiang Athletic
Sun Aug 9 2020,Guangzhou Evergrande,0-1,?,Shandong Luneng
Sun Aug 9 2020,Guangzhou R&F,0-2,?,Jiangsu Suning
Mon Aug 10 2020,Shanghai Shenhua,2-2,?,Dalian Pro
Mon Aug 10 2020,Shenzhen,1-2,?,Henan Songshan Longmen
Tue Aug 11 2020,Shijiazhuang,3-0,?,Tianjin Jinmen Tiger
Tue Aug 11 2020,Chongqing Liangjiang Athletic,0-0,?,Qingdao FC
Wed Aug 12 2020,Shanghai SIPG,2-1,?,Wuhan FC
Wed Aug 12 2020,Beijing Guoan,3-1,?,Hebei
Fri Aug 14 2020,Henan Songshan Longmen,1-3,?,Guangzhou Evergrande
Fri Aug 14 2020,Jiangsu Suning,0-1,?,Shanghai Shenhua
Sat Aug 15 2020,Shandong Luneng,2-0,?,Shenzhen
Sun Aug 16 2020,Dalian Pro,0-1,?,Guangzhou R&F
Sun Aug 16 2020,Qingdao FC,3-3,?,Beijing Guoan
Sun Aug 16 2020,Shanghai SIPG,1-1,?,Shijiazhuang
Mon Aug 17 2020,Wuhan FC,2-0,?,Chongqing Liangjiang Athletic
Mon Aug 17 2020,Hebei,2-0,?,Tianjin Jinmen Tiger
Wed Aug 19 2020,Shandong Luneng,2-1,?,Henan Songshan Longmen
Wed Aug 19 2020,Shanghai Shenhua,2-3,?,Guangzhou R&F
Thu Aug 20 2020,Guangzhou Evergrande,2-1,?,Jiangsu Suning
Thu Aug 20 2020,Shenzhen,3-2,?,Dalian Pro
Fri Aug 21 2020,Hebei,3-1,?,Wuhan FC
Fri Aug 21 2020,Chongqing Liangjiang Athletic,1-0,?,Shijiazhuang
Sat Aug 22 2020,Tianjin Jinmen Tiger,0-2,?,Qingdao FC
Sat Aug 22 2020,Beijing Guoan,1-2,?,Shanghai SIPG
Mon Aug 24 2020,Jiangsu Suning,1-1,?,Shenzhen
Tue Aug 25 2020,Guangzhou R&F,1-5,?,Shandong Luneng
Tue Aug 25 2020,Dalian Pro,2-2,?,Guangzhou Evergrande
Wed Aug 26 2020,Henan Songshan Longmen,0-0,?,Shanghai Shenhua
Wed Aug 26 2020,Shanghai SIPG,3-0,?,Chongqing Liangjiang Athletic
Wed Aug 26 2020,Wuhan FC,2-1,?,Tianjin Jinmen Tiger
Thu Aug 27 2020,Shijiazhuang,2-2,?,Beijing Guoan
Thu Aug 27 2020,Qingdao FC,1-2,?,Hebei
Sat Aug 29 2020,Guangzhou R&F,0-2,?,Shenzhen
Sat Aug 29 2020,Shandong Luneng,0-1,?,Dalian Pro
Sun Aug 30 2020,Jiangsu Suning,5-2,?,Henan Songshan Longmen
Sun Aug 30 2020,Shanghai Shenhua,1-4,?,Guangzhou Evergrande
Mon Aug 31 2020,Shijiazhuang,3-1,?,Hebei
Mon Aug 31 2020,Shanghai SIPG,4-1,?,Tianjin Jinmen Tiger
Tue Sep 1 2020,Qingdao FC,0-3,?,Wuhan FC
Tue Sep 1 2020,Beijing Guoan,5-2,?,Chongqing Liangjiang Athletic
Thu Sep 3 2020,Henan Songshan Longmen,0-4,?,Dalian Pro
Thu Sep 3 2020,Shandong Luneng,0-1,?,Jiangsu Suning
Fri Sep 4 2020,Shenzhen,0-0,?,Shanghai Shenhua
Fri Sep 4 2020,Guangzhou Evergrande,2-1,?,Guangzhou R&F
Sat Sep 5 2020,Hebei,2-0,?,Shanghai SIPG
Sat Sep 5 2020,Qingdao FC,0-1,?,Shijiazhuang
Sun Sep 6 2020,Tianjin Jinmen Tiger,1-2,?,Chongqing Liangjiang Athletic
Sun Sep 6 2020,Wuhan FC,2-2,?,Beijing Guoan
Tue Sep 8 2020,Guangzhou R&F,3-1,?,Henan Songshan Longmen
Tue Sep 8 2020,Dalian Pro,1-1,?,Jiangsu Suning
Wed Sep 9 2020,Guangzhou Evergrande,2-0,?,Shenzhen
Wed Sep 9 2020,Shanghai Shenhua,1-1,?,Shandong Luneng
Thu Sep 10 2020,Beijing Guoan,2-0,?,Tianjin Jinmen Tiger
Thu Sep 10 2020,Shanghai SIPG,2-1,?,Qingdao FC
Fri Sep 11 2020,Chongqing Liangjiang Athletic,3-1,?,Hebei
Fri Sep 11 2020,Shijiazhuang,1-0,?,Wuhan FC
Sun Sep 13 2020,Jiangsu Suning,3-3,?,Guangzhou R&F
Sun Sep 13 2020,Shandong Luneng,1-2,?,Guangzhou Evergrande
Mon Sep 14 2020,Henan Songshan Longmen,1-3,?,Shenzhen
Mon Sep 14 2020,Dalian Pro,1-1,?,Shanghai Shenhua
Tue Sep 15 2020,Wuhan FC,1-2,?,Shanghai SIPG
Tue Sep 15 2020,Hebei,3-3,?,Beijing Guoan
Wed Sep 16 2020,Qingdao FC,0-3,?,Chongqing Liangjiang Athletic
Wed Sep 16 2020,Tianjin Jinmen Tiger,1-1,?,Shijiazhuang
Mon Sep 21 2020,Guangzhou Evergrande,2-1,?,Henan Songshan Longmen
Mon Sep 21 2020,Shenzhen,1-2,?,Shandong Luneng
Mon Sep 21 2020,Shanghai Shenhua,0-0,?,Jiangsu Suning
Mon Sep 21 2020,Guangzhou R&F,1-0,?,Dalian Pro
Tue Sep 22 2020,Beijing Guoan,5-1,?,Qingdao FC
