Date,Team 1,FT,HT,Team 2
Sun Jun 14 2020,Sirius,0-2,?,Djurgarden
Sun Jun 14 2020,Goteborg,0-1,?,Elfsborg
Sun Jun 14 2020,Norrkoping,2-1,?,Kalmar
Sun Jun 14 2020,Hammarby,2-0,?,Ostersunds
Sun Jun 14 2020,Orebro,0-2,?,AIK
Mon Jun 15 2020,Falkenbergs,1-1,?,Hacken
Mon Jun 15 2020,Helsingborg,0-3,?,Varbergs
Mon Jun 15 2020,Malmo FF,2-0,?,Mjallby
Wed Jun 17 2020,AIK,1-4,?,Norrkoping
Wed Jun 17 2020,Djurgarden,1-2,?,Orebro
Wed Jun 17 2020,Elfsborg,2-2,?,Hammarby
Thu Jun 18 2020,Hacken,1-1,?,Malmo FF
Thu Jun 18 2020,Kalmar,4-0,?,Helsingborg
Thu Jun 18 2020,Mjallby,0-1,?,Falkenbergs
Thu Jun 18 2020,Ostersunds,0-2,?,Sirius
Thu Jun 18 2020,Varbergs,1-2,?,Goteborg
Sun Jun 21 2020,Falkenbergs,0-2,?,Kalmar
Sun Jun 21 2020,Malmo FF,2-2,?,Varbergs
Sun Jun 21 2020,Norrkoping,3-0,?,Djurgarden
Sun Jun 21 2020,Hammarby,0-2,?,AIK
Sun Jun 21 2020,Orebro,0-0,?,Ostersunds
Mon Jun 22 2020,Goteborg,2-2,?,Mjallby
Mon Jun 22 2020,Helsingborg,0-0,?,Elfsborg
Mon Jun 22 2020,Sirius,2-2,?,Hacken
Sat Jun 27 2020,Ostersunds,2-4,?,Norrkoping
Sun Jun 28 2020,Djurgarden,5-0,?,Kalmar
Sun Jun 28 2020,Mjallby,2-1,?,Hammarby
Sun Jun 28 2020,Sirius,2-2,?,Goteborg
Sun Jun 28 2020,AIK,2-2,?,Malmo FF
Sun Jun 28 2020,Elfsborg,1-1,?,Orebro
Mon Jun 29 2020,Hacken,1-0,?,Helsingborg
Mon Jun 29 2020,Varbergs,3-1,?,Falkenbergs
Wed Jul 1 2020,Kalmar,1-2,?,Ostersunds
Wed Jul 1 2020,Malmo FF,1-0,?,Djurgarden
Wed Jul 1 2020,Norrkoping,1-1,?,Elfsborg
Thu Jul 2 2020,Falkenbergs,1-2,?,Sirius
Thu Jul 2 2020,Goteborg,1-0,?,AIK
Thu Jul 2 2020,Hammarby,1-0,?,Varbergs
Thu Jul 2 2020,Helsingborg,0-1,?,Mjallby
Thu Jul 2 2020,Orebro,0-0,?,Hacken
Sun Jul 5 2020,AIK,1-1,?,Falkenbergs
Sun Jul 5 2020,Elfsborg,1-0,?,Malmo FF
Sun Jul 5 2020,Hacken,3-0,?,Hammarby
Sun Jul 5 2020,Sirius,2-1,?,Orebro
Mon Jul 6 2020,Djurgarden,2-2,?,Helsingborg
Mon Jul 6 2020,Norrkoping,3-1,?,Goteborg
Mon Jul 6 2020,Ostersunds,0-1,?,Mjallby
Mon Jul 6 2020,Varbergs,1-0,?,Kalmar
Sat Jul 11 2020,Falkenbergs,0-1,?,Ostersunds
Sat Jul 11 2020,Hammarby,0-0,?,Sirius
Sun Jul 12 2020,Helsingborg,2-0,?,AIK
Sun Jul 12 2020,Orebro,1-0,?,Varbergs
Sun Jul 12 2020,Goteborg,1-2,?,Djurgarden
Sun Jul 12 2020,Mjallby,3-1,?,Hacken
Mon Jul 13 2020,Kalmar,1-2,?,Elfsborg
Mon Jul 13 2020,Malmo FF,1-1,?,Norrkoping
Wed Jul 15 2020,AIK,1-0,?,Sirius
Wed Jul 15 2020,Djurgarden,1-0,?,Falkenbergs
Wed Jul 15 2020,Goteborg,1-1,?,Helsingborg
Thu Jul 16 2020,Hacken,6-0,?,Elfsborg
Thu Jul 16 2020,Kalmar,1-2,?,Hammarby
Thu Jul 16 2020,Norrkoping,2-0,?,Orebro
Thu Jul 16 2020,Ostersunds,1-2,?,Malmo FF
Thu Jul 16 2020,Varbergs,1-0,?,Mjallby
Sun Jul 19 2020,Malmo FF,2-1,?,Kalmar
Sun Jul 19 2020,Sirius,4-2,?,Norrkoping
Sun Jul 19 2020,Varbergs,2-2,?,AIK
Sun Jul 19 2020,Elfsborg,1-0,?,Djurgarden
Sun Jul 19 2020,Falkenbergs,2-2,?,Helsingborg
Sun Jul 19 2020,Ostersunds,2-2,?,Hacken
Mon Jul 20 2020,Hammarby,1-1,?,Goteborg
Mon Jul 20 2020,Orebro,3-1,?,Mjallby
Wed Jul 22 2020,Djurgarden,0-0,?,Ostersunds
Wed Jul 22 2020,Hacken,4-0,?,AIK
Wed Jul 22 2020,Norrkoping,2-0,?,Varbergs
Thu Jul 23 2020,Goteborg,2-2,?,Falkenbergs
Thu Jul 23 2020,Helsingborg,1-1,?,Orebro
Thu Jul 23 2020,Kalmar,1-1,?,Sirius
Thu Jul 23 2020,Malmo FF,3-0,?,Hammarby
Thu Jul 23 2020,Mjallby,0-5,?,Elfsborg
Sun Jul 26 2020,Elfsborg,3-3,?,Varbergs
Sun Jul 26 2020,Falkenbergs,3-3,?,Norrkoping
Sun Jul 26 2020,Hacken,0-0,?,Goteborg
Sun Jul 26 2020,AIK,0-1,?,Djurgarden
Sun Jul 26 2020,Sirius,2-5,?,Malmo FF
Mon Jul 27 2020,Hammarby,3-0,?,Orebro
Mon Jul 27 2020,Mjallby,2-2,?,Kalmar
Mon Jul 27 2020,Ostersunds,0-0,?,Helsingborg
Sat Aug 1 2020,Djurgarden,3-1,?,Hacken
Sat Aug 1 2020,Orebro,1-2,?,Falkenbergs
Sun Aug 2 2020,Helsingborg,1-1,?,Hammarby
Sun Aug 2 2020,Goteborg,0-3,?,Malmo FF
Sun Aug 2 2020,Varbergs,1-1,?,Ostersunds
Sun Aug 2 2020,Kalmar,0-0,?,AIK
