Date,Team 1,FT,HT,Team 2
Fri Oct 30 2020,Gimnasia L.P.,3-0,?,Patronato
Fri Oct 30 2020,Talleres Cordoba,3-1,?,Newells Old Boys
Sat Oct 31 2020,Aldosivi,0-0,?,Estudiantes L.P.
Sat Oct 31 2020,Velez Sarsfield,1-1,?,Huracan
Sat Oct 31 2020,Argentinos Jrs,0-0,?,San Lorenzo
Sat Oct 31 2020,Lanus,1-2,?,Boca Juniors
Sun Nov 1 2020,Defensa y Justicia,0-3,?,Colon Santa FE
Sun Nov 1 2020,Union de Santa Fe,0-0,?,Arsenal Sarandi
Sun Nov 1 2020,Racing Club,1-4,?,Atl. Tucuman
Sun Nov 1 2020,Central Cordoba,0-1,?,Independiente
Mon Nov 2 2020,Rosario Central,2-1,?,Godoy Cruz
Tue Nov 3 2020,River Plate,1-3,?,Banfield
Fri Nov 6 2020,Patronato,1-2,?,Huracan
Fri Nov 6 2020,Argentinos Jrs,0-1,?,Aldosivi
Sat Nov 7 2020,Banfield,1-0,?,Godoy Cruz
Sat Nov 7 2020,San Lorenzo,2-0,?,Estudiantes L.P.
Sat Nov 7 2020,River Plate,2-1,?,Rosario Central
Sun Nov 8 2020,Arsenal Sarandi,1-2,?,Atl. Tucuman
Sun Nov 8 2020,Gimnasia L.P.,2-2,?,Velez Sarsfield
Sun Nov 8 2020,Union de Santa Fe,2-0,?,Racing Club
Sun Nov 8 2020,Newells Old Boys,0-2,?,Boca Juniors
Mon Nov 9 2020,Independiente,1-1,?,Colon Santa FE
Mon Nov 9 2020,Talleres Cordoba,1-1,?,Lanus
Mon Nov 9 2020,Central Cordoba,2-2,?,Defensa y Justicia
Fri Nov 13 2020,Rosario Central,2-4,?,Banfield
Fri Nov 13 2020,Atl. Tucuman,3-1,?,Union de Santa Fe
Sat Nov 14 2020,Aldosivi,1-4,?,San Lorenzo
Sat Nov 14 2020,Lanus,2-4,?,Newells Old Boys
Sat Nov 14 2020,Racing Club,0-2,?,Arsenal Sarandi
Sat Nov 14 2020,Godoy Cruz,0-1,?,River Plate
Sun Nov 15 2020,Huracan,3-2,?,Gimnasia L.P.
Sun Nov 15 2020,Estudiantes L.P.,0-1,?,Argentinos Jrs
Sun Nov 15 2020,Defensa y Justicia,0-0,?,Independiente
Sun Nov 15 2020,Boca Juniors,0-1,?,Talleres Cordoba
Mon Nov 16 2020,Velez Sarsfield,1-0,?,Patronato
Mon Nov 16 2020,Colon Santa FE,2-0,?,Central Cordoba
Thu Nov 19 2020,Atl. Tucuman,2-0,?,Racing Club
Fri Nov 20 2020,Arsenal Sarandi,2-3,?,Union de Santa Fe
Fri Nov 20 2020,Boca Juniors,1-2,?,Lanus
Fri Nov 20 2020,Banfield,0-2,?,River Plate
Sat Nov 21 2020,Colon Santa FE,2-0,?,Defensa y Justicia
Sat Nov 21 2020,Huracan,1-2,?,Velez Sarsfield
Sat Nov 21 2020,Independiente,0-0,?,Central Cordoba
Sun Nov 22 2020,Estudiantes L.P.,0-1,?,Aldosivi
Sun Nov 22 2020,Patronato,0-0,?,Gimnasia L.P.
Sun Nov 22 2020,San Lorenzo,2-0,?,Argentinos Jrs
Mon Nov 23 2020,Godoy Cruz,0-1,?,Rosario Central
Mon Nov 23 2020,Newells Old Boys,1-1,?,Talleres Cordoba
Sat Nov 28 2020,Racing Club,1-0,?,Union de Santa Fe
Sat Nov 28 2020,Colon Santa FE,1-2,?,Independiente
Sat Nov 28 2020,Velez Sarsfield,0-1,?,Gimnasia L.P.
Sat Nov 28 2020,Godoy Cruz,0-0,?,Banfield
Sat Nov 28 2020,Rosario Central,0-2,?,River Plate
Sun Nov 29 2020,Defensa y Justicia,2-3,?,Central Cordoba
Sun Nov 29 2020,Boca Juniors,2-0,?,Newells Old Boys
Sun Nov 29 2020,Huracan,1-0,?,Patronato
Sun Nov 29 2020,Lanus,1-0,?,Talleres Cordoba
Mon Nov 30 2020,Aldosivi,1-4,?,Argentinos Jrs
Mon Nov 30 2020,Atl. Tucuman,3-2,?,Arsenal Sarandi
Mon Nov 30 2020,Estudiantes L.P.,0-0,?,San Lorenzo
Fri Dec 4 2020,Central Cordoba,0-2,?,Colon Santa FE
Fri Dec 4 2020,Banfield,1-1,?,Rosario Central
Sat Dec 5 2020,Arsenal Sarandi,1-0,?,Racing Club
Sat Dec 5 2020,Union de Santa Fe,3-5,?,Atl. Tucuman
Sat Dec 5 2020,Gimnasia L.P.,0-0,?,Huracan
Sat Dec 5 2020,Patronato,0-0,?,Velez Sarsfield
Sat Dec 5 2020,River Plate,3-1,?,Godoy Cruz
Sun Dec 6 2020,Independiente,1-0,?,Defensa y Justicia
Sun Dec 6 2020,Newells Old Boys,3-1,?,Lanus
Sun Dec 6 2020,Talleres Cordoba,0-0,?,Boca Juniors
Mon Dec 7 2020,Argentinos Jrs,1-0,?,Estudiantes L.P.
Mon Dec 7 2020,San Lorenzo,0-0,?,Aldosivi
Fri Dec 11 2020,Velez Sarsfield,2-1,?,Racing Club
Sat Dec 12 2020,Colon Santa FE,0-2,?,Gimnasia L.P.
Sat Dec 12 2020,Newells Old Boys,1-0,?,Estudiantes L.P.
Sat Dec 12 2020,Boca Juniors,1-1,?,Arsenal Sarandi
Sat Dec 12 2020,San Lorenzo,0-2,?,Talleres Cordoba
Sun Dec 13 2020,Aldosivi,1-2,?,Lanus
Sun Dec 13 2020,Union de Santa Fe,1-3,?,Defensa y Justicia
Sun Dec 13 2020,River Plate,1-1,?,Argentinos Jrs
Sun Dec 13 2020,Huracan,3-2,?,Independiente
Mon Dec 14 2020,Rosario Central,4-0,?,Patronato
Mon Dec 14 2020,Central Cordoba,1-1,?,Godoy Cruz
Mon Dec 14 2020,Atl. Tucuman,0-2,?,Banfield
Fri Dec 18 2020,Arsenal Sarandi,0-1,?,Argentinos Jrs
Sat Dec 19 2020,Patronato,0-1,?,Aldosivi
Sat Dec 19 2020,Godoy Cruz,0-3,?,Newells Old Boys
Sat Dec 19 2020,San Lorenzo,2-2,?,Colon Santa FE
Sat Dec 19 2020,Talleres Cordoba,1-1,?,Atl. Tucuman
Sun Dec 20 2020,Lanus,1-1,?,Defensa y Justicia
Sun Dec 20 2020,Estudiantes L.P.,1-1,?,Racing Club
Sun Dec 20 2020,Independiente,1-2,?,Boca Juniors
Sun Dec 20 2020,Huracan,1-3,?,River Plate
Mon Dec 21 2020,Central Cordoba,0-2,?,Velez Sarsfield
Mon Dec 21 2020,Rosario Central,2-2,?,Union de Santa Fe
Mon Dec 21 2020,Banfield,2-1,?,Gimnasia L.P.
Sun Dec 27 2020,Defensa y Justicia,2-1,?,Patronato
Sun Dec 27 2020,Racing Club,6-1,?,Godoy Cruz
Sun Dec 27 2020,Boca Juniors,3-0,?,Huracan
Sun Dec 27 2020,River Plate,2-1,?,Arsenal Sarandi
Mon Dec 28 2020,Newells Old Boys,3-1,?,Central Cordoba
Mon Dec 28 2020,Argentinos Jrs,0-2,?,Independiente
Mon Dec 28 2020,Velez Sarsfield,2-3,?,Estudiantes L.P.
Mon Dec 28 2020,Colon Santa FE,1-2,?,Banfield
Mon Dec 28 2020,Gimnasia L.P.,2-2,?,Talleres Cordoba
Tue Dec 29 2020,Aldosivi,0-1,?,Rosario Central
Tue Dec 29 2020,Union de Santa Fe,2-0,?,Lanus
Tue Dec 29 2020,Atl. Tucuman,1-3,?,San Lorenzo
Sat Jan 2 2021,Rosario Central,3-0,?,Defensa y Justicia
Sat Jan 2 2021,Boca Juniors,2-2,?,River Plate
Sun Jan 3 2021,Independiente,3-4,?,Arsenal Sarandi
Sun Jan 3 2021,Newells Old Boys,0-1,?,Velez Sarsfield
Sun Jan 3 2021,Patronato,1-1,?,Lanus
Sun Jan 3 2021,Central Cordoba,2-2,?,Racing Club
Mon Jan 4 2021,Aldosivi,1-3,?,Union de Santa Fe
Mon Jan 4 2021,San Lorenzo,1-2,?,Gimnasia L.P.
Mon Jan 4 2021,Talleres Cordoba,3-2,?,Banfield
Tue Jan 5 2021,Godoy Cruz,1-0,?,Estudiantes L.P.
Tue Jan 5 2021,Huracan,0-1,?,Argentinos Jrs
Tue Jan 5 2021,Atl. Tucuman,0-2,?,Colon Santa FE
Sat Jan 9 2021,Lanus,2-0,?,Rosario Central
Sat Jan 9 2021,Union de Santa Fe,1-2,?,Patronato
Sat Jan 9 2021,Racing Club,3-1,?,Newells Old Boys
Sat Jan 9 2021,Velez Sarsfield,3-2,?,Godoy Cruz
Sat Jan 9 2021,Argentinos Jrs,2-2,?,Boca Juniors
Sat Jan 9 2021,River Plate,0-2,?,Independiente
Sun Jan 10 2021,Arsenal Sarandi,1-0,?,Huracan
Sun Jan 10 2021,Banfield,4-1,?,San Lorenzo
Sun Jan 10 2021,Colon Santa FE,1-2,?,Talleres Cordoba
Sun Jan 10 2021,Gimnasia L.P.,0-1,?,Atl. Tucuman
Mon Jan 11 2021,Estudiantes L.P.,1-2,?,Central Cordoba
Thu Jan 14 2021,Defensa y Justicia,4-4,?,Aldosivi
Sat Jan 16 2021,Velez Sarsfield,3-1,?,Rosario Central
Sun Jan 17 2021,Banfield,1-1,?,Boca Juniors
