Date,Team 1,FT,HT,Team 2
Sat Aug 13 1994,Zeytinburnu,1-4,?,Fenerbahce
Sun Aug 14 1994,Ad. Demirspor,1-0,?,Antalya
Sun Aug 14 1994,Ankaragucu,1-0,?,Gaziantepspor
Sun Aug 14 1994,Bursaspor,5-2,?,P. Ofisi
Sun Aug 14 1994,Denizlispor,1-3,?,Besiktas
Sun Aug 14 1994,Galatasaray,3-1,?,Genclerbirligi
Sun Aug 14 1994,Kocaelispor,0-0,?,Samsunspor
Sun Aug 14 1994,Trabzonspor,3-1,?,Altay
Sun Aug 14 1994,Vanspor,3-0,?,Kayseri
Sat Aug 20 1994,Fenerbahce,2-1,?,Ankaragucu
Sat Aug 20 1994,P. Ofisi,0-3,?,Galatasaray
Sun Aug 21 1994,Altay,1-1,?,Bursaspor
Sun Aug 21 1994,Antalya,1-3,?,Trabzonspor
Sun Aug 21 1994,Besiktas,7-1,?,Kocaelispor
Sun Aug 21 1994,Gaziantepspor,3-1,?,Denizlispor
Sun Aug 21 1994,Genclerbirligi,1-1,?,Zeytinburnu
Sun Aug 21 1994,Kayseri,4-2,?,Ad. Demirspor
Sun Aug 21 1994,Samsunspor,2-1,?,Vanspor
Sat Aug 27 1994,Denizlispor,2-3,?,Fenerbahce
Sun Aug 28 1994,Ad. Demirspor,2-0,?,Samsunspor
Sun Aug 28 1994,Bursaspor,2-1,?,Antalya
Sun Aug 28 1994,Galatasaray,3-1,?,Altay
Sun Aug 28 1994,Genclerbirligi,1-0,?,P. Ofisi
Sun Aug 28 1994,Kocaelispor,2-1,?,Gaziantepspor
Sun Aug 28 1994,Trabzonspor,5-2,?,Kayseri
Sun Aug 28 1994,Vanspor,0-2,?,Besiktas
Sun Aug 28 1994,Zeytinburnu,2-0,?,Ankaragucu
Sat Sep 10 1994,Ankaragucu,2-1,?,Denizlispor
Sat Sep 10 1994,Fenerbahce,5-1,?,Kocaelispor
Sat Sep 10 1994,Samsunspor,3-1,?,Trabzonspor
Sun Sep 11 1994,Altay,1-1,?,Genclerbirligi
Sun Sep 11 1994,Antalya,0-5,?,Galatasaray
Sun Sep 11 1994,Besiktas,3-0,?,Ad. Demirspor
Sun Sep 11 1994,Gaziantepspor,1-0,?,Vanspor
Sun Sep 11 1994,Kayseri,2-1,?,Bursaspor
Sun Sep 11 1994,P. Ofisi,2-0,?,Zeytinburnu
Sat Sep 17 1994,P. Ofisi,2-2,?,Altay
Sat Sep 17 1994,Vanspor,1-0,?,Fenerbahce
Sun Sep 18 1994,Ad. Demirspor,3-2,?,Gaziantepspor
Sun Sep 18 1994,Bursaspor,1-1,?,Samsunspor
Sun Sep 18 1994,Galatasaray,2-1,?,Kayseri
Sun Sep 18 1994,Genclerbirligi,3-1,?,Antalya
Sun Sep 18 1994,Kocaelispor,2-0,?,Ankaragucu
Sun Sep 18 1994,Trabzonspor,0-2,?,Besiktas
Sun Sep 18 1994,Zeytinburnu,1-0,?,Denizlispor
Sat Sep 24 1994,Fenerbahce,3-0,?,Ad. Demirspor
Sat Sep 24 1994,Gaziantepspor,0-2,?,Trabzonspor
Sat Sep 24 1994,Samsunspor,2-2,?,Galatasaray
Sun Sep 25 1994,Altay,2-0,?,Zeytinburnu
Sun Sep 25 1994,Ankaragucu,1-0,?,Vanspor
Sun Sep 25 1994,Antalya,0-1,?,P. Ofisi
Sun Sep 25 1994,Besiktas,1-2,?,Bursaspor
Sun Sep 25 1994,Denizlispor,4-3,?,Kocaelispor
Sun Sep 25 1994,Kayseri,3-4,?,Genclerbirligi
