Date,Team 1,FT,HT,Team 2
Sat Apr 13 2013,TPS,2-0,?,Honka
Sun Apr 14 2013,KuPS,1-1,?,MyPa
Sun Apr 14 2013,Rovaniemi,1-3,?,Mariehamn
Sat Apr 20 2013,TPS,0-1,?,VPS
Sun Apr 21 2013,Rovaniemi,3-0,?,Lahti
Sun Apr 21 2013,Jaro,2-1,?,KuPS
Sun Apr 21 2013,Mariehamn,2-2,?,JJK Jyvaskyla
Sun Apr 21 2013,MyPa,1-0,?,Inter Turku
Mon Apr 22 2013,Honka,0-2,?,HJK
Sun Apr 28 2013,JJK Jyvaskyla,0-0,?,Lahti
Sun Apr 28 2013,KuPS,0-1,?,Mariehamn
Sun Apr 28 2013,Rovaniemi,1-0,?,TPS
Sun Apr 28 2013,VPS,0-0,?,Honka
Mon Apr 29 2013,HJK,2-0,?,MyPa
Mon Apr 29 2013,Inter Turku,1-0,?,Jaro
Thu May 2 2013,Inter Turku,2-2,?,HJK
Sun May 5 2013,Jaro,2-3,?,HJK
Sun May 5 2013,Lahti,1-0,?,KuPS
Sun May 5 2013,Mariehamn,1-2,?,Inter Turku
Sun May 5 2013,MyPa,1-0,?,Honka
Sun May 5 2013,TPS,1-0,?,JJK Jyvaskyla
Sun May 5 2013,VPS,3-1,?,Rovaniemi
Thu May 9 2013,HJK,0-0,?,Mariehamn
Thu May 9 2013,Honka,2-0,?,Rovaniemi
Thu May 9 2013,Inter Turku,2-0,?,Lahti
Thu May 9 2013,JJK Jyvaskyla,0-1,?,VPS
Thu May 9 2013,KuPS,4-1,?,TPS
Thu May 9 2013,MyPa,1-2,?,Jaro
Sun May 12 2013,Jaro,2-2,?,Honka
Sun May 12 2013,Mariehamn,0-4,?,MyPa
Sun May 12 2013,Rovaniemi,4-0,?,JJK Jyvaskyla
Sun May 12 2013,VPS,1-2,?,KuPS
Mon May 13 2013,Lahti,0-1,?,HJK
Mon May 13 2013,TPS,2-1,?,Inter Turku
Fri May 17 2013,HJK,0-2,?,TPS
Fri May 17 2013,Honka,3-2,?,JJK Jyvaskyla
Fri May 17 2013,Inter Turku,0-0,?,VPS
Fri May 17 2013,KuPS,1-0,?,Rovaniemi
Fri May 17 2013,Mariehamn,1-0,?,Jaro
Fri May 17 2013,MyPa,2-0,?,Lahti
Thu May 23 2013,HJK,1-2,?,VPS
Thu May 23 2013,Honka,2-1,?,Mariehamn
Thu May 23 2013,JJK Jyvaskyla,0-0,?,KuPS
Thu May 23 2013,Lahti,1-2,?,Jaro
Thu May 23 2013,Rovaniemi,1-0,?,Inter Turku
Sun May 26 2013,HJK,2-0,?,Rovaniemi
Sun May 26 2013,Inter Turku,3-1,?,JJK Jyvaskyla
Sun May 26 2013,Jaro,1-1,?,TPS
Sun May 26 2013,KuPS,1-2,?,Honka
Sun May 26 2013,MyPa,3-0,?,VPS
Sun May 26 2013,Mariehamn,2-2,?,Lahti
Wed May 29 2013,Honka,1-0,?,Lahti
Wed May 29 2013,JJK Jyvaskyla,1-3,?,HJK
Wed May 29 2013,KuPS,1-1,?,Inter Turku
Wed May 29 2013,Rovaniemi,2-1,?,MyPa
Wed May 29 2013,TPS,2-4,?,Mariehamn
Wed May 29 2013,VPS,2-1,?,Jaro
Sat Jun 1 2013,HJK,1-2,?,KuPS
Sun Jun 2 2013,Inter Turku,0-1,?,Honka
Sun Jun 2 2013,Jaro,2-1,?,Rovaniemi
Sun Jun 2 2013,Lahti,0-1,?,TPS
Sun Jun 2 2013,Mariehamn,0-1,?,VPS
Sun Jun 2 2013,MyPa,0-1,?,JJK Jyvaskyla
Thu Jun 13 2013,HJK,6-0,?,Inter Turku
Thu Jun 13 2013,Jaro,3-0,?,JJK Jyvaskyla
Thu Jun 13 2013,Lahti,0-2,?,VPS
Thu Jun 13 2013,Mariehamn,1-0,?,Rovaniemi
Thu Jun 13 2013,MyPa,2-0,?,KuPS
Thu Jun 13 2013,TPS,2-0,?,Honka
Sun Jun 16 2013,Honka,1-0,?,HJK
Sun Jun 16 2013,Inter Turku,0-0,?,MyPa
Sun Jun 16 2013,JJK Jyvaskyla,3-2,?,Mariehamn
Sun Jun 16 2013,KuPS,3-0,?,Jaro
Sun Jun 16 2013,Lahti,0-0,?,Rovaniemi
Sun Jun 16 2013,VPS,0-0,?,TPS
Wed Jun 19 2013,Jaro,0-0,?,Inter Turku
Wed Jun 19 2013,Lahti,2-1,?,JJK Jyvaskyla
Wed Jun 19 2013,Mariehamn,4-2,?,KuPS
Wed Jun 19 2013,MyPa,2-4,?,HJK
Wed Jun 19 2013,TPS,2-1,?,Rovaniemi
Wed Jun 19 2013,VPS,1-1,?,Honka
Mon Jun 24 2013,HJK,0-0,?,Jaro
Mon Jun 24 2013,Honka,2-0,?,MyPa
Mon Jun 24 2013,Inter Turku,0-2,?,Mariehamn
Mon Jun 24 2013,JJK Jyvaskyla,1-1,?,TPS
Mon Jun 24 2013,KuPS,0-1,?,Lahti
Mon Jun 24 2013,Rovaniemi,0-0,?,VPS
Thu Jun 27 2013,Jaro,2-0,?,MyPa
Thu Jun 27 2013,Lahti,1-0,?,Inter Turku
Thu Jun 27 2013,Rovaniemi,0-1,?,Honka
Thu Jun 27 2013,TPS,0-0,?,KuPS
Thu Jun 27 2013,VPS,1-0,?,JJK Jyvaskyla
Thu Jun 27 2013,Mariehamn,0-5,?,HJK
Sun Jun 30 2013,Honka,4-2,?,Jaro
Sun Jun 30 2013,Inter Turku,1-1,?,TPS
Sun Jun 30 2013,JJK Jyvaskyla,1-1,?,Rovaniemi
Sun Jun 30 2013,KuPS,1-0,?,VPS
Sun Jun 30 2013,MyPa,3-1,?,Mariehamn
Mon Jul 1 2013,HJK,2-1,?,Lahti
Sat Jul 6 2013,Rovaniemi,1-0,?,KuPS
Sun Jul 7 2013,JJK Jyvaskyla,1-0,?,Honka
Sun Jul 7 2013,Mariehamn,0-0,?,Jaro
Sun Jul 7 2013,VPS,1-2,?,Inter Turku
Mon Jul 8 2013,Lahti,3-0,?,MyPa
Fri Jul 12 2013,HJK,3-0,?,VPS
Sat Jul 13 2013,Jaro,7-1,?,Lahti
Sun Jul 14 2013,Inter Turku,0-0,?,Rovaniemi
Sun Jul 14 2013,Mariehamn,1-4,?,Honka
Sun Jul 14 2013,MyPa,2-1,?,TPS
Mon Jul 15 2013,KuPS,2-1,?,JJK Jyvaskyla
Fri Jul 19 2013,VPS,4-1,?,MyPa
Sat Jul 20 2013,Rovaniemi,0-0,?,HJK
Sun Jul 21 2013,Lahti,2-1,?,Mariehamn
Sun Jul 21 2013,Honka,1-0,?,KuPS
Sun Jul 21 2013,JJK Jyvaskyla,2-0,?,Inter Turku
Sun Jul 21 2013,TPS,2-2,?,Jaro
Sat Jul 27 2013,HJK,2-0,?,JJK Jyvaskyla
Sat Jul 27 2013,Jaro,2-1,?,VPS
Sun Jul 28 2013,Inter Turku,2-2,?,KuPS
Sun Jul 28 2013,Lahti,0-1,?,Honka
Mon Jul 29 2013,Mariehamn,2-0,?,TPS
Mon Jul 29 2013,MyPa,0-1,?,Rovaniemi
Wed Jul 31 2013,JJK Jyvaskyla,0-0,?,Jaro
Wed Jul 31 2013,VPS,0-3,?,Lahti
Sat Aug 3 2013,Rovaniemi,0-0,?,Jaro
Sun Aug 4 2013,KuPS,0-0,?,HJK
Sun Aug 4 2013,Honka,0-0,?,Inter Turku
Sun Aug 4 2013,VPS,2-2,?,Mariehamn
Mon Aug 5 2013,JJK Jyvaskyla,0-3,?,MyPa
Mon Aug 5 2013,TPS,1-2,?,Lahti
Sat Aug 10 2013,JJK Jyvaskyla,0-0,?,Jaro
Sun Aug 11 2013,KuPS,0-2,?,MyPa
Sun Aug 11 2013,Honka,2-1,?,TPS
Sun Aug 11 2013,Inter Turku,1-1,?,HJK
Sun Aug 11 2013,Rovaniemi,0-2,?,Mariehamn
Sun Aug 11 2013,VPS,3-1,?,Lahti
Sun Aug 18 2013,HJK,4-2,?,Honka
Sun Aug 18 2013,MyPa,1-1,?,Inter Turku
Sun Aug 18 2013,TPS,2-1,?,VPS
Wed Aug 21 2013,Jaro,2-2,?,KuPS
Wed Aug 21 2013,Lahti,2-3,?,Rovaniemi
Wed Aug 21 2013,Mariehamn,4-1,?,JJK Jyvaskyla
Sun Aug 25 2013,HJK,2-1,?,MyPa
Sun Aug 25 2013,Honka,3-0,?,VPS
Sun Aug 25 2013,JJK Jyvaskyla,2-3,?,Lahti
Sun Aug 25 2013,KuPS,3-2,?,Mariehamn
Sun Aug 25 2013,Rovaniemi,1-1,?,TPS
Mon Aug 26 2013,Inter Turku,1-0,?,Jaro
Wed Aug 28 2013,TPS,1-2,?,MyPa
Fri Aug 30 2013,Lahti,2-0,?,KuPS
Sat Aug 31 2013,TPS,2-2,?,JJK Jyvaskyla
