Date,Team 1,FT,HT,Team 2
Fri Mar 15 2013,Viking,2-1,?,Molde
Sat Mar 16 2013,Aalesund,3-0,?,Haugesund
Sat Mar 16 2013,Brann,3-1,?,Valerenga
Sun Mar 17 2013,Lillestrom,2-2,?,Sarpsborg 08
Sun Mar 17 2013,Sogndal,2-2,?,Tromso
Sun Mar 17 2013,Start,3-2,?,Honefoss
Sun Mar 17 2013,Stromsgodset,2-0,?,Sandnes
Sun Mar 17 2013,Odd,0-1,?,Rosenborg
Mon Apr 1 2013,Tromso,2-1,?,Odd
Mon Apr 1 2013,Rosenborg,4-0,?,Brann
Mon Apr 1 2013,Sandnes,0-1,?,Aalesund
Mon Apr 1 2013,Sarpsborg 08,2-1,?,Viking
Mon Apr 1 2013,Valerenga,1-0,?,Sogndal
Tue Apr 2 2013,Honefoss,2-0,?,Stromsgodset
Tue Apr 2 2013,Molde,1-2,?,Lillestrom
Fri Apr 5 2013,Odd,2-0,?,Valerenga
Sat Apr 6 2013,Start,2-2,?,Tromso
Sat Apr 6 2013,Brann,1-0,?,Molde
Sun Apr 7 2013,Stromsgodset,1-1,?,Sarpsborg 08
Sun Apr 7 2013,Aalesund,4-3,?,Honefoss
Sun Apr 7 2013,Lillestrom,0-1,?,Viking
Sun Apr 7 2013,Sandnes,1-1,?,Haugesund
Sun Apr 7 2013,Sogndal,0-4,?,Rosenborg
Fri Apr 12 2013,Rosenborg,1-1,?,Start
Sat Apr 13 2013,Molde,1-2,?,Sogndal
Sat Apr 13 2013,Valerenga,0-3,?,Stromsgodset
Sun Apr 14 2013,Sarpsborg 08,0-2,?,Aalesund
Sun Apr 14 2013,Honefoss,0-1,?,Haugesund
Sun Apr 14 2013,Tromso,0-1,?,Sandnes
Sun Apr 14 2013,Viking,1-0,?,Odd
Sun Apr 14 2013,Lillestrom,2-0,?,Brann
Fri Apr 19 2013,Start,1-0,?,Valerenga
Sat Apr 20 2013,Odd,1-1,?,Molde
Sat Apr 20 2013,Brann,2-0,?,Viking
Sun Apr 21 2013,Aalesund,0-0,?,Tromso
Sun Apr 21 2013,Sandnes,1-1,?,Honefoss
Sun Apr 21 2013,Sogndal,0-0,?,Sarpsborg 08
Sun Apr 21 2013,Stromsgodset,1-0,?,Lillestrom
Sun Apr 21 2013,Haugesund,3-1,?,Rosenborg
Wed Apr 24 2013,Haugesund,3-2,?,Start
Fri Apr 26 2013,Brann,2-0,?,Odd
Sat Apr 27 2013,Lillestrom,3-2,?,Start
Sat Apr 27 2013,Valerenga,2-1,?,Aalesund
Sun Apr 28 2013,Viking,4-1,?,Sogndal
Sun Apr 28 2013,Rosenborg,0-1,?,Sandnes
Sun Apr 28 2013,Sarpsborg 08,1-1,?,Honefoss
Sun Apr 28 2013,Tromso,2-1,?,Haugesund
Sun Apr 28 2013,Molde,1-2,?,Stromsgodset
Sat May 4 2013,Sandnes,1-2,?,Valerenga
Sat May 4 2013,Aalesund,2-2,?,Rosenborg
Sun May 5 2013,Odd,2-1,?,Lillestrom
Sun May 5 2013,Haugesund,0-1,?,Sarpsborg 08
Sun May 5 2013,Honefoss,1-1,?,Tromso
Sun May 5 2013,Stromsgodset,3-1,?,Viking
Sun May 5 2013,Sogndal,3-1,?,Brann
Mon May 6 2013,Start,1-1,?,Molde
Wed May 8 2013,Rosenborg,2-1,?,Tromso
Wed May 8 2013,Valerenga,1-2,?,Honefoss
Thu May 9 2013,Viking,0-0,?,Haugesund
Thu May 9 2013,Lillestrom,2-2,?,Sogndal
Thu May 9 2013,Molde,4-1,?,Aalesund
Thu May 9 2013,Odd,1-1,?,Stromsgodset
Thu May 9 2013,Sarpsborg 08,3-2,?,Sandnes
Thu May 9 2013,Brann,2-0,?,Start
Sun May 12 2013,Haugesund,1-0,?,Valerenga
Sun May 12 2013,Sandnes,0-0,?,Molde
Sun May 12 2013,Sogndal,2-0,?,Odd
Sun May 12 2013,Stromsgodset,2-0,?,Brann
Sun May 12 2013,Tromso,5-0,?,Sarpsborg 08
Sun May 12 2013,Start,1-2,?,Viking
Mon May 13 2013,Aalesund,7-1,?,Lillestrom
Mon May 13 2013,Honefoss,1-2,?,Rosenborg
Thu May 16 2013,Brann,2-0,?,Aalesund
Thu May 16 2013,Lillestrom,2-2,?,Sandnes
Thu May 16 2013,Molde,1-5,?,Haugesund
Thu May 16 2013,Stromsgodset,3-1,?,Sogndal
Thu May 16 2013,Valerenga,2-0,?,Tromso
Thu May 16 2013,Viking,0-0,?,Honefoss
Thu May 16 2013,Rosenborg,4-2,?,Sarpsborg 08
Thu May 16 2013,Odd,0-1,?,Start
Mon May 20 2013,Start,0-6,?,Stromsgodset
Mon May 20 2013,Aalesund,2-0,?,Odd
Mon May 20 2013,Haugesund,0-1,?,Sogndal
Mon May 20 2013,Honefoss,1-0,?,Lillestrom
Mon May 20 2013,Rosenborg,0-0,?,Molde
Mon May 20 2013,Tromso,2-0,?,Brann
Tue May 21 2013,Sarpsborg 08,3-3,?,Valerenga
Tue May 21 2013,Sandnes,0-1,?,Viking
Fri May 24 2013,Stromsgodset,2-1,?,Aalesund
Sat May 25 2013,Molde,4-0,?,Honefoss
Sat May 25 2013,Valerenga,1-2,?,Rosenborg
Sun May 26 2013,Lillestrom,3-0,?,Haugesund
Sun May 26 2013,Odd,3-0,?,Sandnes
Sun May 26 2013,Sogndal,1-1,?,Start
Sun May 26 2013,Viking,2-1,?,Tromso
Sun May 26 2013,Brann,3-1,?,Sarpsborg 08
Sat Jun 22 2013,Sarpsborg 08,2-1,?,Start
Sat Jun 22 2013,Valerenga,3-3,?,Molde
Sat Jun 22 2013,Rosenborg,1-0,?,Stromsgodset
Sun Jun 23 2013,Tromso,2-0,?,Lillestrom
Sun Jun 23 2013,Aalesund,2-1,?,Viking
Sun Jun 23 2013,Honefoss,1-1,?,Odd
Sun Jun 23 2013,Sandnes,1-3,?,Sogndal
Sun Jun 23 2013,Haugesund,2-1,?,Brann
Sat Jun 29 2013,Brann,6-1,?,Sandnes
Sat Jun 29 2013,Molde,3-1,?,Sarpsborg 08
Sat Jun 29 2013,Stromsgodset,3-1,?,Tromso
Sat Jun 29 2013,Sogndal,1-1,?,Honefoss
Sun Jun 30 2013,Lillestrom,0-1,?,Valerenga
Sun Jun 30 2013,Odd,4-0,?,Haugesund
Sun Jun 30 2013,Start,2-2,?,Aalesund
Sun Jun 30 2013,Viking,0-0,?,Rosenborg
Sat Jul 6 2013,Aalesund,2-2,?,Sogndal
Sat Jul 6 2013,Haugesund,2-1,?,Stromsgodset
Sun Jul 7 2013,Tromso,2-3,?,Molde
Sun Jul 7 2013,Rosenborg,1-0,?,Lillestrom
Sun Jul 7 2013,Sandnes,3-1,?,Start
Sun Jul 7 2013,Sarpsborg 08,0-1,?,Odd
Sun Jul 7 2013,Valerenga,2-2,?,Viking
Mon Jul 8 2013,Honefoss,1-1,?,Brann
Fri Jul 12 2013,Honefoss,1-2,?,Valerenga
Sat Jul 13 2013,Molde,1-1,?,Viking
Sat Jul 13 2013,Start,3-3,?,Brann
Sun Jul 14 2013,Haugesund,1-2,?,Aalesund
Sun Jul 14 2013,Sandnes,2-1,?,Stromsgodset
Sun Jul 14 2013,Sarpsborg 08,0-1,?,Lillestrom
Sun Jul 14 2013,Tromso,2-2,?,Sogndal
Sun Jul 14 2013,Rosenborg,3-2,?,Odd
Sat Jul 27 2013,Aalesund,2-3,?,Sandnes
Sat Jul 27 2013,Lillestrom,2-0,?,Molde
Sun Jul 28 2013,Stromsgodset,6-1,?,Honefoss
Sun Jul 28 2013,Brann,1-4,?,Rosenborg
Sun Jul 28 2013,Odd,3-1,?,Tromso
Sun Jul 28 2013,Sogndal,1-1,?,Haugesund
Sun Jul 28 2013,Viking,3-0,?,Start
Mon Jul 29 2013,Valerenga,5-3,?,Sarpsborg 08
Sat Aug 3 2013,Molde,2-0,?,Brann
Sat Aug 3 2013,Start,0-1,?,Odd
Sat Aug 3 2013,Viking,2-2,?,Lillestrom
Sun Aug 4 2013,Sarpsborg 08,2-4,?,Stromsgodset
Sun Aug 4 2013,Haugesund,3-1,?,Sandnes
Sun Aug 4 2013,Honefoss,2-5,?,Aalesund
Sun Aug 4 2013,Rosenborg,2-0,?,Sogndal
Sun Aug 4 2013,Tromso,2-2,?,Valerenga
Fri Aug 9 2013,Brann,1-1,?,Lillestrom
Sat Aug 10 2013,Sogndal,1-2,?,Molde
Sat Aug 10 2013,Odd,1-1,?,Viking
Sun Aug 11 2013,Aalesund,3-1,?,Sarpsborg 08
Sun Aug 11 2013,Haugesund,1-0,?,Honefoss
Sun Aug 11 2013,Sandnes,2-1,?,Tromso
Sun Aug 11 2013,Stromsgodset,2-2,?,Rosenborg
Sun Aug 11 2013,Valerenga,1-3,?,Start
Sat Aug 17 2013,Molde,1-1,?,Odd
Sat Aug 17 2013,Rosenborg,0-0,?,Valerenga
Sun Aug 18 2013,Start,1-2,?,Haugesund
Sun Aug 18 2013,Honefoss,0-1,?,Sandnes
Sun Aug 18 2013,Sarpsborg 08,0-1,?,Sogndal
Sun Aug 18 2013,Tromso,1-2,?,Aalesund
Sun Aug 18 2013,Viking,3-2,?,Brann
Mon Aug 19 2013,Lillestrom,1-1,?,Stromsgodset
Sat Aug 24 2013,Sogndal,1-0,?,Viking
Sat Aug 24 2013,Odd,1-3,?,Brann
Sun Aug 25 2013,Aalesund,1-1,?,Start
Sun Aug 25 2013,Stromsgodset,5-2,?,Molde
Sun Aug 25 2013,Haugesund,1-0,?,Tromso
Sun Aug 25 2013,Honefoss,3-1,?,Sarpsborg 08
Sun Aug 25 2013,Valerenga,1-1,?,Lillestrom
Sun Aug 25 2013,Sandnes,2-3,?,Rosenborg
Fri Aug 30 2013,Brann,1-0,?,Sogndal
Sat Aug 31 2013,Lillestrom,1-0,?,Odd
Sat Aug 31 2013,Rosenborg,2-1,?,Aalesund
Sun Sep 1 2013,Start,7-0,?,Sandnes
Sun Sep 1 2013,Sarpsborg 08,2-1,?,Haugesund
Sun Sep 1 2013,Tromso,1-1,?,Honefoss
Sun Sep 1 2013,Viking,1-0,?,Stromsgodset
Sun Sep 1 2013,Molde,4-0,?,Valerenga
Fri Sep 13 2013,Aalesund,1-3,?,Molde
Sat Sep 14 2013,Sogndal,1-2,?,Lillestrom
Sat Sep 14 2013,Haugesund,1-1,?,Viking
Sun Sep 15 2013,Stromsgodset,3-1,?,Odd
Sun Sep 15 2013,Honefoss,0-1,?,Start
Sun Sep 15 2013,Sandnes,2-0,?,Sarpsborg 08
Sun Sep 15 2013,Valerenga,4-3,?,Brann
Sun Sep 15 2013,Tromso,1-0,?,Rosenborg
Fri Sep 20 2013,Rosenborg,1-1,?,Haugesund
Sat Sep 21 2013,Lillestrom,1-2,?,Honefoss
Sat Sep 21 2013,Brann,1-1,?,Stromsgodset
Sun Sep 22 2013,Sarpsborg 08,3-0,?,Tromso
Sun Sep 22 2013,Molde,4-1,?,Sandnes
Sun Sep 22 2013,Odd,5-1,?,Aalesund
Sun Sep 22 2013,Start,2-0,?,Sogndal
Sun Sep 22 2013,Viking,1-0,?,Valerenga
Fri Sep 27 2013,Sogndal,0-5,?,Stromsgodset
Sat Sep 28 2013,Honefoss,2-2,?,Viking
Sat Sep 28 2013,Aalesund,0-0,?,Brann
Sun Sep 29 2013,Haugesund,1-1,?,Molde
Sun Sep 29 2013,Sandnes,1-1,?,Lillestrom
Sun Sep 29 2013,Tromso,2-3,?,Start
Sun Sep 29 2013,Valerenga,1-2,?,Odd
Sun Sep 29 2013,Sarpsborg 08,1-2,?,Rosenborg
Fri Oct 4 2013,Brann,0-1,?,Haugesund
Sat Oct 5 2013,Viking,1-1,?,Sandnes
