Date,Team 1,FT,HT,Team 2
Fri Aug 10 2007,Stuttgart,2-2,0-1,Schalke 04
Sat Aug 11 2007,Bayern Munich,3-0,1-0,Hansa Rostock
Sat Aug 11 2007,Bochum,2-2,0-2,Werder Bremen
Sat Aug 11 2007,Ein Frankfurt,1-0,1-0,Hertha
Sat Aug 11 2007,Hannover,0-1,0-1,Hamburg
Sat Aug 11 2007,Leverkusen,0-0,0-0,Cottbus
Sat Aug 11 2007,Wolfsburg,1-3,0-1,Bielefeld
Sun Aug 12 2007,Dortmund,1-3,0-1,Duisburg
Sun Aug 12 2007,Nurnberg,0-2,0-1,Karlsruhe
Fri Aug 17 2007,Karlsruhe,1-2,1-0,Hannover
Sat Aug 18 2007,Bielefeld,2-2,0-0,Ein Frankfurt
Sat Aug 18 2007,Duisburg,1-3,0-1,Wolfsburg
Sat Aug 18 2007,Hansa Rostock,1-2,0-2,Nurnberg
Sat Aug 18 2007,Hertha,3-1,0-1,Stuttgart
Sat Aug 18 2007,Schalke 04,4-1,2-0,Dortmund
Sat Aug 18 2007,Werder Bremen,0-4,0-1,Bayern Munich
Sun Aug 19 2007,Cottbus,1-2,0-2,Bochum
Sun Aug 19 2007,Hamburg,1-0,0-0,Leverkusen
Fri Aug 24 2007,Bochum,2-1,1-0,Hamburg
Sat Aug 25 2007,Bayern Munich,3-0,1-0,Hannover
Sat Aug 25 2007,Bielefeld,2-0,0-0,Hertha
Sat Aug 25 2007,Dortmund,3-0,1-0,Cottbus
Sat Aug 25 2007,Leverkusen,3-0,3-0,Karlsruhe
Sat Aug 25 2007,Nurnberg,0-1,0-0,Werder Bremen
Sat Aug 25 2007,Stuttgart,1-0,1-0,Duisburg
Sun Aug 26 2007,Ein Frankfurt,1-0,1-0,Hansa Rostock
Sun Aug 26 2007,Wolfsburg,1-1,1-0,Schalke 04
Fri Aug 31 2007,Schalke 04,1-1,1-0,Leverkusen
Sat Sep 1 2007,Cottbus,1-1,1-0,Nurnberg
Sat Sep 1 2007,Duisburg,3-0,0-0,Bielefeld
Sat Sep 1 2007,Hannover,3-2,2-1,Bochum
Sat Sep 1 2007,Hansa Rostock,0-1,0-0,Dortmund
Sat Sep 1 2007,Hertha,2-1,1-0,Wolfsburg
Sat Sep 1 2007,Werder Bremen,2-1,1-0,Ein Frankfurt
Sun Sep 2 2007,Hamburg,1-1,0-0,Bayern Munich
Sun Sep 2 2007,Karlsruhe,1-0,0-0,Stuttgart
Fri Sep 14 2007,Dortmund,3-0,3-0,Werder Bremen
Sat Sep 15 2007,Bayern Munich,1-1,0-1,Schalke 04
Sat Sep 15 2007,Bielefeld,4-2,1-0,Hansa Rostock
Sat Sep 15 2007,Ein Frankfurt,2-1,1-0,Hamburg
Sat Sep 15 2007,Leverkusen,2-0,0-0,Bochum
Sat Sep 15 2007,Nurnberg,2-2,0-2,Hannover
Sat Sep 15 2007,Stuttgart,3-0,0-0,Cottbus
Sun Sep 16 2007,Duisburg,1-2,0-0,Hertha
Sun Sep 16 2007,Wolfsburg,1-2,1-0,Karlsruhe
Fri Sep 21 2007,Bochum,0-0,0-0,Ein Frankfurt
Sat Sep 22 2007,Cottbus,1-2,1-1,Wolfsburg
Sat Sep 22 2007,Hamburg,1-0,0-0,Nurnberg
Sat Sep 22 2007,Hansa Rostock,2-0,1-0,Duisburg
Sat Sep 22 2007,Hertha,3-2,1-1,Dortmund
Sat Sep 22 2007,Schalke 04,3-0,1-0,Bielefeld
Sat Sep 22 2007,Werder Bremen,4-1,3-1,Stuttgart
Sun Sep 23 2007,Hannover,0-3,0-0,Leverkusen
Sun Sep 23 2007,Karlsruhe,1-4,0-2,Bayern Munich
Tue Sep 25 2007,Dortmund,0-3,0-2,Hamburg
Tue Sep 25 2007,Duisburg,0-2,0-1,Schalke 04
Tue Sep 25 2007,Hertha,1-3,1-1,Hansa Rostock
Tue Sep 25 2007,Wolfsburg,1-1,0-0,Werder Bremen
Wed Sep 26 2007,Bayern Munich,5-0,0-0,Cottbus
Wed Sep 26 2007,Bielefeld,0-2,0-0,Hannover
Wed Sep 26 2007,Ein Frankfurt,0-1,0-0,Karlsruhe
Wed Sep 26 2007,Nurnberg,1-2,0-1,Leverkusen
Wed Sep 26 2007,Stuttgart,1-0,0-0,Bochum
Fri Sep 28 2007,Schalke 04,1-0,1-0,Hertha
Sat Sep 29 2007,Bochum,3-3,1-1,Nurnberg
Sat Sep 29 2007,Hamburg,2-2,1-0,Wolfsburg
Sat Sep 29 2007,Hansa Rostock,2-1,2-0,Stuttgart
Sat Sep 29 2007,Karlsruhe,3-1,1-1,Dortmund
Sat Sep 29 2007,Leverkusen,0-1,0-1,Bayern Munich
Sat Sep 29 2007,Werder Bremen,8-1,4-1,Bielefeld
Sun Sep 30 2007,Cottbus,2-2,2-0,Ein Frankfurt
Sun Sep 30 2007,Hannover,2-1,1-1,Duisburg
Fri Oct 5 2007,Dortmund,2-1,1-1,Bochum
Sat Oct 6 2007,Bielefeld,0-1,0-0,Hamburg
Sat Oct 6 2007,Duisburg,1-3,1-1,Werder Bremen
Sat Oct 6 2007,Hertha,0-0,0-0,Cottbus
Sat Oct 6 2007,Schalke 04,0-2,0-0,Karlsruhe
Sat Oct 6 2007,Stuttgart,0-2,0-1,Hannover
Sat Oct 6 2007,Wolfsburg,1-0,0-0,Hansa Rostock
Sun Oct 7 2007,Bayern Munich,3-0,2-0,Nurnberg
Sun Oct 7 2007,Ein Frankfurt,2-1,0-0,Leverkusen
Fri Oct 19 2007,Cottbus,1-2,0-1,Duisburg
Sat Oct 20 2007,Bochum,1-2,1-1,Bayern Munich
Sat Oct 20 2007,Hamburg,4-1,3-0,Stuttgart
Sat Oct 20 2007,Hansa Rostock,1-1,0-1,Schalke 04
Sat Oct 20 2007,Leverkusen,2-2,0-1,Dortmund
Sat Oct 20 2007,Nurnberg,5-1,1-1,Ein Frankfurt
Sat Oct 20 2007,Werder Bremen,3-2,0-0,Hertha
Sun Oct 21 2007,Hannover,2-2,2-2,Wolfsburg
Sun Oct 21 2007,Karlsruhe,0-0,0-0,Bielefeld
Fri Oct 26 2007,Ein Frankfurt,0-0,0-0,Hannover
