Date,Team 1,FT,HT,Team 2
Fri Aug 17 2007,Sp Lisbon,4-1,2-0,Academica
Sat Aug 18 2007,Leixoes,1-1,0-0,Benfica
Sat Aug 18 2007,Maritimo,3-1,3-0,Pacos Ferreira
Sat Aug 18 2007,Nacional,0-0,0-0,Est Amadora
Sat Aug 18 2007,Sp Braga,1-2,0-1,Porto
Sun Aug 19 2007,Guimaraes,1-1,1-1,Setubal
Sun Aug 19 2007,Leiria,0-0,0-0,Boavista
Mon Aug 20 2007,Naval,1-1,0-0,Belenenses
Sat Aug 25 2007,Belenenses,0-2,0-1,Sp Braga
Sat Aug 25 2007,Benfica,0-0,0-0,Guimaraes
Sun Aug 26 2007,Academica,1-1,0-0,Leiria
Sun Aug 26 2007,Boavista,0-2,0-2,Maritimo
Sun Aug 26 2007,Est Amadora,3-1,1-1,Naval
Sun Aug 26 2007,Pacos Ferreira,1-1,0-0,Leixoes
Sun Aug 26 2007,Porto,1-0,0-0,Sp Lisbon
Mon Aug 27 2007,Setubal,1-1,1-1,Nacional
Fri Aug 31 2007,Leixoes,2-2,2-1,Guimaraes
Sat Sep 1 2007,Pacos Ferreira,1-1,1-0,Boavista
Sat Sep 1 2007,Sp Braga,2-1,0-1,Est Amadora
Sun Sep 2 2007,Leiria,0-3,0-1,Porto
Sun Sep 2 2007,Maritimo,2-0,1-0,Academica
Sun Sep 2 2007,Nacional,0-3,0-1,Benfica
Sun Sep 2 2007,Naval,0-0,0-0,Setubal
Sun Sep 2 2007,Sp Lisbon,1-0,0-0,Belenenses
Fri Sep 14 2007,Setubal,3-1,1-0,Sp Braga
Sat Sep 15 2007,Benfica,3-0,2-0,Naval
Sat Sep 15 2007,Boavista,0-0,0-0,Leixoes
Sat Sep 15 2007,Porto,1-0,0-0,Maritimo
Sun Sep 16 2007,Academica,1-0,0-0,Pacos Ferreira
Sun Sep 16 2007,Belenenses,2-1,0-1,Leiria
Sun Sep 16 2007,Est Amadora,0-2,0-2,Sp Lisbon
Mon Sep 17 2007,Guimaraes,1-0,0-0,Nacional
Fri Sep 21 2007,Naval,1-4,1-2,Guimaraes
Sun Sep 23 2007,Leiria,0-0,0-0,Est Amadora
Sun Sep 23 2007,Leixoes,1-1,0-1,Nacional
Sun Sep 23 2007,Maritimo,2-0,1-0,Belenenses
Sun Sep 23 2007,Pacos Ferreira,0-2,0-1,Porto
Sun Sep 23 2007,Sp Braga,0-0,0-0,Benfica
Sun Sep 23 2007,Sp Lisbon,2-2,0-1,Setubal
Mon Sep 24 2007,Boavista,0-0,0-0,Academica
Sat Sep 29 2007,Benfica,0-0,0-0,Sp Lisbon
Sat Sep 29 2007,Porto,2-0,1-0,Boavista
Sun Sep 30 2007,Belenenses,1-0,1-0,Pacos Ferreira
Sun Sep 30 2007,Est Amadora,1-1,0-0,Maritimo
Sun Sep 30 2007,Guimaraes,1-0,0-0,Sp Braga
Sun Sep 30 2007,Nacional,2-0,0-0,Naval
Sun Sep 30 2007,Setubal,2-0,0-0,Leiria
Mon Oct 1 2007,Academica,1-1,0-0,Leixoes
Sat Oct 6 2007,Sp Lisbon,3-0,0-0,Guimaraes
Sun Oct 7 2007,Academica,0-1,0-1,Porto
Sun Oct 7 2007,Leiria,1-2,1-1,Benfica
Sun Oct 7 2007,Leixoes,0-1,0-1,Naval
Sun Oct 7 2007,Maritimo,0-0,0-0,Setubal
Mon Oct 8 2007,Boavista,2-4,1-1,Belenenses
Mon Oct 8 2007,Pacos Ferreira,2-1,0-0,Est Amadora
Mon Oct 8 2007,Sp Braga,1-0,0-0,Nacional
Fri Oct 26 2007,Guimaraes,2-1,0-1,Leiria
Sat Oct 27 2007,Belenenses,0-0,0-0,Academica
Sat Oct 27 2007,Nacional,0-0,0-0,Sp Lisbon
Sat Oct 27 2007,Setubal,3-1,1-0,Pacos Ferreira
Sun Oct 28 2007,Benfica,2-1,1-1,Maritimo
Sun Oct 28 2007,Est Amadora,0-0,0-0,Boavista
