Date,Team 1,FT,HT,Team 2
Fri Feb 24 2017,Bohemians,1-4,?,Derry City
Fri Feb 24 2017,Galway,0-1,?,Drogheda
Fri Feb 24 2017,Limerick,5-1,?,Sligo Rovers
Fri Feb 24 2017,St. Patricks,1-2,?,Bray
Fri Feb 24 2017,Dundalk,2-1,?,Shamrock Rovers
Fri Feb 24 2017,Finn Harps,0-1,?,Cork City
Fri Mar 3 2017,Shamrock Rovers,2-1,?,Bohemians
Fri Mar 3 2017,Bray,5-3,?,Finn Harps
Fri Mar 3 2017,Cork City,4-0,?,Galway
Fri Mar 3 2017,Drogheda,2-0,?,St. Patricks
Sat Mar 4 2017,Sligo Rovers,0-4,?,Dundalk
Fri Mar 10 2017,Bohemians,3-2,?,Bray
Fri Mar 10 2017,Dundalk,1-0,?,Limerick
Fri Mar 10 2017,Sligo Rovers,1-1,?,St. Patricks
Fri Mar 10 2017,Drogheda,1-4,?,Cork City
Fri Mar 10 2017,Finn Harps,1-1,?,Galway
Fri Mar 10 2017,Shamrock Rovers,0-1,?,Derry City
Mon Mar 13 2017,Galway,1-2,?,Shamrock Rovers
Mon Mar 13 2017,Bray,2-1,?,Drogheda
Mon Mar 13 2017,Cork City,2-1,?,Sligo Rovers
Mon Mar 13 2017,Derry City,3-1,?,Dundalk
Mon Mar 13 2017,Limerick,0-1,?,Bohemians
Mon Mar 13 2017,St. Patricks,1-2,?,Finn Harps
Fri Mar 17 2017,Shamrock Rovers,1-2,?,Cork City
Fri Mar 17 2017,Bohemians,1-1,?,Galway
Sat Mar 18 2017,Limerick,1-1,?,Finn Harps
Sat Mar 18 2017,Derry City,4-0,?,Drogheda
Sat Mar 18 2017,Dundalk,3-0,?,St. Patricks
Sat Mar 18 2017,Sligo Rovers,3-2,?,Bray
Sat Mar 25 2017,Cork City,2-1,?,Dundalk
Sat Mar 25 2017,St. Patricks,2-1,?,Shamrock Rovers
Sat Mar 25 2017,Drogheda,0-1,?,Bohemians
Sat Mar 25 2017,Bray,0-1,?,Limerick
Sat Mar 25 2017,Finn Harps,2-1,?,Sligo Rovers
Fri Mar 31 2017,Dundalk,3-1,?,Drogheda
Fri Mar 31 2017,Bohemians,0-4,?,St. Patricks
Fri Mar 31 2017,Derry City,2-3,?,Bray
Fri Mar 31 2017,Limerick,0-3,?,Cork City
Fri Mar 31 2017,Shamrock Rovers,3-2,?,Finn Harps
Mon Apr 3 2017,Galway,1-1,?,Sligo Rovers
Fri Apr 7 2017,Cork City,3-0,?,Derry City
Fri Apr 7 2017,Bray,1-0,?,Galway
Fri Apr 7 2017,Drogheda,2-1,?,Shamrock Rovers
Fri Apr 7 2017,St. Patricks,0-2,?,Limerick
Fri Apr 7 2017,Finn Harps,0-2,?,Dundalk
Sat Apr 8 2017,Sligo Rovers,2-0,?,Bohemians
Fri Apr 14 2017,Bohemians,0-2,?,Cork City
Fri Apr 14 2017,Derry City,0-2,?,Finn Harps
Fri Apr 14 2017,Dundalk,1-3,?,Bray
Fri Apr 14 2017,Galway,1-1,?,St. Patricks
