Date,Team 1,FT,HT,Team 2
Fri Mar 3 2017,Guizhou Zhicheng,1-1,?,Liaoning
Sat Mar 4 2017,Guangzhou R&F,2-0,?,Tianjin Quanjian
Sat Mar 4 2017,Shandong Luneng,2-0,?,Tianjin Jinmen Tiger
Sat Mar 4 2017,Shanghai SIPG,5-1,?,Changchun Yatai
Sun Mar 5 2017,Chongqing Liangjiang Athletic,0-0,?,Yanbian
Sun Mar 5 2017,Guangzhou Evergrande,2-1,?,Beijing Guoan
Sun Mar 5 2017,Henan Songshan Longmen,0-0,?,Hebei
Sun Mar 5 2017,Shanghai Shenhua,4-0,?,Jiangsu Suning
Fri Mar 10 2017,Jiangsu Suning,0-0,?,Tianjin Jinmen Tiger
Fri Mar 10 2017,Shandong Luneng,2-1,?,Guangzhou Evergrande
Fri Mar 10 2017,Shanghai SIPG,2-0,?,Yanbian
Sat Mar 11 2017,Chongqing Liangjiang Athletic,1-1,?,Hebei
Sat Mar 11 2017,Guizhou Zhicheng,1-1,?,Beijing Guoan
Sat Mar 11 2017,Shanghai Shenhua,1-1,?,Tianjin Quanjian
Sun Mar 12 2017,Guangzhou R&F,1-0,?,Changchun Yatai
Sun Mar 12 2017,Henan Songshan Longmen,1-1,?,Liaoning
Sat Apr 1 2017,Yanbian,0-1,?,Guangzhou R&F
Sat Apr 1 2017,Guangzhou Evergrande,3-2,?,Shanghai SIPG
Sat Apr 1 2017,Hebei,1-0,?,Guizhou Zhicheng
Sat Apr 1 2017,Tianjin Quanjian,1-0,?,Henan Songshan Longmen
Sun Apr 2 2017,Changchun Yatai,0-2,?,Shandong Luneng
Sun Apr 2 2017,Liaoning,3-1,?,Jiangsu Suning
Sun Apr 2 2017,Beijing Guoan,2-1,?,Shanghai Shenhua
Sun Apr 2 2017,Tianjin Jinmen Tiger,2-0,?,Chongqing Liangjiang Athletic
Fri Apr 7 2017,Beijing Guoan,1-0,?,Henan Songshan Longmen
Fri Apr 7 2017,Jiangsu Suning,1-2,?,Chongqing Liangjiang Athletic
Fri Apr 7 2017,Shanghai SIPG,2-1,?,Shandong Luneng
Sat Apr 8 2017,Guizhou Zhicheng,0-0,?,Tianjin Jinmen Tiger
Sat Apr 8 2017,Guangzhou Evergrande,2-2,?,Guangzhou R&F
Sat Apr 8 2017,Hebei,4-2,?,Shanghai Shenhua
Sun Apr 9 2017,Changchun Yatai,1-1,?,Liaoning
Sun Apr 9 2017,Tianjin Quanjian,1-0,?,Yanbian
Fri Apr 14 2017,Chongqing Liangjiang Athletic,2-1,?,Guizhou Zhicheng
Sat Apr 15 2017,Changchun Yatai,2-3,?,Shanghai Shenhua
Sat Apr 15 2017,Henan Songshan Longmen,1-1,?,Jiangsu Suning
Sat Apr 15 2017,Shandong Luneng,1-0,?,Beijing Guoan
Sat Apr 15 2017,Tianjin Quanjian,1-1,?,Shanghai SIPG
Sun Apr 16 2017,Yanbian,1-1,?,Hebei
Sun Apr 16 2017,Tianjin Jinmen Tiger,0-3,?,Guangzhou Evergrande
Mon Apr 17 2017,Liaoning,1-4,?,Guangzhou R&F
Fri Apr 21 2017,Beijing Guoan,1-1,?,Tianjin Quanjian
Fri Apr 21 2017,Guangzhou Evergrande,2-1,?,Liaoning
Fri Apr 21 2017,Jiangsu Suning,1-2,?,Guangzhou R&F
Fri Apr 21 2017,Shanghai SIPG,3-0,?,Hebei
Sat Apr 22 2017,Tianjin Jinmen Tiger,3-1,?,Yanbian
Sat Apr 22 2017,Guizhou Zhicheng,0-2,?,Shanghai Shenhua
Sun Apr 23 2017,Changchun Yatai,1-0,?,Henan Songshan Longmen
Sun Apr 23 2017,Shandong Luneng,1-1,?,Chongqing Liangjiang Athletic
Fri Apr 28 2017,Guangzhou R&F,1-3,?,Guizhou Zhicheng
